MLS No,Status,DOM,Address,Unit,City,Area,LP,SP,BT,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,Acres,Lot SqFt,HOA Fee,Freq,3rd Party Synd. Remarks,ADU Baths Full,ADU Baths Partial,ADU Bedrooms,ADU Building Type,ADU Description,ADU Kitchen,ADU Main Entry Floor,ADU Meter,ADU Occupied,ADU Rents For,ADU Sq. Ft.,ADU SqFt Source,ADU Y/N,Age,Agent Has Ownership,Agent Hit Count,Agent Related to Principal,Assessors Parcel No,Associated Document Count,Available to Show,Board ID,Branded Media Link,Branded Media Link 2,Builder/Architect,Buyer Agent DRE Num.,Buyer Broker DRE Number,Census Tract,City Transfer Tax,Class,Client Hit Count,Closing Date,Co Buy Agent DRE Num.,Co List Agent DRE Num.,Co-List Agent email,Co-List Agent Fax,Complex Name,Concessions at COE,Confidential Remarks,County,Cross Street,Cumulative DOM,Cumulative DOMLS,Days On MLS,Directions to Property,Disclosures Link,Dist/Nbrhood/Sub,Elementary School Distric,Entry Agent First Name,Entry Agent ID,Entry Agent Last Name,Entry Agent License ID,Expire Date,Filtered Address,FIPS Code,Fireplaces,Floor Unit is on,Foreclosure Status,Gate Code,General Date,Geocode Quality,High School District,HOA,HOA Management Companies,HOA Name,HOA Name (Other),HOA Phone,Homesnap Appt. Scheduling,Hotsheet Date,How Sold,Input Date,List $/SqFt,List Agent DRE Num.,List Date,Listing Agt email,Listing Agt Fax,Listing Broker DRE Number,Listing Service,Listing Type,Listing Visibility Type,Lockbox Location,Model,New Subdivision,Number of offers,Occpnt Req 24 Hr Notice,Occupant Name,Occupant Phone,Occupied By,Off Market Date,Old Complex,Old Concessions,Old Elem,Old High,Old HOA Name,Old Middle,Old MLS #,Old Subdivision,Original Price,Ownership Type,Pending Date,Pending Litigation,Percent Owner Occ,Photo Permission,Picture Count,Point of Sale Ordinance,Pool,Preferred Agent Fax,Previous Price,Price,Price Date,Price Per SQFT,Primary Showing Contact,Primary Showing Phone,Printed Neighborhood Rpt,Property ID,Public Remarks,Radar ID,Rooms Total,Sale $/SqFt,Sale COOP,Sale/Last List $,Sale/Original $,Sale/Rent,Sales Office Info Remarks,Showing Instruction,Showing Schedule Link,Sold Price Per SQFT,Source,Special Information,State,Status Date,Stories,Subdivision (Other),Subdivision Profile Rmks,Supra Box?,Tax ID,TIC % Owner Offered,Total # of Garage and Parking Spaces,Unbranded Media Link,Unbranded Media Link 2,Units in Complex,Update Date,VOW Address,VOW AVM,VOW Comment,VOW Include,WiFi Last,ZIDX Only House #,ZIDX Only Street Dir,ZIDX Only Street Name,Zip,Zoning
ML81934005,SLD,6,946 Delmas Avenue,,SAN JOSE,9999,"$1,248,800","$1,325,000",DE,1148.0,2.0,2.0,,Y,1.0,1915.0,0.145800,"6,349",,,,,,,,,,,,,,,,,108.0,,,,264-47-095,0,,Datashare MLSListings,,,,00892930,,,,RESIDENTIAL,,8/2/2023,,,,,,,"Vacant, go direct. Please make sure all doors are locked when you are done showing. Be sure to show your clients the detached garage and large basement area. Clients will decide offer timeline after the first weekend of open houses. Disclosures can be found here: https://app.glide.com/share/66IL1Q3Ut57Ooa1iFDxOEy/. When submitting an offer, please include: All signed disclosures, POF, pre-approval, CAR contract, buyer agent AVID and any other documents required by your brokerage. Please call listing agents with any questions.",Santa Clara,Atlanta Avenue,6,7,7,,,,San Jose Unified,,,,,,946 Delmas AVE,6085.0,,,,,7/12/2023,,San Jose Unified,No,,,,,,8/3/2023,Conventional,7/5/2023 11:50 PM,"$1,087",2125888,7/6/2023,andrew@rinurealestate.com,,,,Excl Right,Market Listing,,,,,,,,Vacant,7/12/2023,,,,,,,,,"$1,248,800",,7/12/2023,,,Public,22,,No,,,"$1,325,000",,"$1,154.18",,,,81934005.0,"Nestled in charming Willow Glen, this home sits on a large corner lot with sustainable landscaping and a variety of mature fruit trees. A thoughtfully updated home boasts a modern kitchen, stainless steel appliances, gas range, quartz countertops, beautiful hardwood floors, thoughtful finishes, central AC/heating, expansive basement and much more! The front and backyard have multiple areas for entertaining with plenty of room for an ADU or vehicle storage. This property truly is a hidden gem and has potential for whatever your future holds! Convenient freeway access with less than a mile to the shops and restaurants of downtown Willow Glen.",,,"$1,154",,,,For Sale,,,,"$1,154.18",,,CA,8/2/2023,One Story,,,,,,,https://my.matterport.com/show/?m=XGkgHnMDfVL,,,8/4/2023,Yes,Yes,Yes,Yes,,,,,95125,R1-8
ML81932759,SLD,18,465 Snyder Avenue,,SAN JOSE,9999,"$1,699,000","$1,775,000",DE,1500.0,3.0,2.0,,Y,1.0,1927.0,0.1324,"5,766",,,,,,,,,,,,,,,,,96.0,,,,264-51-026,0,,Datashare MLSListings,https://my.matterport.com/show/?m=Bupv5jt6P99&,,,1471392.0,,,,RESIDENTIAL,,8/7/2023,,,,,,,"Disclosure will be available Friday. EMD in 1 business day. Signed disclosures,AVID included. Provide proof of funds and pre-approval letter. Please submit all offers through Disclosures io Thank you for showing! Text agent your business card for the CBS code- 408-466-9361 Supra is located on the water meter. https://app.disclosures.io/link/465-Snyder-Avenue-hlrlebge",Santa Clara,Delmas,18,19,19,,,,San Jose Unified,,,,,,465 Snyder AVE,6085.0,1.0,,,,7/17/2023,,San Jose Unified,No,,,,,,8/8/2023,Conventional,6/28/2023 5:00 PM,"$1,132",02038374,6/29/2023,thelovingsgroup@gmail.com,,,,,Market Listing,,,,,,,,Vacant,7/17/2023,,,,,,,,,"$1,699,000",,7/17/2023,,,Public,22,,,,,"$1,775,000",,"$1,183.33",,,,81932759.0,"Gorgeous fully remodel 1927 Craftsman, located on one of the most desired streets surrounded by a beautiful maple tree line. This property boasts an inviting open floor plan which creates a welcoming atmosphere. Abundant windows grace this home, allowing natural light to illuminate through out. The perfect mix of a traditional Willow Glen home with a modern twist. Configured 3 bedroom 2 bath, New insulation, has traditional hardwood floors, Quartz counter tops, bathrooms complete with mosaic tile inlay and luxurious Brizo fixtures. Other great features includes top of the line appliances, 36 Chef Range , New Refrigerator, 50 bottle wine fridge, new dishwasher ,new furnace and A/C, fully repipe PEX manifold system, LED recessed lighting, fully rewired electrical, data, and cable, washer and dryer hook ups. Situated for the utmost convenience, this home is in close proximity to downtown Willow Glen a short walk to your favorite restaurant for dinner or for morning coffee.",,,"$1,183",,,,For Sale,,,,"$1,183.33",,,CA,8/8/2023,One Story,,,,,,,,,,8/9/2023,Yes,Yes,Yes,Yes,,,,,95125,R1-8
ML81942426,SLD,124,529 Columbia Avenue,,SAN JOSE,9999,"$999,800","$725,000",DE,1716.0,4.0,1.0,,,0.0,1910.0,0.1148,"5,000",,,,,,,,,,,,,,,,,113.0,,,,264-20-069,0,,Datashare MLSListings,,,,00827306,,,Yes,RESIDENTIAL,,3/12/2024,,,,,,,"Agents / broker show property first to your buyer/investor before writing an offer. VACANT!! VACANT!! SHOW ANYTIME!! SUPRA ON THE PATIO RAILING!! ALL DISCLOSURES ARE READY, click URL below TO VIEW DISCLOSURES!! TO BE SOLD IN ITS AS IS PRESENT CONDITION!! THERE ARE NO INSPECTION REPORTS!! PROPERTY IS ZONE AS LIGHT INDUSTRIAL, SELLER OCCUPIED THE PROP AS THEIR RESIDENCE FOR 26 YRS, NOW VACANT!! EASY TO SHOW. DO NOT FORGET TO SEE THE BASEMENT, KEY ON THE LOCK BOX BUYER SHALL ORDER THEIR OWN PROPERTY & TERMITE INSPECTIONS. FAMILY MEMBER DIED IN FAMILY RM natural causes!! OFFER WILL BE REVIEWED/PRESENTED AS THEY COME IN. COUNTY RECORD SAYS 4 BEDROOM!! 4TH BEDROOM AT THE VERY BACK OF THE PROPERTY APPEARS TO BE PREVIOUSLY AN ADD ON SCREEN ROOM, seller purchased the property 26 years ago the way it is.",Santa Clara,Bird/San Carlos,124,124,124,280 south exit on bird right on Columbia 280 North,,,Cambrian Elementary,,,,,,529 Columbia AVE,6085.0,1.0,,,,1/27/2024,,San Jose Unified,No,,,,,,3/17/2024,Cash,9/19/2023 6:03 AM,$582,827306.0,9/19/2023,jsteininger.durward@hotmail.com,,,Full Service,,Market Listing,,,,,,,,Vacant,1/27/2024,,,,,,,,,"$999,800",,1/27/2024,,,Public,4,,No,,,"$725,000",,$422.49,,,,81942426.0,"SHOW AND SEE THE PROPERTY FIRST, THEN WRITE THE OFFER!! endless possibilities in this centrally located property and minutes access to 280, 680, 17, 87, 85 , 101 and very close to downtown San Jose, major electronic businesses, San Jose State University, 1.5 mile to San Jose City College, Sap - sports & entertainment and dining facilities, 3 miles to Valley Medical center facility!! to be sold in its present AS IS  condition!! Excellent buy for flippers and investors or any buyers that will use their creativity to build up for sweat equity!! Property is zoned as Light Industrial seller lived and used this property as their residence for 26 years. MAKE SURE TO SEE THE BASEMENT!!! FRONT ROOM CONVERTED TO AN STUDIO WITH SMALL KITCHEN/BATHROOM NO PERMIT AND HAS A SEPARATE ENTRANCE FROM THE FRONT PORCH.",,,$422,,,,For Sale,,"Go Directly,Leave Card,Lockbox Location - See Remarks",,$422.49,,,CA,3/17/2024,Two Story,,,,,,,,,,3/18/2024,Yes,Yes,Yes,Yes,,,,,95126,R1
ML81926051,SLD,9,557 Coe Avenue,,SAN JOSE,9999,"$1,399,000","$1,372,000",DE,1355.0,3.0,2.0,,Y,1.0,1912.0,0.1454,"6,333",,,,,,,,,,,,,,,,,111.0,,,,264-46-083,0,,Datashare MLSListings,,,,01198162,,,,RESIDENTIAL,,5/26/2023,,,,,,,"Call or text Neil Kimmel at 831-588-6756 with offer questions. When submitting offers, use Neil Kimmel DRE #01079348 as the listing agent- Not Strock Team. ALL offers to be submitted through Disclosures.io, otherwise your offer is at jeopardy of not being received or reviewed. Listing Agent is related to seller.",Santa Clara,Bird Ave,9,9,9,,,,San Jose Unified,,,,,,557 Coe AVE,6085.0,1.0,,,,5/5/2023,,San Jose Unified,No,,,,,,5/27/2023,Conventional,4/26/2023 8:49 AM,"$1,032",70010201,4/26/2023,ben@strockrealestate.com,,,,Excl Right,Market Listing,,,,,,,,Vacant,5/5/2023,,,,,,,,,"$1,399,000",,5/5/2023,,,Public,65,,No,,,"$1,372,000",,"$1,012.55",Neil Kimmel,831-588-6756,,81926051.0,"Modern day problems cant follow you home when you live in a 1912 craftsman. As soon as you cross the deep porch & close the handcrafted door behind you, office concerns fade away. Here at home, bosses cant reach you after 5pm. In fact, by 5:02 youll be on the porch with your feet up, Sidecar swirling in your hand. Or maybe youre sitting by the brick fireplace in the living room with a book you pulled from the built-ins. For a refill, walk through the original paned pocket doors into the formal dining room, adorned with wainscoting & a built-in buffet. Through the butlers door awaits the sizable kitchen - but youre heading beyond that, to the cellar (AKA, your modern-day speakeasy). Take the soiree outside to your landscaped backyard, which also leads to the ADU (perfect for a rental or in law unit). When youre ready to face the modern world again, youre only a few blocks from Downtown Willow Glen & all of the conveniences of Silicon Valley. Or maybe, stay for one more sip.",,,"$1,012",,,,For Sale,,,,"$1,012.55",,,CA,5/27/2023,One Story,,,,,,,,,,5/27/2023,Yes,No,No,Yes,,,,,95125,R1-8
ML81944533,SLD,49,985 Plaza Drive,,SAN JOSE,9999,"$2,150,000","$2,100,000",DE,2595.0,3.0,3.0,,Y,1.0,1938.0,0.1285,"5,596",,,,,,,,,,,,,,,,,85.0,,,,264-52-046,0,,Datashare MLSListings,https://www.tourfactory.com/3122014,,,01969197,,,Yes,RESIDENTIAL,,12/27/2023,,,,,,,"Major Price Reduction for this wonderful home in the upscale Palm Haven will help your buyers who who couldn't stretch move into their dream home. Your clients will fall in love with this gorgeous home, and now at a new price that is very attractive for this wonderful neighborhood. Loads of interior closet and storage (don't miss the closet in the downstairs hall bath). Generous detached garage has a door opening for 1 car but is the size of a full 2-car garage - loads of room for bikes, recreational gear or shop. Disclosures link below. Please include signed disclosures, pre-approval letter, proof of funds with your offer. CAR or PRDS forms only. Offers may be submitted through Glide portal. Use this Calendly link to make a showing appointment: https://calendly.com/monleyteam/985plaza",Santa Clara,Coe Avenue,49,50,50,,,,San Jose Unified,,,,,,985 Plaza DR,6085.0,,,,,11/30/2023,,San Jose Unified,No,,,,,,12/28/2023,Conventional,10/11/2023 5:00 PM,$828,01260626,10/12/2023,elizabeth.monley@compass.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Vacant,11/30/2023,,,,,,,,,"$2,385,000",,11/30/2023,,,Public,37,,No,,,"$2,100,000",,$809.25,use Calendly link below,408-298-9031,,81944533.0,"Huge Price Improvement! Stunning large home in the sought-after Palm Haven neighborhood of Willow Glen. Beautifully expanded and updated, Entry porch leads to gracious living room boasting local artisan tile fireplace and arched picture window. True Chef's Kitchen (48 Dual Fuel Wolf Range, 48 Subzero Fridge, wine fridge, microwave), artisan tile backsplash, large pantry, Chinese Elm shelving. Loads of storage cabinets; opens to spacious dining area. 3 large bedrooms including a fabulous primary retreat. 3 full baths, including the luxurious primary en suite. Upstairs bath has deep soaking tub. 2 Walk-in Closets + dressing room. Generous additional living space downstairs. New Dual Zone HVAC. Front garden native. Great backyard for entertaining or relaxing. Oversized 1-car garage. Quarter basement. Walk to Lincoln Ave with its restaurants, wine and coffee bars, and shops, Walking/biking trail just steps away. A short drive to downtown San Jose. Easy commute. Open Sat/Sun.",,,$809,,,,For Sale,,https://calendly.com/monleyteam/985plaza,,$809.25,,,CA,12/27/2023,Two Story,,,,,,,https://www.tourfactory.com/idxr3122014,,,12/29/2023,Yes,Yes,Yes,Yes,,,,,95125,R1-8
41056037,SLD,115,418 Josefa St,,SAN JOSE,9999,"$998,000","$978,500",DE,1352.0,3.0,2.0,0.0,N,0.0,1986.0,0.130000,"5,600",,,"Karen Ross - 925-998-5902 - This charming, 3-bed, 2-bath bungalow, built in 1986, offers 1352 sf ft of living space positioned perfectly on a long 5600 sf lot. This home is move-in ready and has been freshly updated with interior/exterior paint and new LVP flooring throughout. Additional features include a roomy kitchen, open living and dining area,  indoor laundry room, and nice size bedrooms. The detached utility building at the end of the deep driveway offers endless potential including ADU possibilities, storage, home office or any number of lifestyle accommodations. Conveniently located to downtown San Jose, Willow Glen and nearby major freeways. Don’t miss this opportunity.",,,,,,,,,,,,,No,38.0,No,,No,264-21-063,0,,DELTA,https://www.365virtualtour.com/418-josefa-st,,,70010194,02103053,,Yes,RESIDENTIAL,,9/9/2024,02205325,,,,,Yes,Pre-escrow opened with ORTC - 0613039865 DC. Send offers to Karen.Ross@remax.net with POF and Preapproval Letter. Be sure to lock all doors. ADU resources available. Buyer to verify any city or county requirements for ADU conversion. Thank you for showing!,Santa Clara,Auzerais,115,115,115,Bird Ave to Auzerais Ave to Josefa St,,CENTRAL SAN JOSE,,,,,,,,6085.0,0.0,,,,8/6/2024,,,No,,,,,,9/10/2024,Conventional,4/13/2024 5:31 PM,$738,1876838.0,4/13/2024,,,2082044.0,Full Service,Excl Right,Market Listing,Back door slider,,,3.0,No,,,Vacant,8/6/2024,,,,,,,41056037,,"$1,100,000",,8/6/2024,,,,21,No,No,,"$1,100,000","$978,500",9/10/2024,$723.74,Listing Agent,925-998-5902,Yes,,"This charming, 3-bed, 2-bath bungalow, built in 1986, offers 1352 sf ft of living space positioned perfectly on a long 5600 sf lot. This home is move-in ready and has been freshly updated with interior/exterior paint and new LVP flooring throughout. Additional features include a roomy kitchen, open living and dining area,  indoor laundry room, and nice size bedrooms. The detached utility building at the end of the deep driveway offers endless potential including ADU possibilities, storage, home office or any number of lifestyle accommodations. Conveniently located to downtown San Jose, Willow Glen and nearby major freeways. Don’t miss this opportunity.",,6.0,$724,LA & BA different company/franchise,98.0,89.0,For Sale,,text LA 925-998-5902,,$723.74,Public Records,,CA,9/10/2024,One Story,,,Yes,264-21-063,,2.0,,,,9/17/2024,Yes,Yes,Yes,Yes,,418.0,,Josefa St,95126,
ML81938879,SLD,3,1054 Delmas Avenue,,SAN JOSE,9999,"$699,000","$900,000",DE,1063.0,2.0,1.0,,Y,1.0,1910.0,0.143400,"6,247",,,,,,,,,,,,,,,,,113.0,,,,264-49-042,0,,Datashare MLSListings,,,,01356627,,,,RESIDENTIAL,,9/20/2023,,,,,,,"Call/Text Lisa Provenzano at (408)386-0467 or lisa@svrealestate.com. Completion and signature of the NOTICE - WARNING OF DANGEROUS CONDITIONS document will be required before receiving the code for CBS Restricted Supra. The front door is blocked. The Supra LB is located at the side door entrance down the driveway. Access to the backyard is through the home's interior and to the right side of the side door. THE PROPERTY IS A PROBATE WITH FULL AUTHORITY, SOLD AS IS, except the burgundy El Camino vehicle will be removed before closing escrow. Buyer agents and buyers are encouraged to read all property reports thoroughly and note tenants occupied property from approximately 2000-2021 per owners statement. Offers are reviewed as they come in, and please give 24 hours before expiration. Disclosure link here: https://app.disclosures.io/link/1054-Delmas-Avenue-jxo5svkb",Santa Clara,Willow Street,3,3,3,,,,San Jose Unified,,,,,,1054 Delmas AVE,6085.0,,,,,8/20/2023,,San Jose Unified,No,,,,,,9/20/2023,Cash,8/17/2023 7:51 AM,$657,1015707,8/17/2023,lisa@svrealestate.com,,,,Excl Right,Market Listing,,,,,,,,Call Agent,8/20/2023,,,,,,,,,"$699,000",,8/20/2023,,,,19,,No,,,"$900,000",,$846.66,,,,81938879.0,"Rare opportunity to purchase a 6,247 square-foot lot in the 95125 zip code at a fantastic price point! The existing home is being sold as is. Located near the highly sought-after Willow Glen district known for its historic downtown, dining, shopping, and entertainment, close to outdoor recreation, with great proximity to world-renowned high-tech employers and transportation. ATTENTION: Builders - Investors - Buyers with a vision and cash as the home condition will impact qualification for a mortgage ~ Bring your best plans and creativity to this dream property on a great street surrounded by beautiful homes. DON'T MISS OUT ON THIS ONE!",,,$846,,,,For Sale,,"Call Listing Agent,CBS Restricted - Call LA",,$846.66,,,CA,9/20/2023,One Story,,,,,,,,,,5/18/2024,Yes,Yes,Yes,Yes,,,,,95125,CP
ML81941369,SLD,5,976 Delmas Avenue,,SAN JOSE,9999,"$1,650,000","$1,965,000",DE,1944.0,3.0,3.0,,Y,2.0,1900.0,0.128,"5,576",,,,,,,,,,,,,,,,,123.0,,,,264-49-092,0,,Datashare MLSListings,https://www.youtube.com/watch?v=r2bzMuTuDd0,,,01989776,,,,RESIDENTIAL,,9/29/2023,,,,,,,"**OFFERS DUE WEDNESDAY 9/13 BY 1:00 PM** | DO NOT GO DIRECT, OWNER OCCUPIED: **TEXT**Olesia w/ Name, Brokerage, & DRE# at 408.250.5656 to schedule (30 min / showing)*USE SHOE COVERS OR REMOVE SHOES | DO NOT WEAR SHOE COVERS OUTSIDE | NO PHOTOS OR VIDEO WITHOUT WRITTEN CONSENT OF OWNER* Upload Offers to Disclosure iO | Contact Andy (408.807.8808) PRIOR to writing an offer. CAR forms Preferred. Include Pre-Approval & POF. All disclosures & reports must be signed (including SA AVID or TDS Agent Notes) and submitted with offer, along with any disclosures your brokerage requires the sellers to sign. Sellers will not be signing disclosures that are not included with initial offer. Full 3% Deposit via Secure Funds (Cashier's Check or Wire Transfer w/in 1 Day of Acceptance. Wire Transfers to be initiated before 11AM on due date) | TEXT TO CONFIRM RECEIPT OF OFFER AFTER SENDING 408.250.5656 | Disclosure Link: https://app.disclosures.io/link/976-Delmas-Avenue-k7e91c8g",Santa Clara,Coe Ave,5,5,5,,,,San Jose Unified,,,,,,976 Delmas AVE,6085.0,1.0,,,,9/13/2023,,San Jose Unified,No,,,,,,9/30/2023,Conventional,9/8/2023 2:07 PM,$848,1345580.0,9/8/2023,team@tsegroup.com,,,,Excl Right,Market Listing,,,,,,,,Owner,9/13/2023,,,,,,,,,"$1,650,000",,9/13/2023,,,Public,49,,No,,,"$1,965,000",,"$1,010.80",Agent,,,81941369.0,"Welcome to 976 Delmas Ave located in the charming neighborhood of Willow Glen. Located just 1 mile to vibrant downtown Willow Glen. Tastefully updated throughout in 2021, the home features 3 spacious bedrooms, 3 full and updated spa-like bathrooms, gleaming updated kitchen with top-of-the-line stainless steel appliances, and a spacious great room with a gas fireplace and built in speaker system. Central cooling and heating throughout, dual pane windows, recessed lights with dimmers, and whole house water filtration system. Professionally landscaped and fully closed front and back yard, covered front porch with weather resistant Ipe decking, back porch with hot tub and mature bamboo hedge, Restoration Hardware outdoor gas fire-pit with main line connection, paved outdoor dining area, and detached 2 car garage with additional workshop space. Easy access to major commuting routes. This home seamlessly combines modern comforts with outdoor serenity, making it an ideal Willow Glen retreat.",,,"$1,010",,,,For Sale,,,,"$1,010.80",,,CA,9/29/2023,Two Story,,,,,,,,,,10/1/2023,Yes,Yes,Yes,Yes,,,,,95125,R1-8
ML81968151,SLD,26,1022 Clintonia Avenue,,SAN JOSE,9999,"$2,999,000","$3,045,000",DE,3300.0,5.0,6.0,1.0,Y,2.0,2023.0,0.1339,"5,831",,,,,,,,,,,,,,,,,1.0,,,,264-55-072,0,,Datashare MLSListings,https://my.matterport.com/show/?m=Lco51XpxuEV,,,02028087,,,,RESIDENTIAL,,8/2/2024,,,,,,,"Disclosure link: https://app.disclosures.io/link/1022-Clintonia-Avenue-iilhicd6 CAR contracts only please, Stewart Title, Signed disclosure cover sheet and email offers NOT through Disclosure.io please. Please call or text Holly Barr with any questions. (408) 887-3225.",Santa Clara,Coe Avenue,26,27,27,,,,San Jose Unified,,,,,,1022 Clintonia AVE,6085.0,,,,,7/7/2024,,San Jose Unified,No,,,,,,8/3/2024,Conventional,6/10/2024 5:00 PM,$908,1370328.0,6/11/2024,holly@hollybarr.com,,,,Excl Right,Market Listing,,,,,,,,Call Agent,7/7/2024,,,,,,,,,"$2,999,000",,7/7/2024,,,Public,75,,No,,,"$3,045,000",,$922.73,,408-887-3225,,81968151.0,"BRAND NEW HOME close to downtown Willow Glen! The open kitchen allows for easy gathering with space for everyone! Don't miss the large pantry, never before used quartz slab counters, two sinks, breakfast bar, wine refrigerator and a huge center island. Each of the 5 bedrooms are ensuite plus a powder room for guests. The vaulted ceilings and large windows help fill the space with natural light by day and LED lighting allows you to choose your lighting in the evening. European white oak engineered hardwood floors throughout the home, 3 zones of A/C, 220v for an EV, owned solar system, sprinklers, new landscaping and new fencing. There is a one bedroom, one bathroom ADU with laundry and its own entrance perfect for guests, family, a rental or an office. Easy access to shopping, dining, freeways and schools.",,,$922,,,,For Sale,,Call Listing Agent,,$922.73,,,CA,8/2/2024,,,,,,,,,,,8/3/2024,Yes,Yes,Yes,Yes,,,,,95125,R1-8
ML81973472,SLD,4,749 Drake Street,,SAN JOSE,9999,"$998,000","$1,100,000",DE,970.0,3.0,2.0,,,0.0,1925.0,0.110000,"4,792",,,,,,,,,,,,,,,,,99.0,,,,264-42-089,0,,Datashare MLSListings,https://www.749drake.com/branded,,,01988195,,,Yes,RESIDENTIAL,,8/12/2024,,,brittany@listingsv.com,,,,Please note property profile square footage is 768 2/1 please verify sq footage with city. Disclosures link https://app.disclosures.io/link/749-Drake-Street-j7wt6upz Square footage retrieved from a past appraisal diagram. Verify ADU storage area. Please note Ring and Security Cameras on property ADU resources available. Buyer to verify any city or county requirements for ADU conversion. Thank you for showing! Questions call Mona Lisa 408.221.0627,Santa Clara,Fuller,4,4,4,From The North Take Bird Avenue Exit turn Right on,,,San Jose Unified,,,,,,749 Drake ST,6085.0,,,,,7/21/2024,,San Jose Unified,No,,,,,,8/14/2024,Conventional,7/17/2024 2:39 AM,"$1,028",1408750.0,7/17/2024,monalisa.weise@compass.com,,,,Excl Right,Market Listing,,,,,,,,Owner,7/21/2024,,,,,,,,,"$998,000",,7/21/2024,,,Public,29,,No,,,"$1,100,000",,"$1,134.02",Mona Lisa Weise,408-221-0627,,81973472.0,"Welcome to this charming 3BR/2BA home, included is a potential ADU unit which is used as an office space. This charmer has been thoughtfully updated. You will find a spacious backyard designed for outdoor living! Inside the living room boasts beautiful refinished original wood floors with ample natural lighting, the windows look out to the front yard view. The door from the living room leads directly into the kitchen and dining area. Updated kitchen with stainless steel appliances, quartz countertops, white tile backsplash, gas stove, wood cabinets, pantry and tile flooring, new lighting. This charmer has 2 ensuite bedrooms. The master bedroom includes a deep, functional closet, a barn door which opens into the recently updated bathroom, complete with wood grain tile, enclosed glass shower, and a beautiful vanity. The secondary ensuite bathroom is updated with decorative tiles and a combination shower over tub. Indoor laundry room leads to the backyard that includes automatic sprinklers, cherry, lemon and orange trees. Access to the Los Gatos walking trails, Gregory Todd Park, freeway and light rail line nearby. Walk to The Avenue. Make this charming home yours",,,"$1,134",,,,For Sale,,Call Listing Agent,,"$1,134.02",,,CA,8/13/2024,One Story,,,,,,,,,,8/15/2024,Yes,Yes,Yes,Yes,,,,,95125,R2
