MLS No,Status,DOM,Address,Unit,City,Area,LP,SP,BT,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,Acres,Lot SqFt,HOA Fee,Freq,3rd Party Synd. Remarks,ADU Baths Full,ADU Baths Partial,ADU Bedrooms,ADU Building Type,ADU Description,ADU Kitchen,ADU Main Entry Floor,ADU Meter,ADU Occupied,ADU Rents For,ADU Sq. Ft.,ADU SqFt Source,ADU Y/N,Age,Agent Has Ownership,Agent Hit Count,Agent Related to Principal,Assessors Parcel No,Associated Document Count,Available to Show,Board ID,Branded Media Link,Branded Media Link 2,Builder/Architect,Buyer Agent DRE Num.,Buyer Broker DRE Number,Census Tract,City Transfer Tax,Class,Client Hit Count,Closing Date,Co Buy Agent DRE Num.,Co List Agent DRE Num.,Co-List Agent email,Co-List Agent Fax,Complex Name,Concessions at COE,Confidential Remarks,County,Cross Street,Cumulative DOM,Cumulative DOMLS,Days On MLS,Directions to Property,Disclosures Link,Dist/Nbrhood/Sub,Elementary School Distric,Entry Agent First Name,Entry Agent ID,Entry Agent Last Name,Entry Agent License ID,Expire Date,Filtered Address,FIPS Code,Fireplaces,Floor Unit is on,Foreclosure Status,Gate Code,General Date,Geocode Quality,High School District,HOA,HOA Management Companies,HOA Name,HOA Name (Other),HOA Phone,Homesnap Appt. Scheduling,Hotsheet Date,How Sold,Input Date,List $/SqFt,List Agent DRE Num.,List Date,Listing Agt email,Listing Agt Fax,Listing Broker DRE Number,Listing Service,Listing Type,Listing Visibility Type,Lockbox Location,Model,New Subdivision,Number of offers,Occpnt Req 24 Hr Notice,Occupant Name,Occupant Phone,Occupied By,Off Market Date,Old Complex,Old Concessions,Old Elem,Old High,Old HOA Name,Old Middle,Old MLS #,Old Subdivision,Original Price,Ownership Type,Pending Date,Pending Litigation,Percent Owner Occ,Photo Permission,Picture Count,Point of Sale Ordinance,Pool,Preferred Agent Fax,Previous Price,Price,Price Date,Price Per SQFT,Primary Showing Contact,Primary Showing Phone,Printed Neighborhood Rpt,Property ID,Public Remarks,Radar ID,Rooms Total,Sale $/SqFt,Sale COOP,Sale/Last List $,Sale/Original $,Sale/Rent,Sales Office Info Remarks,Showing Instruction,Showing Schedule Link,Sold Price Per SQFT,Source,Special Information,State,Status Date,Stories,Subdivision (Other),Subdivision Profile Rmks,Supra Box?,Tax ID,TIC % Owner Offered,Total # of Garage and Parking Spaces,Unbranded Media Link,Unbranded Media Link 2,Units in Complex,Update Date,VOW Address,VOW AVM,VOW Comment,VOW Include,WiFi Last,ZIDX Only House #,ZIDX Only Street Dir,ZIDX Only Street Name,Zip,Zoning
SF423757484,SLD,214,722 34th Avenue,,SANFRCISCO,9999,"$1,128,000","$1,128,000",CO,1318.0,3.0,2.0,0.0,,0.0,1983.0,0.068800,"2,999",200,M,"Rarely available condo with 2 floors of occupancy! FULL TOP FLOOR: Living room with wood-burning fireplace, formal dining room, fully equipped kitchen with breakfast area, extra large master bedroom, 2 more bedrooms and a second full bath. Another part of this unit is about 513 sq. ft. of remodeled habitable space on the GROUND FLOOR with lobby access. Perfect home for 3 generations under one roof. Great also for those who are looking for a home office, more bedrooms, music studio, or to open a Family Day Care, etc. Buyer to verify this unique potential with the City agencies. There are 3 skylights. Vinyl double-pane windows. Deeded 1 car parking. This residence enjoys a great location w/easy walk to public transportation, shops and restaurants. Golden Gate park is 2 blocks away.",,,,,,,,,,0.00,0,,,41.0,,,,1611-053,0,Contact Listing Agent,Datashare San Francisco,,,,00892461,00892461,0.00,,RESIDENTIAL,,4/5/2024,,,,,,,"Please contact LA Edward Romanov at 415/516-8388 for private showings & for more information. One of the Sellers has first right of refusal. Escrow is open w/Old Republic Title Co. (escrow #0216037301). Buyer to sign Disclosure Package & present Pre-Approval letter w/Offer. Legality of living room w/kitchen cabinets, 2 bedrooms, 1 bath & office on the GROUND FLOOR is not warranted. Property to be sold 'AS IS', in its present physical condition, subject to inspections.",San Francisco,Balboa St,214,215,215,,,,,,,,,,,,0.0,,,,2/19/2024,,,Yes,,,,,,4/9/2024,Conventional,7/19/2023 5:00 PM,$855,00892461,7/20/2023,,,892461.0,Full Service,Excl Right,Market Listing,,,,0.0,,,,Owner,2/19/2024,,0,,,,,423757484,,"$1,128,000",,2/19/2024,,,,21,,,,,"$1,128,000",,$855.84,,,,530649612.0,"Rarely available condo with 2 floors of occupancy! FULL TOP FLOOR: Living room with wood-burning fireplace, formal dining room, fully equipped kitchen with breakfast area, extra large master bedroom, 2 more bedrooms and a second full bath. Another part of this unit is about 513 sq. ft. of remodeled habitable space on the GROUND FLOOR with lobby access. Perfect home for 3 generations under one roof. Great also for those who are looking for a home office, more bedrooms, music studio, or to open a Family Day Care, etc. Buyer to verify this unique potential with the City agencies. There are 3 skylights. Vinyl double-pane windows. Deeded 1 car parking. This residence enjoys a great location w/easy walk to public transportation, shops and restaurants. Golden Gate park is 2 blocks away.",,6.0,$855,,100.0,100.0,For Sale,,Appointment Only,,$855.84,Assessor Auto-Fill,Offer As Is,CA,4/5/2024,,Outer Richmond,,No,,,1.0,,,2.0,4/9/2024,Yes,Yes,Yes,Yes,,,,,94121,
SF424013798,SLD,6,556 40th Avenue,,SANFRCISCO,9999,"$1,320,000","$1,400,000",CO,1782.0,3.0,2.0,1.0,,1.0,2000.0,0.068000,"2,964",300,M,"Single Family Alternative w/ Ultimate Easy Living at the Beach! Fabulous + spacious beach retreat atop tree lined st,positioned b/w Established Outer Richmond, Sutro Heights + Seacliff, but w/maximum convenience- JUST 2 blocks to Popular Balboa Village! Start your morning w/ a surf/bike/run/walk to the beach, GG Park, Lands End Trails, museums, golf courses. At night,walk stepsto popular Balboa Village for dinner + a flick at the iconic Balboa Theater- playing cult classics w/beverages (also various resto/parklets/wellness/cafes). Some of the best simple pleasures outside your doorstep, incl Outer Sunset + Clement mins away. Expansive home has newer systems & functionality; simply move right in, w/out all the additional costs to do these upgrades yourself $$.Open floor plan w/ fireplace + sun patio off living spaces. Sun drenched windows in every room.Quiet back bedrooms, both en-suite.Primary Bd has massive closets, spa-like bath featuring dual vanity, jacuzzi + shower. Downstairs enjoy the grand scale family/media room, plus 3rd bedroom.Exclusive backyard!!!! Soak the sun, or take in the fresh coastal air. Secured storage, easygarage parking, in unit w/d. This is for a single family home buyer who wants something newer that they can just move right into. Must see!",,,,,,,,,,0.00,0,,,24.0,,,,1505-046,0,Contact Listing Agent,Datashare San Francisco,,,,01367542,00625769,0.00,,RESIDENTIAL,,4/4/2024,,,,,,,"Please text Ciara Piron at 415.370.1680 regarding questions and showings. Two unit owner occupied bldg.Pre-escrow opened with Karen Tam/ORTC. Buyers to review disclosures and accuracy before submitting an offer.Please use current SFAR purchase contract w/ signed cover sheet, pre-approval letter, or proof of funds. Seller requests deposit be into escrow within 24 hours of ratification.",San Francisco,Anza,6,7,7,,,,,,,,,,,,1.0,,,,3/14/2024,,,Yes,,,,,,4/5/2024,Conventional,3/7/2024 4:00 PM,$740,01494475,3/8/2024,,,625769.0,Full Service,Excl Right,Market Listing,,,,0.0,,,,Vacant,3/14/2024,,0,,,,,424013798,,"$1,320,000",,3/14/2024,,,,64,,,,,"$1,400,000",,$785.63,,,,530741995.0,"Single Family Alternative w/ Ultimate Easy Living at the Beach! Fabulous + spacious beach retreat atop tree lined st,positioned b/w Established Outer Richmond, Sutro Heights + Seacliff, but w/maximum convenience- JUST 2 blocks to Popular Balboa Village! Start your morning w/ a surf/bike/run/walk to the beach, GG Park, Lands End Trails, museums, golf courses. At night,walk stepsto popular Balboa Village for dinner + a flick at the iconic Balboa Theater- playing cult classics w/beverages (also various resto/parklets/wellness/cafes). Some of the best simple pleasures outside your doorstep, incl Outer Sunset + Clement mins away. Expansive home has newer systems & functionality; simply move right in, w/out all the additional costs to do these upgrades yourself $$.Open floor plan w/ fireplace + sun patio off living spaces. Sun drenched windows in every room.Quiet back bedrooms, both en-suite.Primary Bd has massive closets, spa-like bath featuring dual vanity, jacuzzi + shower. Downstairs enjoy the grand scale family/media room, plus 3rd bedroom.Exclusive backyard!!!! Soak the sun, or take in the fresh coastal air. Secured storage, easygarage parking, in unit w/d. This is for a single family home buyer who wants something newer that they can just move right into. Must see!",,,$785,,106.0,106.0,For Sale,,Call Showing Contact,,$785.63,Graphic Artist,,CA,4/4/2024,,Outer Richmond,,No,,,1.0,,,2.0,4/5/2024,Yes,No,No,Yes,,,,,94121,
41052499,SLD,0,444 33Rd Ave,,SANFRCISCO,9999,"$1,900,000","$1,900,000",DE,2995.0,5.0,2.0,0.0,Y,1.0,1939.0,0.07,"3,000",,,Tom Tahk - 408-499-6543 - Very nice single family home in San Francisco area.,,,,,,,,,,,,,,85.0,No,,No,1464 -015,0,,BAY EAST,,,,01481286,02126094,,No,RESIDENTIAL,,4/1/2024,,,,,,,"For Reports and Disclosures, please request via email, realtor.tahk@gmail.com.",San Francisco,Geary Blvd,0,0,0,Geary Blvd/33 RD,,RICHMOND,,,,,,,,6075.0,1.0,,,,3/12/2024,,,No,,,,,,4/2/2024,Conventional,3/12/2024 1:46 PM,$634,2157587,3/12/2024,,,1522864.0,Full Service,Excl Right,Market Listing,,,,2.0,Yes,,,Owner,3/12/2024,,,,,,,41052499,,"$2,000,000",,3/12/2024,,,,28,No,No,,"$2,000,000","$1,900,000",4/2/2024,$634.39,,,No,,Very nice single family home in San Francisco area.,,11.0,$634,LA & BA different company/franchise,100.0,95.0,For Sale,,,,$634.39,Assessor Auto-Fill,,CA,4/2/2024,Two Story,,,No,1464 -015,,1.0,,,,4/2/2024,Yes,Yes,Yes,Yes,,444.0,,33Rd Ave,94121,
SF423926710,SLD,0,861 40th Avenue,,SANFRCISCO,9999,"$1,195,000","$1,100,000",DU,1540.0,3.0,1.0,1.0,,0.0,1924.0,0.068900,"3,000",,,"Classic Barrel Front Outer Richmond Home. This spacious home features a large living room with fireplace, formal dining room with built-in cabinet, kitchen with gas stove and side door to light well and stairs to lower level. There are two bedrooms off the hallway, and a full bath with shower over tub. At the rear of the property, a rear bedroom has been split to create two additional rooms. The lower level includes a social room, half bath and two storage rooms. A large rear yard and one car garage with laundry appliances complete this home. Upgraded double pane windows throughout most of the home. Close to GG Park, Ocean Beach and Balboa Street restaurants and shops. Property is tenant occupied, and sold subject to tenants rights.",,,,,,,,,,0.00,0,,,100.0,,,,1683-012,0,Contact Listing Agent,Datashare San Francisco,,,,01198935,01908304,0.00,,RESIDENTIAL,,1/26/2024,,,,,,,"May be shown during Coming Soon period. Showing by appointment only. Only one tenant of record, using the downstairs rooms primarily (there is no full bath downstairs, only a half-bath). Tenant has subleased upstairs rooms to 3-4 occupants without owner consent. Owner attempted to engage tenant in buyout negotiations, but tenant did not respond. Lease increases from $4,000/mo to $4,800/mo effective January 1, 2024. Owner is replacing roof in January 2024.",San Francisco,Fulton Street,0,1,1,,,,,,,,,,,,1.0,,,,1/18/2024,,,No,,,,,,1/26/2024,Conventional,1/17/2024 4:00 PM,$775,01326401,1/18/2024,,,01908304,Full Service,Excl Right,Market Listing,,,,0.0,,,,Tenant,1/18/2024,,0,,,,,423926710,,"$1,195,000",,1/18/2024,,,,12,,,,,"$1,100,000",,$714.29,,,,530712108.0,"Classic Barrel Front Outer Richmond Home. This spacious home features a large living room with fireplace, formal dining room with built-in cabinet, kitchen with gas stove and side door to light well and stairs to lower level. There are two bedrooms off the hallway, and a full bath with shower over tub. At the rear of the property, a rear bedroom has been split to create two additional rooms. The lower level includes a social room, half bath and two storage rooms. A large rear yard and one car garage with laundry appliances complete this home. Upgraded double pane windows throughout most of the home. Close to GG Park, Ocean Beach and Balboa Street restaurants and shops. Property is tenant occupied, and sold subject to tenants rights.",,7.0,$714,,92.0,92.0,For Sale,,24 Hour Notice,,$714.29,Assessor Auto-Fill,Successor Trustee Sale,CA,1/26/2024,,Outer Richmond,,No,,,1.0,,,,1/27/2024,No,No,No,No,,,,,94121,
ML81954216,SLD,6,797 35th Avenue,,SANFRCISCO,9999,"$3,188,888","$3,400,000",DE,3631.0,5.0,6.0,1.0,Y,2.0,1923.0,0.073000,"3,179",,,,,,,,,,,,,,,,,101.0,,,,1609-013C,0,,Datashare MLSListings,,,,01945343,,,,RESIDENTIAL,,3/15/2024,,,,,,,"Presale escrow opened with ORTC - Christine Lin. Questions, contact Listing Agent Derek Zhang @ 415-699-6191 or Samantha Huang at 415-640-7602. Showing by APT ONLY, please provide as much notice as possible. Disclosures available upon request. Offer date TBA please contact listing agents to confirm. All data and information are deemed to be accurate, but not guaranteed and must be finally verified by buyers or buyer's agent.",San Francisco,Cabrillo Street,6,7,7,,,,San Francisco Unified,,,,,,797 35th AVE,6075.0,3.0,,,,2/20/2024,,San Francisco Unified,No,,,,,,3/15/2024,Cash,2/13/2024 4:40 PM,$878,01511521,2/14/2024,derek.zhang@corcoranicon.com,,,Limited Service,,Market Listing,,,,,,,,Vacant,2/20/2024,,,,,,,,,"$3,188,888",,2/20/2024,,,Private,68,,No,,,"$3,400,000",,$936.38,Derek Zhang or Samantha Huang,415-999-6191,,81954216.0,"A one-of-a-kind home in Outer Richmond, meticulously designed, exquisite down to the studs renovation of a classic Edwardian home, no expenses were spared when renovating this 5BR/6.5BA masterpiece! The stairwell leading to the top floor is striking, with soaring ceiling, show-stopping chandelier, and two large skylights, featuring 3 BR on the top level, all En-suite rooms with bath! 4th En-suite on the lower level near the spacious entertainment room, an office, exercise room. Throughout the home, features large windows, showcasing sweeping Golden Gate Park views. Top of the line appliances and fixtures, hardwood floors throughout and custom blinds and drapes. Oversized 2 car detached garage, large room with En-suite bathroom behind the garage, perfect guest space or Au-Pair room. Prime location one block from Golden Gate Park, a quick walk to Balboa Street movies, shops and restaurants, close to Ocean Beach, Lincoln Park Golf Course and easily accesses the Muni, Frwy 101 & 280.",,,$936,,,,For Sale,,Call Listing Agent,,$936.38,,,CA,3/15/2024,Three or More Stories,,,,,,,,,,3/19/2024,Yes,Yes,Yes,Yes,,,,,94121,RH2
41023238,SLD,53,5624 Fulton St,,SANFRCISCO,9999,"$1,650,000","$1,430,000",DE,1635.0,3.0,2.0,,Y,2.0,1927.0,0.066000,"2,874",,,"Sana Wen - 650-759-6109 - Unique Spanish style home right next to Golden Gate Park and Spreckels Lake. Nice living room faces to the park and receives morning sun. Beautiful formal dinning room has natual lights from both front and side windows. Cute breafast room next to Kitchen. Two good size bedrooms in the back with view of backyard. A large and bright 1bd/1ba penthouse on the top. Two car garage with extra space and high ceiling. Great in-law potential! Walking distance to Ocean Beach. Five-minute drive to Region of Honor. With some work, you will turn this unique house into your dream home! RH-2 zoning district.",,,,,,,,,,,,,,96.0,,,,1675-002J,0,,Bridge AOR,,,,01967444,02006681,,Yes,RESIDENTIAL,,6/14/2023,,1996152.0,,,,,Trust sale. Owner died in the hospital at her age of 100.,San Francisco,33rd,53,53,53,33rd to Fulton,,CENTRAL RICHMOND,,,,,,,,6075.0,1.0,,,,5/27/2023,,,No,,,,,,6/14/2023,Cash,4/4/2023 10:41 AM,"$1,009",01177424,4/4/2023,,,777442.0,Full Service,Excl Right,Market Listing,,,,1.0,No,,,Vacant,5/27/2023,,yes,,,,,41023238,,"$1,899,000",,5/27/2023,,,,1,No,No,,"$1,899,000","$1,430,000",6/14/2023,$874.62,,,Yes,,"Unique Spanish style home right next to Golden Gate Park and Spreckels Lake. Nice living room faces to the park and receives morning sun. Beautiful formal dinning room has natual lights from both front and side windows. Cute breafast room next to Kitchen. Two good size bedrooms in the back with view of backyard. A large and bright 1bd/1ba penthouse on the top. Two car garage with extra space and high ceiling. Great in-law potential! Walking distance to Ocean Beach. Five-minute drive to Region of Honor. With some work, you will turn this unique house into your dream home! RH-2 zoning district.",,6.0,$875,LA & BA different company/franchise,87.0,75.0,For Sale,,Call listing agent,,$874.62,Public Records,Successor Trustee Sale,CA,6/14/2023,Two Story,,,No,,,2.0,,,,7/9/2023,Yes,Yes,Yes,Yes,,5624.0,,Fulton St,94121,
ML81926910,SLD,6,751 38th Avenue,,SANFRCISCO,9999,"$1,999,000","$2,300,000",DE,2111.0,3.0,3.0,1.0,Y,1.0,1924.0,0.0709,"3,088",,,,,,,,,,,,,,,,,99.0,,,,1606-011,0,,Datashare MLSListings,www.751-38thave.com,,,1499868.0,,,,RESIDENTIAL,,6/8/2023,,,,,,,"Pre-Escrow open with Kathie Ng, Doma. You can find the disclsoures.io link below. For questions or showings, call or text Josh 415-812-2149 or 669-238-8698. Supra Box on Site. Listing Agent is related to Sellers.",San Francisco,Balboa,6,6,6,,,,San Francisco Unified,,,,,,751 38th AVE,6075.0,,,,,5/9/2023,,San Francisco Unified,No,,,,,,6/9/2023,Cash,5/3/2023 11:55 AM,$946,2078177.0,5/3/2023,josh@gdcommercial.com,,,,Excl Right,Market Listing,,,,,,,,Vacant,5/9/2023,,,,,,,,,"$1,999,000",,5/9/2023,,,Public,56,,,,,"$2,300,000",,"$1,089.53",,,,81926910.0,"Newly remodeled Richmond abode situated between Balboa St. and Lincoln Park. This spectacular home features a newly constructed open dining room and living room as well as a kitchen fitted with Viking appliances, spacious counters, a pantry, and an oversized island. The top floor has numerous skylights and windows to allow an abundance of natural light in every room. It also features a primary ensuite with floor to ceiling closets and a generous bathroom with a soaking tub, large shower, and dual vanities as well as another bedroom and 2nd full bath. The lower level has a comfortable family room, wet bar, guest ensuite, a full bath perfect for in-laws, and a single-car garage. The exterior features a stunning designer landscaped yard with a newly heightened fence for privacy as well as a newly constructed wood deck with a faux lawn. This gorgeous dwelling is centrally located in the Outer Richmond District making it just a short walk to Cabrillo Park, and a plethora of restaurants.",,,"$1,089",,,,For Sale,,,,"$1,089.53",,,CA,6/8/2023,One Story,,,,,,,,,,6/10/2023,Yes,Yes,Yes,Yes,,,,,94121,RH2
SF423722723,SLD,59,481 36th Avenue,,SANFRCISCO,9999,"$3,480,000","$3,300,000",DE,3396.0,4.0,5.0,1.0,,0.0,1918.0,0.0619,"2,696",,,"Exquisite down to the studs renovation of a classic home located in the Shoreview neighborhood! No expenses were spared in this 4BR/5.5BA masterpiece! The main level features an open floor plan, large living room with fireplace, gourmet kitchen with custom cabinets, large center island, and top of the line appliances, dining room, powder room, a picturesque window overlooking the enchanting backyard, and an exit to a deck. Upstairs consists of three bedrooms including a primary bedroom suite with walk-in closet and lavish bath. The other bedrooms all have their own unique baths and custom closets. The lower level has an entertainment / game room, and the fourth bedroom with its own bath, den/office that can be used as the 5th BR, and another full bathroom. Other amenities include a one-car garage with EV charger, beautiful landscaping, radiant floors, CAT6 cables, built in ceiling speakers, and much much more! Details throughout, must see to appreciate!",,,,,,,,,,0.00,0,,,105.0,,,,1469-004,0,Contact Listing Agent,Datashare San Francisco,,,,2115618.0,1507615.0,0.0,,RESIDENTIAL,,6/1/2023,,,,,,,,San Francisco,Shore View,59,60,60,,,,,,,,,,,,1.0,,,,5/1/2023,,,No,,,,,,6/2/2023,Conventional,3/2/2023 4:00 PM,"$1,024",965312.0,3/3/2023,,,625769.0,Full Service,Excl Right,Market Listing,,,,0.0,,,,Vacant,5/1/2023,,0,,,,,423722723,,"$3,480,000",,5/1/2023,,,,1,,,,,"$3,300,000",,$971.73,John Lee,415-465-0505,,530582224.0,"Exquisite down to the studs renovation of a classic home located in the Shoreview neighborhood! No expenses were spared in this 4BR/5.5BA masterpiece! The main level features an open floor plan, large living room with fireplace, gourmet kitchen with custom cabinets, large center island, and top of the line appliances, dining room, powder room, a picturesque window overlooking the enchanting backyard, and an exit to a deck. Upstairs consists of three bedrooms including a primary bedroom suite with walk-in closet and lavish bath. The other bedrooms all have their own unique baths and custom closets. The lower level has an entertainment / game room, and the fourth bedroom with its own bath, den/office that can be used as the 5th BR, and another full bathroom. Other amenities include a one-car garage with EV charger, beautiful landscaping, radiant floors, CAT6 cables, built in ceiling speakers, and much much more! Details throughout, must see to appreciate!",,9.0,$971,,94.0,94.0,For Sale,,Call Showing Contact,,$971.73,Other,,CA,6/1/2023,Three or More Stories,Outer Richmond,,No,,,1.0,https://my.matterport.com,,,6/2/2023,Yes,Yes,Yes,Yes,,,,,94121,
SF423916102,SLD,59,648 40th Avenue,,SANFRCISCO,9999,"$1,195,000","$1,180,000",CO,1574.0,3.0,2.0,0.0,,0.0,1903.0,0.0689,"3,000",150,M,"This delightful 3-Bedroom 2-Bath Condominium offers the perfect blend of comfort, style, and convenience. One of only 2 units in a lovely boutique (circa 1903) building, this home is gracious in size, move-in ready and checks all of the boxes! Floor plan with great flow and wide plank engineered Oak floors throughout. Open and airy living room, adjoining formal dining room and remodeled kitchen with beautiful finishes and stainless steel appliances. All 3 Bedrooms are ample in size and include great closet space. En-suite Master bedroom and second bedroom/den have direct access to a nicely landscaped shared back garden. Private additional outdoor space is adjacent to living room. Full size front loading washer/dryer within the home and 1 car side-by-side garage parking + storage space is included. Low HOA dues @ $150/month. Outdoor enthusiasts will love the close proximity to Ocean Beach, Golden Gate Park and Lands End trails. Convenient shopping nearby including markets, cafes, and trendy restaurants. Welcome Home!",,,,,,,,,,0.00,0,,,121.0,,,,1582-034A,0,Contact Listing Agent,Datashare San Francisco,,,,02215235,02014153,0.00,,RESIDENTIAL,,1/5/2024,1941884.0,,,,,,"Price improvement! Recent condo conversion. New APN for this unit is forthcoming (currently shows as #646). Great amount of space, 3 real bedrooms, 2 baths and 2 private outdoor spaces with additional shared garden. Tremendous value at this price. Show & Sell.",San Francisco,Balboa,59,60,60,,,,,,,,,,,,0.0,,,,12/11/2023,,,Yes,,,,,,,Conventional,10/12/2023 5:00 PM,$759,01351864,10/13/2023,,,00625769,Full Service,Excl Right,Market Listing,,,,0.0,,,,Vacant,12/11/2023,,0,,,,,423916102,,"$1,250,000",,12/11/2023,,,,31,,,,,"$1,180,000",,$749.68,,,,530691433.0,"This delightful 3-Bedroom 2-Bath Condominium offers the perfect blend of comfort, style, and convenience. One of only 2 units in a lovely boutique (circa 1903) building, this home is gracious in size, move-in ready and checks all of the boxes! Floor plan with great flow and wide plank engineered Oak floors throughout. Open and airy living room, adjoining formal dining room and remodeled kitchen with beautiful finishes and stainless steel appliances. All 3 Bedrooms are ample in size and include great closet space. En-suite Master bedroom and second bedroom/den have direct access to a nicely landscaped shared back garden. Private additional outdoor space is adjacent to living room. Full size front loading washer/dryer within the home and 1 car side-by-side garage parking + storage space is included. Low HOA dues @ $150/month. Outdoor enthusiasts will love the close proximity to Ocean Beach, Golden Gate Park and Lands End trails. Convenient shopping nearby including markets, cafes, and trendy restaurants. Welcome Home!",,,$749,,98.0,94.0,For Sale,,Appointment Only,,$749.68,Appraisal,,CA,1/5/2024,,Outer Richmond,,No,,,1.0,,,2.0,1/25/2024,Yes,Yes,Yes,Yes,,,,,94121,
SF423912642,SLD,33,646 40th Avenue,,SANFRCISCO,9999,"$1,395,000","$1,322,202",CO,1535.0,3.0,2.0,0.0,,0.0,1903.0,0.0689,"3,000",150,M,"Remodeled top floor 3 bed, 2 bath, Ocean, Twin Peaks, and Sutro Tower view condo. Views from both sides. Tons of natural light. Private deck. Shared yard. Parking. Engineered Hardwood floors. Fireplace (Decorative). Remodeled kitchen with Stainless appliances. Breakfast nook. En-suite primary bedroom/bathroom with access to deck. Side by side parking for one car, and additional storage. Walk to Balboa Village shops and restaurants, Ocean Beach, Lands End, Golden Gate Park, and enjoy living in one of the Coolest neighborhoods in the world.",,,,,,,,,,0.00,0,,,121.0,,,,1582-034A,0,Contact Listing Agent,Datashare San Francisco,,,,01350213,00625769,0.00,,RESIDENTIAL,,1/5/2024,,,,,,,"Contact Alex for Open House Schedule. Easy to show, just text me and we'll get you in. Alex: 415-254-5351. Disclosure package available. Offer date, tbd.",San Francisco,Balboa,33,34,34,,,,,,,,,,,,0.0,,,,12/12/2023,,,Yes,,,,,,,,11/8/2023 4:00 PM,$908,01339386,11/9/2023,,,01834648,Full Service,Excl Right,Market Listing,,,,0.0,,,,Owner,12/12/2023,,0,,,,,423912642,,"$1,395,000",,12/12/2023,,,,41,,,,,"$1,322,202",,$861.37,,,,530690826.0,"Remodeled top floor 3 bed, 2 bath, Ocean, Twin Peaks, and Sutro Tower view condo. Views from both sides. Tons of natural light. Private deck. Shared yard. Parking. Engineered Hardwood floors. Fireplace (Decorative). Remodeled kitchen with Stainless appliances. Breakfast nook. En-suite primary bedroom/bathroom with access to deck. Side by side parking for one car, and additional storage. Walk to Balboa Village shops and restaurants, Ocean Beach, Lands End, Golden Gate Park, and enjoy living in one of the Coolest neighborhoods in the world.",,,$861,,94.0,94.0,For Sale,,24 Hour Notice,,$861.37,Owner,,CA,1/5/2024,,Outer Richmond,,No,,,1.0,https://thefrontsteps.com/646-40thAve,,2.0,1/25/2024,Yes,Yes,Yes,Yes,,,,,94121,
