MLS No,Status,DOM,Address,Unit,City,Area,LP,SP,BT,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,Acres,Lot SqFt,HOA Fee,Freq,3rd Party Synd. Remarks,ADU Baths Full,ADU Baths Partial,ADU Bedrooms,ADU Building Type,ADU Description,ADU Kitchen,ADU Main Entry Floor,ADU Meter,ADU Occupied,ADU Rents For,ADU Sq. Ft.,ADU SqFt Source,ADU Y/N,Age,Agent Has Ownership,Agent Hit Count,Agent Related to Principal,Assessors Parcel No,Associated Document Count,Available to Show,Board ID,Branded Media Link,Branded Media Link 2,Builder/Architect,Buyer Agent DRE Num.,Buyer Broker DRE Number,Census Tract,City Transfer Tax,Class,Client Hit Count,Closing Date,Co Buy Agent DRE Num.,Co List Agent DRE Num.,Co-List Agent email,Co-List Agent Fax,Complex Name,Concessions at COE,Confidential Remarks,County,Cross Street,Cumulative DOM,Cumulative DOMLS,Days On MLS,Directions to Property,Disclosures Link,Dist/Nbrhood/Sub,Elementary School Distric,Entry Agent First Name,Entry Agent ID,Entry Agent Last Name,Entry Agent License ID,Expire Date,Filtered Address,FIPS Code,Fireplaces,Floor Unit is on,Foreclosure Status,Gate Code,General Date,Geocode Quality,High School District,HOA,HOA Management Companies,HOA Name,HOA Name (Other),HOA Phone,Homesnap Appt. Scheduling,Hotsheet Date,How Sold,Input Date,List $/SqFt,List Agent DRE Num.,List Date,Listing Agt email,Listing Agt Fax,Listing Broker DRE Number,Listing Service,Listing Type,Listing Visibility Type,Lockbox Location,Model,New Subdivision,Number of offers,Occpnt Req 24 Hr Notice,Occupant Name,Occupant Phone,Occupied By,Off Market Date,Old Complex,Old Concessions,Old Elem,Old High,Old HOA Name,Old Middle,Old MLS #,Old Subdivision,Original Price,Ownership Type,Pending Date,Pending Litigation,Percent Owner Occ,Photo Permission,Picture Count,Point of Sale Ordinance,Pool,Preferred Agent Fax,Previous Price,Price,Price Date,Price Per SQFT,Primary Showing Contact,Primary Showing Phone,Printed Neighborhood Rpt,Property ID,Public Remarks,Radar ID,Rooms Total,Sale $/SqFt,Sale COOP,Sale/Last List $,Sale/Original $,Sale/Rent,Sales Office Info Remarks,Showing Instruction,Showing Schedule Link,Sold Price Per SQFT,Source,Special Information,State,Status Date,Stories,Subdivision (Other),Subdivision Profile Rmks,Supra Box?,Tax ID,TIC % Owner Offered,Total # of Garage and Parking Spaces,Unbranded Media Link,Unbranded Media Link 2,Units in Complex,Update Date,VOW Address,VOW AVM,VOW Comment,VOW Include,WiFi Last,ZIDX Only House #,ZIDX Only Street Dir,ZIDX Only Street Name,Zip,Zoning
41048668,SLD,15,212 Valley St,,SANFRCISCO,9999,"$998,000","$1,100,000",CO,1018.0,2.0,1.0,0.0,Y,1.0,1910.0,0.067000,"2,926",264,M,"Andreas Braun - Off: 925-800-7510 - This is the quintessential San Francisco condo! A charming top floor Edwardian style home featuring 2 bedrooms and 1 full bathroom. A private entrance leads you upstairs to an open space kitchen with stainless steel dishwasher and appliances, countertop bar, formal dining area and a large walk-in pantry. Relax and enjoy the warm, inviting living room complimented by a period fireplace and bright bay windows boasting views of Bernal Hill and St. Paul’s Church. Dramatic high ceilings, newly finished hardwood floors and period details combined with a refreshed kitchen and bathroom seamlessly bring together old-world charm and modern conveniences. Pet friendly with one deeded parking space in the shared garage, a deeded downstairs laundry room and communal backyard round out the amenities of this beautiful space. Located in the heart of Noe Valley, this sought-after neighborhood pairs quiet residential living with nearby dining, shopping, and entertainment.  Quick and easy access to freeways and public transportation with a walkability score of  95!  Come see what San Francisco dreams are made of!",,,,,,,,,,,,,No,114.0,No,,No,6614 -046,0,,BAY EAST,,,,01343559,01343559,,Yes,RESIDENTIAL,,4/12/2024,,02063362,,,,,Garage door key pad is on the door jam of unit 210. Please call agent for lock box code if having problems with Supra box  Packet available at:  https://app.disclosures.io/link/212-Valley-Street-qkiyol7m  Pre-escrow with Debbie Young and Chicago Title: FWAC-5852302125  Please submit all offers via Homelight after reading instructions and call both agents prior to submitting.,San Francisco,Church Street,15,43,43,Sanchez left on Valley Street,,NOE VALLEY,,,,,,,,6075.0,1.0,3,,,3/12/2024,,,Yes,,CALL LISTING AGENT,,415-902-0581,,4/12/2024,Conventional,1/29/2024 3:19 PM,$980,02224561,2/26/2024,,,2027353.0,Full Service,Excl Right,Market Listing,Call agent,,,1.0,No,,,Vacant,3/12/2024,,none,,,,,41048668,,"$998,000",,3/12/2024,No,0.0,,18,No,No,,"$998,000","$1,100,000",4/12/2024,"$1,080.55",,,No,,"This is the quintessential San Francisco condo! A charming top floor Edwardian style home featuring 2 bedrooms and 1 full bathroom. A private entrance leads you upstairs to an open space kitchen with stainless steel dishwasher and appliances, countertop bar, formal dining area and a large walk-in pantry. Relax and enjoy the warm, inviting living room complimented by a period fireplace and bright bay windows boasting views of Bernal Hill and St. Paul’s Church. Dramatic high ceilings, newly finished hardwood floors and period details combined with a refreshed kitchen and bathroom seamlessly bring together old-world charm and modern conveniences. Pet friendly with one deeded parking space in the shared garage, a deeded downstairs laundry room and communal backyard round out the amenities of this beautiful space. Located in the heart of Noe Valley, this sought-after neighborhood pairs quiet residential living with nearby dining, shopping, and entertainment.  Quick and easy access to freeways and public transportation with a walkability score of  95!  Come see what San Francisco dreams are made of! ",,5.0,"$1,081",LA & BA different company/franchise,110.0,110.0,For Sale,,Call agent for lock box location and showing instructions,,"$1,080.55",Public Records,,CA,4/12/2024,Two Story,,,Yes,6614 -046,,1.0,,,3.0,4/13/2024,Yes,Yes,Yes,Yes,,212.0,,Valley St,94131,
SF424014046,SLD,14,11 Eugenia Avenue,,SANFRCISCO,9999,"$1,595,000","$1,750,000",DE,1626.0,3.0,2.0,1.0,,1.0,1900.0,0.057300,"2,495",,,"Grand Victorian-style home w/elegant period details, stylish lighting & beautifully refinished softwood floors. Ideally situated near Cortland, Mission St. & Church St eateries, shopping, park, public trans & corp shuttles within 1-2 blocks - 96 Walk Score! Soaring ceilings, tall windows & skylights. Spacious 3BR/2.5BA floor plan is perfectly laid out on 2 levels. Upstairs is a fabulous open entertaining space, bath & deluxe primary bedroom suite. Sunny living room w/bay windows, graceful decorative FP & rich period details. Large, open DR. Bright, airy kitchen w/lofted sky-lit ceiling & greenhouse window. New quartz countertops, stainless steel appliances & ample glass-front cabinetry. Spacious primary suite w/walk-in closet & newly remodeled sky-lit BA w/sleek vanity, elegant marble tile & over-sized shower. Down the elegant staircase, you will find a cozy family room, 2 more bedrooms & a private home office w/built-in cabinetry. A 2nd remodeled full BA also boasts rich, contemporary finishes including a floating vanity & glass enclosed shower. Host family and friends for bbqs in the fabulous yard & enjoy the peaceful, mature garden w/lemon tree - your perfect urban oasis! 1 car garage w/internal access, laundry area + storage. Newly painted, newer roof! EZ freeway acces",,,,,,,,,,0.00,0,,,124.0,,,,5642-017,0,Contact Listing Agent,Datashare San Francisco,,,,02092115,00625769,0.00,,RESIDENTIAL,,4/15/2024,1862279.0,,,,,,3R says single family home. Was converted from a duplex by a previous owner.,San Francisco,Mission/Coleridg,14,15,15,,,,,,,,,,,,1.0,,,,3/27/2024,,,No,,,,,,4/16/2024,,3/12/2024 5:00 PM,$980,01425571,3/13/2024,,,818204.0,Full Service,Excl Right,Market Listing,no lockbox,,,0.0,,,,Vacant,3/27/2024,,0,,,,,424014046,,"$1,595,000",,3/27/2024,,,,54,,,,,"$1,750,000",,"$1,076.26",,,,530742326.0,"Grand Victorian-style home w/elegant period details, stylish lighting & beautifully refinished softwood floors. Ideally situated near Cortland, Mission St. & Church St eateries, shopping, park, public trans & corp shuttles within 1-2 blocks - 96 Walk Score! Soaring ceilings, tall windows & skylights. Spacious 3BR/2.5BA floor plan is perfectly laid out on 2 levels. Upstairs is a fabulous open entertaining space, bath & deluxe primary bedroom suite. Sunny living room w/bay windows, graceful decorative FP & rich period details. Large, open DR. Bright, airy kitchen w/lofted sky-lit ceiling & greenhouse window. New quartz countertops, stainless steel appliances & ample glass-front cabinetry. Spacious primary suite w/walk-in closet & newly remodeled sky-lit BA w/sleek vanity, elegant marble tile & over-sized shower. Down the elegant staircase, you will find a cozy family room, 2 more bedrooms & a private home office w/built-in cabinetry. A 2nd remodeled full BA also boasts rich, contemporary finishes including a floating vanity & glass enclosed shower. Host family and friends for bbqs in the fabulous yard & enjoy the peaceful, mature garden w/lemon tree - your perfect urban oasis! 1 car garage w/internal access, laundry area + storage. Newly painted, newer roof! EZ freeway acces",,8.0,"$1,076",,109.0,109.0,For Sale,,Appointment Only,,"$1,076.26",Appraisal,,CA,4/15/2024,Two Story,Bernal Heights,,No,,,1.0,,,,4/16/2024,Yes,Yes,Yes,Yes,,,,,94110,
SF424013293,SLD,13,1331 Dolores Street,,SANFRCISCO,9999,"$2,095,000","$2,200,000",DE,1596.0,3.0,2.0,0.0,,0.0,1900.0,0.0688,"2,996",,,"Discover the charm of Noe Valley in this 3-bed, 2-bath Victorian home with a flexible bonus room. Built in 1900 and spanning 1,596 sq ft, the main level features an open living/dining area with abundant natural light through the bay windows, a kitchen equipped with stainless steel appliances. All three bedrooms and one bathroom are conveniently located on the same level, enhancing the home's flow and functionality. The lower level features a versatile bonus room with a bathroom, perfect for au pair or guests, or used as an office, gym or yoga studio. The recently landscaped backyard is perfect for relaxing or entertaining. With a Walkscore of 96, enjoy proximity to 24th Street's vibrant scene, and easy commuting via the J line, BART and 280/101 freeways from the 1-car garage. Nearby conveniences like Whole Foods and SF Gourmet Boutique make daily needs a breeze. Experience a blend of classic charm, contemporary convenience, and a coveted location.",,,,,,,,,,0.00,0,,,124.0,,,,6567-023,0,Contact Listing Agent,Datashare San Francisco,,,,01257759,01834648,0.00,,RESIDENTIAL,,4/3/2024,,2057277.0,,,,,,San Francisco,cesar chavez,13,14,14,,,,,,,,,,,,2.0,,,,3/20/2024,,,No,,,,,,4/4/2024,Conventional,3/6/2024 4:00 PM,"$1,312",1862279,3/7/2024,,,625769.0,Full Service,Excl Right,Market Listing,,,,0.0,,,,Vacant,3/20/2024,,0,,,,,424013293,,"$2,095,000",,3/20/2024,,,,70,,,,,"$2,200,000",,"$1,378.45",,,,530741724.0,"Discover the charm of Noe Valley in this 3-bed, 2-bath Victorian home with a flexible bonus room. Built in 1900 and spanning 1,596 sq ft, the main level features an open living/dining area with abundant natural light through the bay windows, a kitchen equipped with stainless steel appliances. All three bedrooms and one bathroom are conveniently located on the same level, enhancing the home's flow and functionality. The lower level features a versatile bonus room with a bathroom, perfect for au pair or guests, or used as an office, gym or yoga studio. The recently landscaped backyard is perfect for relaxing or entertaining. With a Walkscore of 96, enjoy proximity to 24th Street's vibrant scene, and easy commuting via the J line, BART and 280/101 freeways from the 1-car garage. Nearby conveniences like Whole Foods and SF Gourmet Boutique make daily needs a breeze. Experience a blend of classic charm, contemporary convenience, and a coveted location.",,,"$1,378",,105.0,105.0,For Sale,,Appointment Only,,"$1,378.45",Graphic Artist,,CA,4/3/2024,,Noe Valley,,No,,,1.0,https://ruthkrishnan.com/property-listings/1331-dolores-st-noe-valley/,,,4/4/2024,Yes,No,No,Yes,,,,,94110,
SF424014762,SLD,9,3846 25th Street,,SANFRCISCO,9999,"$6,495,000","$6,375,000",DE,0.0,4.0,3.0,1.0,,0.0,1905.0,0.0667,"2,907",,,"Welcome to 3846 25th Street, where timeless elegance meets contemporary sophistication. This meticulously crafted residence has been completely re-built and reimagined, resulting in a bespoke sanctuary. Step through the restored Victorian facade into a world of refined living. The lush garden beckons a meticulously planned outdoor haven where every detail has been considered. The heart of this home lies in its sophisticated kitchen, copious storage seamlessly blends with top-of-the-line Thermador appliances. Bi-fold doors lead to a walkout deck, creating a seamless indoor-outdoor flow. Ascend the architectural staircase to discover the upper levels. Three ample-sized bedrooms await including primary suite boasts two walk-in closets and a luxurious bathroom. Skylights illuminate the 4th level, an inspiring space for an office, gym, or kids play area. The lower level is a haven for relaxation - a media room w/wet bar invites cozy movie nights. The second primary bedroom opens directly to the garden - a grand bathroom, walk-in closet, & separate office complete this level of luxury. Elevate your experience with radiant heat, split air conditioners, smart blinds and lighting, custom millwork, outfitted closets, water filtration system, solar panels, EV charger and a one-car garage.",,,,,,,,,,0.00,0,,,119.0,,,,6535-016,0,Contact Listing Agent,Datashare San Francisco,,,,01395837,01407690,0.00,,RESIDENTIAL,,4/4/2024,,,,,,,,San Francisco,Dolores,9,10,10,,,,,,,,,,,,0.0,,,,3/22/2024,,,No,,,,,,4/4/2024,Cash,3/12/2024 5:00 PM,,1257759,3/13/2024,,,1834648.0,Full Service,Excl Right,Market Listing,,,,0.0,,,,Vacant,3/22/2024,,0,,,,,424014762,,"$6,495,000",,3/22/2024,,,,70,,,,,"$6,375,000",,,,,,530743025.0,"Welcome to 3846 25th Street, where timeless elegance meets contemporary sophistication. This meticulously crafted residence has been completely re-built and reimagined, resulting in a bespoke sanctuary. Step through the restored Victorian facade into a world of refined living. The lush garden beckons a meticulously planned outdoor haven where every detail has been considered. The heart of this home lies in its sophisticated kitchen, copious storage seamlessly blends with top-of-the-line Thermador appliances. Bi-fold doors lead to a walkout deck, creating a seamless indoor-outdoor flow. Ascend the architectural staircase to discover the upper levels. Three ample-sized bedrooms await including primary suite boasts two walk-in closets and a luxurious bathroom. Skylights illuminate the 4th level, an inspiring space for an office, gym, or kids play area. The lower level is a haven for relaxation - a media room w/wet bar invites cozy movie nights. The second primary bedroom opens directly to the garden - a grand bathroom, walk-in closet, & separate office complete this level of luxury. Elevate your experience with radiant heat, split air conditioners, smart blinds and lighting, custom millwork, outfitted closets, water filtration system, solar panels, EV charger and a one-car garage.",,,,,98.0,98.0,For Sale,,Appointment Only,,,Not Available,,CA,4/4/2024,,Noe Valley,,No,,,1.0,,,,4/4/2024,Yes,Yes,Yes,Yes,,,,,94114,
SF422689024,SLD,189,1099 Dolores Street,B,SANFRCISCO,9999,"$1,895,000","$1,825,000",CO,1535.0,3.0,2.0,1.0,,0.0,,0.0674,"2,938",498,M,"Featured on the 2022 AIA tour on 9/24! Three unique condominium homes that capture the essence of San Francisco living in the most vibrant and exciting location in the heart of the city, spanning both Noe Valley and Valencia Streets. Beautiful garden unit features an open floor plan with soaring ceilings and floor to ceiling windows that walks out to a private, landscaped yard. Dream kitchen with bespoke cabinetry, generous island with ample space for cooking and entertaining, stone countertops and premium appliances. Living room with sculptural gas fireplace walks directly out to the sunny, private yard. Three bedrooms, all on one level, including luxe Primary suite with huge walk-in closet, spa-like bath with dual sinks, custom vanity and additional storage. Separate powder room. The unit features multi-zone AC, designer finishes and thoughtful details. 1 car private garage. Just steps to world class dining, shopping and culture, the best of San Francisco is at your doorstep.",,,,,,,,,,0.00,0,,,,,,,3648-019,0,Contact Listing Agent,Datashare San Francisco,,,,01402520,01413211,0.00,,RESIDENTIAL,,4/7/2023,,1905944.0,,,,,Plese EMAIL team@realsfproperties.com for showings. Please call or text Danny or Kira with questions. Seller will contribute 25K to buy down buyer's interest rate! First Republic Bank also offering 4.75% with relationship pricing,San Francisco,24th,189,190,190,,,,,,,,,,,,1.0,,,,3/24/2023,,,Yes,,,,,,4/11/2023,Conventional,9/15/2022 5:00 PM,"$1,234",01412912,9/16/2022,,,00818204,Full Service,Excl Right,Market Listing,,,,0.0,,,,Vacant,3/24/2023,,0,,,,,422689024,,"$1,995,000",,3/24/2023,,,,56,,,,,"$1,825,000",,"$1,188.93",,,,530519659.0,"Featured on the 2022 AIA tour on 9/24! Three unique condominium homes that capture the essence of San Francisco living in the most vibrant and exciting location in the heart of the city, spanning both Noe Valley and Valencia Streets. Beautiful garden unit features an open floor plan with soaring ceilings and floor to ceiling windows that walks out to a private, landscaped yard. Dream kitchen with bespoke cabinetry, generous island with ample space for cooking and entertaining, stone countertops and premium appliances. Living room with sculptural gas fireplace walks directly out to the sunny, private yard. Three bedrooms, all on one level, including luxe Primary suite with huge walk-in closet, spa-like bath with dual sinks, custom vanity and additional storage. Separate powder room. The unit features multi-zone AC, designer finishes and thoughtful details. 1 car private garage. Just steps to world class dining, shopping and culture, the best of San Francisco is at your doorstep.",,,"$1,188",,96.0,91.0,For Sale,,Appointment Only,,"$1,188.93",Other,,CA,4/7/2023,,Noe Valley,,No,,,1.0,,,3.0,4/11/2023,Yes,No,No,Yes,,,,,94110,
SF423728079,SLD,12,205 Clipper Street,,SANFRCISCO,9999,"$4,500,000","$4,500,000",DE,3025.0,5.0,4.0,1.0,,0.0,1900.0,0.0654,"2,848",,,"205 Clipper Street is a sunny Noe Valley gem! Renovated and expanded, this Victorian home has a 5-bedroom and 4.5-bathroom layout, with two suites and two family rooms, spanning three levels. The south-facing backyard is a sanctuary with an L-shaped deck, firepit, and low-maintenance lawn - perfect for indoor-outdoor living. The interior blends natural wood elements, clean lines, and colorful tilework to create a warm contemporary feel throughout. High ceilings, great natural light, and a garage with interior access and additional storage are just some of this home's practical and beautiful attributes. Set back from the street and just around the corner from Sanchez slow-corridor, it's an easy stroll to 24th Street's shops and restaurants. Don't miss out!",,,,,,,,,,0.00,0,,,123.0,,,,6553-043,1,Contact Listing Agent,Datashare San Francisco,,,,01413563,01407690,0.00,,RESIDENTIAL,,4/14/2023,,,,,,,Pre-escrow opened with Kallie Castro (kcastro@firstam.com) at First American. Please book showings through Calendly - https://calendly.com/helena7x7/205-clipper-showing-schedule,San Francisco,Sanchez,12,13,13,,,,,,,,,,,,1.0,,,,4/1/2023,,,No,,,,,,4/14/2023,Conventional,3/19/2023 5:00 PM,"$1,487",01472256,3/20/2023,,,00625769,Full Service,Excl Right,Market Listing,,,,0.0,,,,Owner,4/1/2023,,0,,,,,423728079,,"$4,500,000",,4/1/2023,,,,10,,No,,,"$4,500,000",,"$1,487.60",,,,530592182.0,"205 Clipper Street is a sunny Noe Valley gem! Renovated and expanded, this Victorian home has a 5-bedroom and 4.5-bathroom layout, with two suites and two family rooms, spanning three levels. The south-facing backyard is a sanctuary with an L-shaped deck, firepit, and low-maintenance lawn - perfect for indoor-outdoor living. The interior blends natural wood elements, clean lines, and colorful tilework to create a warm contemporary feel throughout. High ceilings, great natural light, and a garage with interior access and additional storage are just some of this home's practical and beautiful attributes. Set back from the street and just around the corner from Sanchez slow-corridor, it's an easy stroll to 24th Street's shops and restaurants. Don't miss out!",,,"$1,487",,100.0,100.0,For Sale,,Appointment Only,,"$1,487.60",Graphic Artist,,CA,4/14/2023,,Noe Valley,,No,,,1.0,https://live7x7-my.sharepoint.com/:v:/p/helena/EdfklDmLiS5CpVjHWe4dZ9EBGM_Z9H8ttp4EZO0NN_25HQ?e=45DF6a,,,4/15/2023,Yes,No,No,Yes,,,,,94114 3818,
SF423728266,SLD,0,1669 Church Street,,SANFRCISCO,9999,"$2,395,000","$2,250,000",CO,0.0,3.0,3.0,1.0,,0.0,1890.0,0.0574,"2,499",250,M,"Modern 2-Level View Condo w/Elevator & 3 Terraces! This upper condo of a two-unit building was designed by Y.A. Studio Architects and rebuilt in 2009. The heart of the home is an open and spacious kitchen, dining, and living area with gas fireplace. An elevator takes you from the garage to this main level, making parking and carrying groceries to your kitchen a breeze! There is a well-appointed powder room and laundry on this main level. Also on this level is a spacious guest suite with a full bathroom and sliding door to a fabulous deck overlooking Bernal Hill and the lights of the downtown skyline. Ascend to the upper level to a wet bar adjacent to a spacious western-facing terrace soaked in the afternoon sun. There is a large linen closet and a second en-suite bedroom on this level. The primary suite opens to a view terrace and also features a stunning bathroom with double sinks, a spa-like shower, and a soaking tub. More features include 5 zone hydronic radiant heat, 5 zone audio system, Monkey Brains internet 200-300Mbps w/Ethernet in every room, solar-ready & electric car charger! Located near great schools, shopping, fine dining, transportation & freeway for easy Downtown &",,,,,,,,,,0.00,0,,,133.0,,,,6618-064,0,Contact Listing Agent,Datashare San Francisco,,,,2143049.0,1834648.0,0.00,,RESIDENTIAL,,5/5/2023,,,,,,,SHOWING OFF MARKET! Please contact Shannon at shannon.hughes@compass.com to make an appointment. The home is owner-occupied and not staged.,San Francisco,Valley & 29th St,0,1,1,,,,,,,,,,,,1.0,,,,4/17/2023,,,Yes,,,,,,5/5/2023,Cash,4/16/2023 5:00 PM,,1886268.0,4/17/2023,,,00625769,Full Service,Excl Right,Market Listing,,,,0.0,,,,Owner,4/17/2023,,0,,,,,423728266,,"$2,395,000",,4/17/2023,,,,55,,,,,"$2,250,000",,,,,,530592420.0,"Modern 2-Level View Condo w/Elevator & 3 Terraces! This upper condo of a two-unit building was designed by Y.A. Studio Architects and rebuilt in 2009. The heart of the home is an open and spacious kitchen, dining, and living area with gas fireplace. An elevator takes you from the garage to this main level, making parking and carrying groceries to your kitchen a breeze! There is a well-appointed powder room and laundry on this main level. Also on this level is a spacious guest suite with a full bathroom and sliding door to a fabulous deck overlooking Bernal Hill and the lights of the downtown skyline. Ascend to the upper level to a wet bar adjacent to a spacious western-facing terrace soaked in the afternoon sun. There is a large linen closet and a second en-suite bedroom on this level. The primary suite opens to a view terrace and also features a stunning bathroom with double sinks, a spa-like shower, and a soaking tub. More features include 5 zone hydronic radiant heat, 5 zone audio system, Monkey Brains internet 200-300Mbps w/Ethernet in every room, solar-ready & electric car charger! Located near great schools, shopping, fine dining, transportation & freeway for easy Downtown & South Bay commute!",,6.0,,,93.0,93.0,For Sale,,Appointment Only,,,,,CA,5/5/2023,,Noe Valley,,No,,,1.0,,,2.0,5/5/2023,No,No,No,No,,,,,94131,
ML81951005,SLD,48,1440 Church Street,,SANFRCISCO,9999,"$1,950,000","$1,750,000",CO,1693.0,4.0,3.0,,Y,1.0,2001.0,0.052100,"2,269","2,977",A,,,,,,,,,,,,,,,23.0,,,,6565-051,0,,Datashare MLSListings,https://vimeo.com/manage/videos/885888146,,,01952347,,,,RESIDENTIAL,,3/8/2024,,,,,,,Easy to show text Gina 650-207-5192 or Jenny 650-658-4151,San Francisco,Caesar Chavez St,48,48,48,,,,San Francisco Unified,,,,,,1440 Church ST,6075.0,1.0,,,,2/26/2024,,San Francisco Unified,Yes,,,1440-1442 Church Street Homeowners Assoc,,,3/10/2024,Conventional,1/9/2024 12:27 PM,"$1,151",01163760,1/9/2024,ginahaggarty@gmail.com,,,,Excl Right,Market Listing,,,,,,,,Call Agent,2/26/2024,,,,,,,,,"$1,950,000",,2/26/2024,,,Public,45,,No,,,"$1,750,000",,"$1,033.67",,,,81951005.0,"Peaceful retreat in Noe Valley boasts a bright and airy two-level condo steps from trendy cafes, shops and restaurants idyllic for SF living. Perfectly located in the heart of Noe Valley, this property showcases abundant space around every corner. Custom details of crown molding, hardwood floors, large windows pair perfectly with the large living room with fireplace adjacent to the dining room and stainless steel appliances in the homes chefs kitchen. The main level has three bedrooms including the primary ensuite with dual sinks, soaking tub, glass shower and walk-in closet. Two additional bedrooms share a graciously sized hall bathroom while laundry is conveniently tucked in a closet completing the main level.The lower level features a large family room/study or additional bedroom with full bathroom, walk-in closet and large glass doors leading to the rear garden. Enjoy luxury indoor/outdoor living with enchanting views from every room.",,,"$1,033",,,,For Sale,,Appointment Only,,"$1,033.67",,,CA,3/10/2024,Two Story,,,,,,,,,,3/11/2024,Yes,Yes,Yes,Yes,,,,,94131,RH-2
SF423916313,SLD,91,3824 24th Street,201,SANFRCISCO,9999,"$1,125,000","$1,044,000",CO,897.0,2.0,2.0,0.0,,0.0,,0.0654,"2,850",984,M,"Unit 201 at 3824 24th is a new construction 2 bedroom home with an exclusive use patio, extending the living space through large sliding glass doors to the peaceful grass area. This exciting new building features one residence per floor offering single level living with ELEVATOR access. Gorgeous open floor plans showcase abundant natural light through large windows. The chef's eat-in kitchen has counter seating at the large quartz island and a suite of Viking appliances, including a 6 burner Range/Oven with pot filler and wine cooler. Bathrooms are well outfitted with Toto ceramics and lighted medicine cabinet mirrors. Giga-speed Cat6a ethernet wiring throughout and a BEC Video Intercom System. Each unit has access to a storage area and secure bicycle room, as well as the panoramic view roof deck, complete with a grill and fridge for entertaining. The site of 3824 24th is extraordinary for the many restaurants, shops and services outside the front door, including Whole Foods nearby. Only 1 block away the Town Square is the neighborhood gathering place for the weekend farmers market, yoga classes and musical performances. With its prime location, refined interiors and thoughtful construction, 3824 24th embodies the essence of City living at its most convenient and enticing.",,,,,,,,,,0.00,0,,,,,,,3651-083,0,Contact Listing Agent,Datashare San Francisco,,,,00962304,00625769,0.00,,RESIDENTIAL,,1/24/2024,,,,,,,"No on-site parking but J Church muni is half a block away, tech busses pick up down the street and most everything you need is within a few blocks.",San Francisco,Vicksburg,91,92,92,,,,,,,,,,,,0.0,,,,1/19/2024,,,Yes,,,,,,1/26/2024,Conventional,10/19/2023 5:00 PM,"$1,254",01413563,10/20/2023,,,01407690,Full Service,Excl Right,Market Listing,on the door handle n,,,0.0,,,,Vacant,1/19/2024,,0,,,,,423916313,,"$1,125,000",,1/19/2024,,,,25,,,,,"$1,044,000",,"$1,163.88",,,,530695337.0,"Unit 201 at 3824 24th is a new construction 2 bedroom home with an exclusive use patio, extending the living space through large sliding glass doors to the peaceful grass area. This exciting new building features one residence per floor offering single level living with ELEVATOR access. Gorgeous open floor plans showcase abundant natural light through large windows. The chef's eat-in kitchen has counter seating at the large quartz island and a suite of Viking appliances, including a 6 burner Range/Oven with pot filler and wine cooler. Bathrooms are well outfitted with Toto ceramics and lighted medicine cabinet mirrors. Giga-speed Cat6a ethernet wiring throughout and a BEC Video Intercom System. Each unit has access to a storage area and secure bicycle room, as well as the panoramic view roof deck, complete with a grill and fridge for entertaining. The site of 3824 24th is extraordinary for the many restaurants, shops and services outside the front door, including Whole Foods nearby. Only 1 block away the Town Square is the neighborhood gathering place for the weekend farmers market, yoga classes and musical performances. With its prime location, refined interiors and thoughtful construction, 3824 24th embodies the essence of City living at its most convenient and enticing.",,,"$1,163",,92.0,92.0,For Sale,,Call Showing Contact,,"$1,163.88",Other,,CA,1/24/2024,,Noe Valley,,No,,,0.0,http://3824twentyfourth.com,,6.0,1/27/2024,Yes,Yes,No,Yes,,,,,94114,
SF423924304,SLD,11,146 27th Street,,SANFRCISCO,9999,"$1,295,000","$1,295,000",CO,1360.0,3.0,1.0,0.0,,0.0,1900.0,0.0652,"2,841",435,M,"Beautiful updated condominium on a flat, walkable block in Noe Valley. This three-bedroom flat lives like a single-family home with its own private entrance and full-floor positioning. Generous formal dining room and living room with gas fireplace are perfect for hosting or relaxing after a long day. Newly installed dual-pane windows throughout the property. The exclusive back deck has stairs that lead down to the shared garden. Easily walk to everything in Noe Valley or the Mission District. Close to public transit and tech shuttles. One car parking with convenient easy in and out access. Don't miss this special home!",,,,,,,,,,0.00,0,,,124.0,,,,6577-064,1,Contact Listing Agent,Datashare San Francisco,,,,01439883,01022642,0.00,,RESIDENTIAL,,1/8/2024,,1987606.0,,,,,Easy to show! Let's sell before end of the year! Call Drew for showing instructions - 415.802.9591.,San Francisco,Dolores St.,11,12,12,South on Dolores St. Left on 27th St.,,,,,,,,,,,0.0,,,,12/12/2023,,,Yes,,,,,,,Conventional,11/30/2023 4:00 PM,$952,01987607,12/1/2023,,,01407690,Full Service,Excl Right,Market Listing,,,,0.0,,,,Vacant,12/12/2023,,0,,,,,423924304,,"$1,295,000",,12/12/2023,,,,27,,,,,"$1,295,000",,$952.21,,,,530708851.0,"Beautiful updated condominium on a flat, walkable block in Noe Valley. This three-bedroom flat lives like a single-family home with its own private entrance and full-floor positioning. Generous formal dining room and living room with gas fireplace are perfect for hosting or relaxing after a long day. Newly installed dual-pane windows throughout the property. The exclusive back deck has stairs that lead down to the shared garden. Easily walk to everything in Noe Valley or the Mission District. Close to public transit and tech shuttles. One car parking with convenient easy in and out access. Don't miss this special home!",,6.0,$952,,100.0,100.0,For Sale,,Call Showing Contact,,$952.21,Graphic Artist,,CA,1/8/2024,,Noe Valley,,No,,,1.0,,,3.0,1/25/2024,Yes,Yes,Yes,Yes,,,,,94110,
