MLS No,Status,DOM,Address,Unit,City,Area,LP,SP,BT,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,Acres,Lot SqFt,HOA Fee,Freq,3rd Party Synd. Remarks,ADU Baths Full,ADU Baths Partial,ADU Bedrooms,ADU Building Type,ADU Description,ADU Kitchen,ADU Main Entry Floor,ADU Meter,ADU Occupied,ADU Rents For,ADU Sq. Ft.,ADU SqFt Source,ADU Y/N,Age,Agent Has Ownership,Agent Hit Count,Agent Related to Principal,Assessors Parcel No,Associated Document Count,Available to Show,Board ID,Branded Media Link,Branded Media Link 2,Builder/Architect,Buyer Agent DRE Num.,Buyer Broker DRE Number,Census Tract,City Transfer Tax,Class,Client Hit Count,Closing Date,Co Buy Agent DRE Num.,Co List Agent DRE Num.,Co-List Agent email,Co-List Agent Fax,Complex Name,Concessions at COE,Confidential Remarks,County,Cross Street,Cumulative DOM,Cumulative DOMLS,Days On MLS,Directions to Property,Disclosures Link,Dist/Nbrhood/Sub,Elementary School Distric,Entry Agent First Name,Entry Agent ID,Entry Agent Last Name,Entry Agent License ID,Expire Date,Filtered Address,FIPS Code,Fireplaces,Floor Unit is on,Foreclosure Status,Gate Code,General Date,Geocode Quality,High School District,HOA,HOA Management Companies,HOA Name,HOA Name (Other),HOA Phone,Homesnap Appt. Scheduling,Hotsheet Date,How Sold,Input Date,List $/SqFt,List Agent DRE Num.,List Date,Listing Agt email,Listing Agt Fax,Listing Broker DRE Number,Listing Service,Listing Type,Listing Visibility Type,Lockbox Location,Model,New Subdivision,Number of offers,Occpnt Req 24 Hr Notice,Occupant Name,Occupant Phone,Occupied By,Off Market Date,Old Complex,Old Concessions,Old Elem,Old High,Old HOA Name,Old Middle,Old MLS #,Old Subdivision,Original Price,Ownership Type,Pending Date,Pending Litigation,Percent Owner Occ,Photo Permission,Picture Count,Point of Sale Ordinance,Pool,Preferred Agent Fax,Previous Price,Price,Price Date,Price Per SQFT,Primary Showing Contact,Primary Showing Phone,Printed Neighborhood Rpt,Property ID,Public Remarks,Radar ID,Rooms Total,Sale $/SqFt,Sale COOP,Sale/Last List $,Sale/Original $,Sale/Rent,Sales Office Info Remarks,Showing Instruction,Showing Schedule Link,Sold Price Per SQFT,Source,Special Information,State,Status Date,Stories,Subdivision (Other),Subdivision Profile Rmks,Supra Box?,Tax ID,TIC % Owner Offered,Total # of Garage and Parking Spaces,Unbranded Media Link,Unbranded Media Link 2,Units in Complex,Update Date,VOW Address,VOW AVM,VOW Comment,VOW Include,WiFi Last,ZIDX Only House #,ZIDX Only Street Dir,ZIDX Only Street Name,Zip,Zoning
SF424009044,SLD,6,78 Wilder Street,,SANFRCISCO,9999,"$1,095,000","$1,203,000",CO,1303.0,3.0,2.0,0.0,,0.0,1997.0,0.054200,"2,363",427,M,"Welcome to 78 Wilder Street, a sun-filled 3-bedroom, 2-bathroom condo located in the heart of Glen Park village. This top floor residence offers a modern and convenient lifestyle with a secure entrance through a gated entryway. As you enter, you'll be greeted by an open and inviting living space with a vaulted ceiling, allowing natural light to illuminate the interior. The open kitchen has been tastefully remodeled and seamlessly flows into the living room, creating a perfect space for entertaining. The primary bedroom features an en-suite bathroom while the two additional bedrooms share a Jack and Jill bathroom for added convenience & privacy. Additional features include a 1-car parking garage with extra storage, wide-plank walnut floors, radiant floor heating, tankless water heater, in-unit w/d and a private side deck. This location is a commuter's delight with close proximity to the BART station, convenient freeway access and a stone throw from Canyon market and other locals favorites.",,,,,,,,,,0.00,0,,,27.0,,,,6742-043,0,Contact Listing Agent,Datashare San Francisco,,,,01215003,01908304,0.00,,RESIDENTIAL,,4/12/2024,,,,,,,,San Francisco,Diamond,6,7,7,,,,,,,,,,,,1.0,,,,3/20/2024,,,Yes,,,,,,4/13/2024,Cash,3/13/2024 5:00 PM,$840,01895115,3/14/2024,,,625769.0,Full Service,Excl Right,Market Listing,,,,0.0,,,,Vacant,3/20/2024,,0,,,,,424009044,,"$1,095,000",,3/20/2024,,,,20,,,,,"$1,203,000",,$923.25,,,,530745011.0,"Welcome to 78 Wilder Street, a sun-filled 3-bedroom, 2-bathroom condo located in the heart of Glen Park village. This top floor residence offers a modern and convenient lifestyle with a secure entrance through a gated entryway. As you enter, you'll be greeted by an open and inviting living space with a vaulted ceiling, allowing natural light to illuminate the interior. The open kitchen has been tastefully remodeled and seamlessly flows into the living room, creating a perfect space for entertaining. The primary bedroom features an en-suite bathroom while the two additional bedrooms share a Jack and Jill bathroom for added convenience & privacy. Additional features include a 1-car parking garage with extra storage, wide-plank walnut floors, radiant floor heating, tankless water heater, in-unit w/d and a private side deck. This location is a commuter's delight with close proximity to the BART station, convenient freeway access and a stone throw from Canyon market and other locals favorites.",,6.0,$923,,109.0,109.0,For Sale,,Text Showing Contact,,$923.25,Appraisal,,CA,4/12/2024,,Glen Park,,No,,,1.0,https://www.78wilder.com,,4.0,4/13/2024,Yes,No,No,Yes,,,,,94131,
SF424013238,SLD,14,20 Van Buren Street,,SANFRCISCO,9999,"$1,259,000","$1,600,000",DE,1225.0,3.0,2.0,0.0,,1.0,1926.0,0.061900,"2,696",,,"Located on perhaps the best street in Glen Park this fabulous view home offers the additional value of a super comfortable charming legal lower unit. Upper level features gorgeous hardwood floors, period fireplace, a big eat in kitchen with large skylight. All rooms are good sized bright and the floor plan is well designed. Wonderful bay views as this home is high up but convenient to all Glen Park has to offer. The delightful lower level unit is near perfect with built in bed, large living room & kitchen. Separate entrance opening to the serene patio/garden with great hot tub. Rear patio, garage parking and plenty of storage complete the package making this the one not to miss. Glen Park at its BEST!",,,,,,,,,,0.00,0,,,98.0,,,,6731-004,0,Contact Listing Agent,Datashare San Francisco,,,,01913767,01527235,0.00,,RESIDENTIAL,,4/1/2024,,,,,,,Full disclosure package available contact howard ag howard@vanguardsf.com or 415-730-6382 ----OFFERS THURSDAY MARCH 21ST - 4PM-----,San Francisco,Sussex,14,15,15,,,,,,,,,,,,1.0,,,,3/21/2024,,,No,,,,,,4/4/2024,Cash,3/6/2024 4:00 PM,"$1,027",01036841,3/7/2024,,,2206485.0,Full Service,Excl Right,Market Listing,,,,0.0,,,,Vacant,3/21/2024,,0,,,,,424013238,,"$1,259,000",,3/21/2024,,,,45,,,,,"$1,600,000",,"$1,306.12",,,,530741527.0,"Located on perhaps the best street in Glen Park this fabulous view home offers the additional value of a super comfortable charming legal lower unit. Upper level features gorgeous hardwood floors, period fireplace, a big eat in kitchen with large skylight. All rooms are good sized bright and the floor plan is well designed. Wonderful bay views as this home is high up but convenient to all Glen Park has to offer. The delightful lower level unit is near perfect with built in bed, large living room & kitchen. Separate entrance opening to the serene patio/garden with great hot tub. Rear patio, garage parking and plenty of storage complete the package making this the one not to miss. Glen Park at its BEST!",,6.0,"$1,306",,127.0,127.0,For Sale,,Call Showing Contact,,"$1,306.12",Assessor Auto-Fill,,CA,4/1/2024,,Glen Park,,No,,,1.0,,,,4/5/2024,Yes,Yes,Yes,Yes,,,,,94131,
SF423715394,SLD,27,28 Sussex Street,,SANFRCISCO,9999,"$1,850,000","$1,800,000",DU,1677.0,3.0,2.0,1.0,,0.0,1977.0,0.0574,"2,500",,,"Price Improvement - Looking for the ultimate city living experience? Look no further! This stunning home is move-in ready and boasts an impressive list of features that will make your life easier and more enjoyable. The kitchen is a chef's dream come true, with a Thermador stove and outdoor gas grill, perfect for cooking up a storm. The back patio is the ideal place to relax and entertain guests, surrounded by a beautiful south facing view. The bedrooms are spacious and have a stunning south facing view, allowing you to start each day with a burst of natural light. Whether you are into yoga or just looking for a quiet space to meditate, the yoga studio is the perfect place to stretch and find your inner peace. This home is conveniently located in the heart of Glen Park, within walking distance to Glen Park Village, where you will find a variety of shopping, dining and entertainment options. Don't miss out on this incredible opportunity to own a piece of the city!",,,,,,,,,,0.00,0,,,46.0,,,,7548-019,0,,Datashare San Francisco,,,,02123349,00625769,0.00,,RESIDENTIAL,,4/13/2023,,,,,,,"Title opened with First American mijschmidt@firstam.com. Sqft provided by graphic artist. Text agent before showing. Disclosure link https://app.disclosures.io/link/28-Sussex-Street-b13a0wuq website 28sussexst.com. Offers as they come, submit via disclosure I/O.",San Francisco,Diamond St.,27,28,28,Text agent and go.,,,,,,,,,,,1.0,,,,3/14/2023,,,No,,,,,,4/14/2023,Conventional,2/14/2023 4:00 PM,"$1,103",02054034,2/15/2023,,,01802283,Full Service,Excl Right,Market Listing,On door.,,,0.0,,,,Vacant,3/14/2023,,0,,,,,423715394,,"$2,000,000",,3/14/2023,,,,30,,,,,"$1,800,000",,"$1,073.35",Joshua Lydon,415-424-0805,,530580197.0,"Price Improvement - Looking for the ultimate city living experience? Look no further! This stunning home is move-in ready and boasts an impressive list of features that will make your life easier and more enjoyable. The kitchen is a chef's dream come true, with a Thermador stove and outdoor gas grill, perfect for cooking up a storm. The back patio is the ideal place to relax and entertain guests, surrounded by a beautiful south facing view. The bedrooms are spacious and have a stunning south facing view, allowing you to start each day with a burst of natural light. Whether you are into yoga or just looking for a quiet space to meditate, the yoga studio is the perfect place to stretch and find your inner peace. This home is conveniently located in the heart of Glen Park, within walking distance to Glen Park Village, where you will find a variety of shopping, dining and entertainment options. Don't miss out on this incredible opportunity to own a piece of the city!",,8.0,"$1,073",,97.0,90.0,For Sale,,Vacant,,"$1,073.35",Graphic Artist,,CA,4/13/2023,,Glen Park,,No,,,2.0,http://http://www.28sussexst.com,,,4/15/2023,Yes,Yes,Yes,Yes,,,,,94131,
SF423728492,SLD,11,44 College Avenue,,SANFRCISCO,9999,"$1,385,000","$1,540,000",DU,1349.0,3.0,2.0,0.0,,0.0,1925.0,0.0565,"2,461",,,"Experience the best of College Hill living in this charming Marina-style home at 44 College Avenue. Architectural details include French doors, crown molding, picture rails, hardwood floors, and a beautiful bay window. With 3 bedrooms and 2 bathrooms, this home has a great flow and floorplan. Natural light floods the space, making it feel bright and welcoming. The main level is the heart of the home, featuring a spacious living room, formal dining room, kitchen, 2 bedrooms, a bathroom, and sunroom/office. Step out onto the deck from the sunroom and enjoy Southern views of the neighborhood and the impressive spires of St. John the Evangelist Church. The garden level has a guest room, bathroom, laundry room, workshop, and large walk-in mudroom/closet offering plenty of storage and functionality. The travertine patio + lush garden are perfect for entertaining guests or simply enjoying your own private sanctuary. When you're ready to explore, simply cross the street to swing + visit the beautiful neighborhood garden created by volunteers that beautify the Bernal Cut, a delightful promenade of plantings + murals. Enjoy business along Mission St, Bernal's Cortland Ave + Glen Park Village",,,,,,,,,,0.00,0,,,98.0,,,,6720-069,0,Show,Datashare San Francisco,,,,01297423,01354442,0.00,,RESIDENTIAL,,5/4/2023,2122152.0,1989355.0,,,,,"Received 4 offers. No preemptive offers per seller instruction. Garden level is additional 745 square feet, may not be warranted. Pre-Escrow #3652300115 with Barbara Jimenez of Chicago Title. Questions? Email BOTH Sabrina Gee-Shin AND Charles Loiacono.",San Francisco,St. Mary's & Mis,11,12,12,College is a curved street. St. Mary's & Mission S,,,,,,,,,,,1.0,,,,4/11/2023,,,No,,,,,,5/5/2023,Conventional,3/30/2023 5:00 PM,"$1,026",01457747,3/31/2023,,,00625769,Full Service,Excl Right,Market Listing,Gate,,,0.0,,,,Vacant,4/11/2023,,0,,,,,423728492,,"$1,385,000",,4/11/2023,,,,8,,,,,"$1,540,000",,"$1,141.59",,,,530596095.0,"Experience the best of College Hill living in this charming Marina-style home at 44 College Avenue. Architectural details include French doors, crown molding, picture rails, hardwood floors, and a beautiful bay window. With 3 bedrooms and 2 bathrooms, this home has a great flow and floorplan. Natural light floods the space, making it feel bright and welcoming. The main level is the heart of the home, featuring a spacious living room, formal dining room, kitchen, 2 bedrooms, a bathroom, and sunroom/office. Step out onto the deck from the sunroom and enjoy Southern views of the neighborhood and the impressive spires of St. John the Evangelist Church. The garden level has a guest room, bathroom, laundry room, workshop, and large walk-in mudroom/closet offering plenty of storage and functionality. The travertine patio + lush garden are perfect for entertaining guests or simply enjoying your own private sanctuary. When you're ready to explore, simply cross the street to swing + visit the beautiful neighborhood garden created by volunteers that beautify the Bernal Cut, a delightful promenade of plantings + murals. Enjoy business along Mission St, Bernal's Cortland Ave + Glen Park Village. Easy access to 280/101. Public Transit: BART, J, 14, 23, 24, 35, 36, 49.",,6.0,"$1,141",,111.0,111.0,For Sale,,Go Directly,,"$1,141.59",Appraisal,,CA,5/4/2023,Two Story,Bernal Heights,,Yes,,,1.0,,,,5/5/2023,Yes,No,No,Yes,,,,,94112,
SF423725779,SLD,40,564 Chenery Street,,SANFRCISCO,9999,"$1,593,000","$1,450,000",DE,1439.0,3.0,2.0,0.0,,0.0,1907.0,0.0574,"2,500",,,"Welcome to 564 Chenery, a turn-key detached single-family home in the highly desirable Glen Park neighborhood. This home is located just a couple blocks away from the amazing restaurants and shops in Glen Park Village! Upon entering the home you'll be delighted by the beautifully landscaped front yard. The private, enclosed space is perfect for enjoying the outdoors. Walking right up to the main level of the home is the living room, kitchen, dining room, primary bed and full bath. All the rooms up here get great natural light! The kitchen comes with all new high end stainless steel Bosch appliances, soft close cabinetry, and modern backsplash. On the lower level there are two more bedrooms, a full bath, and a family room with its own entrance. Other updates include a newer roof, new floors, and fresh paint throughout. A detached garage completes this home. Perfect location, with a 89 walk score and yet just minutes from the 280 and 101 freeways as well as Glen Park Bart station and tech shuttles. www.564CheneryStreet.com",,,,,,,,,,0.00,0,,,116.0,,,,6727-016,1,Show,Datashare San Francisco,,,,01464406,00625769,0.00,,RESIDENTIAL,,5/8/2023,,1502878.0,,,,,"Motivated sellers, bring us an offer! Sellers are doing a 1031 exchange at no additional cost or liability to Buyer. Please use CAR contract. Supra lockbox is located in the back of the property on the stair railing.",San Francisco,Diamond,40,41,41,,,,,,,,,,,,0.0,,,,4/17/2023,,,No,,,,,,5/11/2023,Conventional,3/7/2023 4:00 PM,"$1,107",01927224,3/8/2023,,,01430229,Full Service,Excl Right,Market Listing,On the railing at th,,,0.0,,,,Vacant,4/17/2023,,0,,,,,423725779,,"$1,593,000",,4/17/2023,,,,1,,No,,,"$1,450,000",,"$1,007.64",,,,530587971.0,"Welcome to 564 Chenery, a turn-key detached single-family home in the highly desirable Glen Park neighborhood. This home is located just a couple blocks away from the amazing restaurants and shops in Glen Park Village! Upon entering the home you'll be delighted by the beautifully landscaped front yard. The private, enclosed space is perfect for enjoying the outdoors. Walking right up to the main level of the home is the living room, kitchen, dining room, primary bed and full bath. All the rooms up here get great natural light! The kitchen comes with all new high end stainless steel Bosch appliances, soft close cabinetry, and modern backsplash. On the lower level there are two more bedrooms, a full bath, and a family room with its own entrance. Other updates include a newer roof, new floors, and fresh paint throughout. A detached garage completes this home. Perfect location, with a 89 walk score and yet just minutes from the 280 and 101 freeways as well as Glen Park Bart station and tech shuttles. www.564CheneryStreet.com",,5.0,"$1,007",,91.0,91.0,For Sale,,Go Directly,,"$1,007.64",Appraisal,,CA,5/8/2023,,Glen Park,,Yes,,,1.0,https://564chenerystreet.com/#!/matterport,,,5/16/2023,Yes,Yes,Yes,Yes,,,,,94131,
41021235,SLD,37,564 Chenery St,,SANFRCISCO,9999,"$1,593,000","$1,450,000",DE,1439.0,3.0,2.0,0.0,Y,1.0,1907.0,0.06,"2,500",,,"Peter Kui - Cell: 925-264-8180 - Welcome to 564 Chenery, a turn-key detached single-family home in the highly desirable Glen Park neighborhood. This home is located just a couple blocks away from the amazing restaurants and shops in Glen Park Village! Upon entering the home you'll be delighted by the beautifully landscaped front yard. The private, enclosed space is perfect for enjoying the outdoors. Walking right up to the main level of the home is the living room, kitchen, dining room, primary bed and full bath. All the rooms up here get great natural light! The kitchen comes with all new high end stainless steel Bosch appliances, soft close cabinetry, and modern backsplash. On the lower level there are two more bedrooms, a full bath, and a family room with its own entrance. Other updates include a newer roof, new floors, and fresh paint throughout. A detached garage completes this home. Perfect location, with a 89 walk score and yet just minutes from the 280 and 101 freeways as well as Glen Park Bart station and tech shuttles. www.564CheneryStreet.com",,,,,,,,,,,,,,116.0,,,,6727 -016,0,,CONTRA COSTA,,,,01464406,01527235,,No,RESIDENTIAL,,5/8/2023,,1927224.0,,,,,Supra lockbox is located in the back of the property on the stair railing. CAR contracts only. Sellers are doing a 1031 exchange.,San Francisco,Natick St,185,185,37,280 > Monterey > Diamond > Chenery,,GLEN PARK,,,,,,,,6075.0,0.0,,,,4/16/2023,,,No,,,,,,5/8/2023,Conventional,3/10/2023 11:09 AM,"$1,107",01502878,3/10/2023,,,01491373,Full Service,Excl Right,Market Listing,,,,1.0,No,,,Vacant,4/16/2023,,,,,,,41021235,,"$1,593,000",,4/16/2023,,,,50,No,No,,"$1,593,000","$1,450,000",5/8/2023,"$1,007.64",,,Yes,,"Welcome to 564 Chenery, a turn-key detached single-family home in the highly desirable Glen Park neighborhood. This home is located just a couple blocks away from the amazing restaurants and shops in Glen Park Village! Upon entering the home you'll be delighted by the beautifully landscaped front yard. The private, enclosed space is perfect for enjoying the outdoors. Walking right up to the main level of the home is the living room, kitchen, dining room, primary bed and full bath. All the rooms up here get great natural light! The kitchen comes with all new high end stainless steel Bosch appliances, soft close cabinetry, and modern backsplash. On the lower level there are two more bedrooms, a full bath, and a family room with its own entrance. Other updates include a newer roof, new floors, and fresh paint throughout. A detached garage completes this home. Perfect location, with a 89 walk score and yet just minutes from the 280 and 101 freeways as well as Glen Park Bart station and tech shuttles. www.564CheneryStreet.com",,7.0,"$1,008",LA & BA different company/franchise,91.0,91.0,For Sale,,Text Laura @ 415-341-3404,,"$1,007.64",Appraisal,,CA,5/8/2023,Two Story,,,Yes,6727 -016,,,,,,5/15/2023,No,No,No,No,,,,,94131,
SF423734381,SLD,48,357 Chenery Street,,SANFRCISCO,9999,"$650,000","$670,000",DE,723.0,1.0,1.0,0.0,,0.0,1908.0,0.057400,"2,500",,,"The street-side garden and facade confirm that you have arrived at a very special home. From the porch, you enter a bright living room with hardwood floors, wainscoting and wall sconces. The dining room, located between the living room and spacious kitchen, is ideal for intimate dinner parties or casual entertaining. The kitchen has a gas stove and ample cabnetry and counter space; truly an added pleasure for the home chef. An cozy family room nook, adjacent to the kitchen, overlooks an award-winning garden and offers access to a sunny deck. Off the kitchen are the comfortable bedroom and bathroom with extra storage. Washer /dryer and additional storage complete the home.",,,,,,,,,,0.0,0,,,115.0,,,,6694-025,0,Contact Listing Agent,Datashare San Francisco,,,,01894439,1413211.0,0.00,,RESIDENTIAL,,6/9/2023,,,,,,,,San Francisco,Mateo,48,49,49,,,,,,,,,,,,0.0,,,,6/1/2023,,,No,,,,,,6/9/2023,,4/13/2023 5:00 PM,$899,1376767,4/14/2023,,,00625769,Full Service,Excl Right,Market Listing,left side front cott,,,0.0,,,,Vacant,6/1/2023,,0,,,,,423734381,,"$950,000",TIC,6/1/2023,,,,23,,,,,"$670,000",,$926.69,,,,530604034.0,"The street-side garden and facade confirm that you have arrived at a very special home. From the porch, you enter a bright living room with hardwood floors, wainscoting and wall sconces. The dining room, located between the living room and spacious kitchen, is ideal for intimate dinner parties or casual entertaining. The kitchen has a gas stove and ample cabnetry and counter space; truly an added pleasure for the home chef. An cozy family room nook, adjacent to the kitchen, overlooks an award-winning garden and offers access to a sunny deck. Off the kitchen are the comfortable bedroom and bathroom with extra storage. Washer /dryer and additional storage complete the home.",,,$926,,103.0,70.0,For Sale,,Appointment Only,,$926.69,Graphic Artist,,CA,6/9/2023,One Story,Glen Park,,No,,,0.0,,,2.0,6/10/2023,Yes,Yes,Yes,Yes,,,,,94131,
SF423734382,SLD,48,359 Chenery Street,,SANFRCISCO,9999,"$950,000","$950,000",DE,1066.0,3.0,2.0,0.0,,0.0,1908.0,0.057400,"2,500",,,"From the welcoming front porch you enter the light filled living room. You can access a lower level from the living room or continue back to the spacious eat-in kitchen with high-end stainless steel refrigerator and dishwasher complimented by a vintage stove. The sunny deck, adjacent to the kitchen, is perfect for enjoying morning coffee. The top floor bedroom looks out on a beautifully planted arbor. The en-suite bathroom features a spa-like shower and a stacked washer and dryer. The lower level offers a second bedroom and a den for lounging or watching TV. The third bedroom has direct garden access. A full bath and additional storage complete this level. The cottage enjoys the benefits of radiant floor heat and upgraded systems. Potential for fast track condo conversion.",,,,,,,,,,0.00,0,,,115.0,,,,6694-025,0,Contact Listing Agent,Datashare San Francisco,,,,01740601,1413211.0,0.00,,RESIDENTIAL,,6/9/2023,,,,,,,,San Francisco,Mateo,48,49,49,,,,,,,,,,,,0.0,,,,6/1/2023,,,No,,,,,,6/9/2023,,4/13/2023 5:00 PM,$891,01376767,4/14/2023,,,625769.0,Full Service,Excl Right,Market Listing,left of front cottag,,,0.0,,,,Vacant,6/1/2023,,0,,,,,423734382,,"$650,000",TIC,6/1/2023,,,,28,,,,,"$950,000",,$891.18,,,,530604026.0,"From the welcoming front porch you enter the light filled living room. You can access a lower level from the living room or continue back to the spacious eat-in kitchen with high-end stainless steel refrigerator and dishwasher complimented by a vintage stove. The sunny deck, adjacent to the kitchen, is perfect for enjoying morning coffee. The top floor bedroom looks out on a beautifully planted arbor. The en-suite bathroom features a spa-like shower and a stacked washer and dryer. The lower level offers a second bedroom and a den for lounging or watching TV. The third bedroom has direct garden access. A full bath and additional storage complete this level. The cottage enjoys the benefits of radiant floor heat and upgraded systems. Potential for fast track condo conversion.",,,$891,,100.0,146.0,For Sale,,Appointment Only,,$891.18,Graphic Artist,,CA,6/9/2023,One Story,Glen Park,,No,,,0.0,,,2.0,6/10/2023,Yes,Yes,Yes,Yes,,,,,94131,
SF423736085,SLD,46,5696 Diamond Heights Boulevard,,SANFRCISCO,9999,"$2,320,000","$2,210,000",DE,2435.0,4.0,3.0,1.0,,0.0,1980.0,0.0593,"2,585",,,"New Transparent Pricing! Offers as they come! Spacious, light-filled home w/ 2,400+sqft, 4-beds, 3.5-baths, and views of Glen Canyon Park. The main floor is perfect for entertaining with an open living and dining room showcasing a dramatic fireplace, designer lighting, and built-in speakers. Adjacent is the large kitchen w/ Thermidor Professional gas cooktop, double ovens, built-in Sub Zero refrigerator, large island, and pantry. Upstairs you'll find 3 bedrooms on one level with a huge primary suite and additional full bath. Top-floor features another primary bedroom/family room w/ en-suite bath and panoramic deck & terraced garden. 2-car garage, new furnace & central A/C, refinished hardwood floors, double-pane windows, smart lighting, & more. A+ location, close to parks, shopping, dining, I-280, & Glen Park BART. ZERO pest inspection fro JK Control, and Don Alonzo Property Inspection on file.",,,,,,,,,,0.00,0,,,43.0,,,,7526-002,0,Contact Listing Agent,Datashare San Francisco,,,,1986529.0,625769.0,0.0,,RESIDENTIAL,,6/7/2023,,,,,,,Pre-escrow opened with Clare Lau at Fidelity National Title. Offer date May 5th by 2pm - Disclosures: https://app.disclosures.io/link/5696-Diamond-Heights-Boulevard-3ce5nmv9,San Francisco,Berkeley Way,46,47,47,,,,,,,,,,,,1.0,,,,6/6/2023,,,No,,,,,,6/8/2023,Cash,4/20/2023 5:00 PM,$952,1956549.0,4/21/2023,,,818204.0,Full Service,Excl Right,Market Listing,,,,0.0,,,,Vacant,6/6/2023,,0,,,,,423736085,,"$2,168,000",,6/6/2023,,,,66,,No,,,"$2,210,000",,$907.60,,,,530607844.0,"New Transparent Pricing! Offers as they come! Spacious, light-filled home w/ 2,400+sqft, 4-beds, 3.5-baths, and views of Glen Canyon Park. The main floor is perfect for entertaining with an open living and dining room showcasing a dramatic fireplace, designer lighting, and built-in speakers. Adjacent is the large kitchen w/ Thermidor Professional gas cooktop, double ovens, built-in Sub Zero refrigerator, large island, and pantry. Upstairs you'll find 3 bedrooms on one level with a huge primary suite and additional full bath. Top-floor features another primary bedroom/family room w/ en-suite bath and panoramic deck & terraced garden. 2-car garage, new furnace & central A/C, refinished hardwood floors, double-pane windows, smart lighting, & more. A+ location, close to parks, shopping, dining, I-280, & Glen Park BART. ZERO pest inspection fro JK Control, and Don Alonzo Property Inspection on file.",,7.0,$907,,95.0,101.0,For Sale,,Appointment Only,,$907.60,Assessor Auto-Fill,,CA,6/7/2023,,Glen Park,,No,,,2.0,https://my.matterport.com/show/?m=tGA89J3VSHp&mls=1,,,6/8/2023,No,No,No,No,,,,,94131,
SF423926534,SLD,0,181 Randall Street,,SANFRCISCO,9999,"$2,950,000","$2,950,000",DE,2450.0,3.0,3.0,0.0,,0.0,1910.0,0.0574,"2,500",,,"Lovely remodeled Victorian home located in a sought-after, quiet location where Glen Park & Noe Valley meet. Show and Sell now before staging!",,,,,,,,,,0.00,0,,,114.0,,,,6663-026,0,Contact Listing Agent,Datashare San Francisco,,,,01811368,1116414.0,0.00,,RESIDENTIAL,,1/5/2024,1342081.0,,,,,,,San Francisco,Whitney,0,1,1,,,,,,,,,,,,0.0,,,,1/5/2024,,,No,,,,,,1/5/2024,Cash,1/4/2024 4:00 PM,"$1,204",01257759,1/5/2024,,,1834648.0,Full Service,Excl Right,Market Listing,,,,0.0,,,,Vacant,1/5/2024,,0,,,,,423926534,,"$2,950,000",,1/5/2024,,,,2,,,,,"$2,950,000",,"$1,204.08",,,,530711745.0,"Lovely remodeled Victorian home located in a sought-after, quiet location where Glen Park & Noe Valley meet. Show and Sell now before staging!",,,"$1,204",,100.0,100.0,For Sale,,Appointment Only,,"$1,204.08",Graphic Artist,,CA,1/5/2024,,Glen Park,,No,,,2.0,,,,1/6/2024,Yes,Yes,Yes,Yes,,,,,94131,
