MLS No,Status,DOM,Address,Unit,City,Area,LP,SP,BT,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,Acres,Lot SqFt,HOA Fee,Freq,3rd Party Synd. Remarks,ADU Baths Full,ADU Baths Partial,ADU Bedrooms,ADU Building Type,ADU Description,ADU Kitchen,ADU Main Entry Floor,ADU Meter,ADU Occupied,ADU Rents For,ADU Sq. Ft.,ADU SqFt Source,ADU Y/N,Age,Agent Has Ownership,Agent Hit Count,Agent Related to Principal,Assessors Parcel No,Associated Document Count,Available to Show,Board ID,Branded Media Link,Branded Media Link 2,Builder/Architect,Buyer Agent DRE Num.,Buyer Broker DRE Number,Census Tract,City Transfer Tax,Class,Client Hit Count,Closing Date,Co Buy Agent DRE Num.,Co List Agent DRE Num.,Co-List Agent email,Co-List Agent Fax,Complex Name,Concessions at COE,Confidential Remarks,County,Cross Street,Cumulative DOM,Cumulative DOMLS,Days On MLS,Directions to Property,Disclosures Link,Dist/Nbrhood/Sub,Elementary School Distric,Entry Agent First Name,Entry Agent ID,Entry Agent Last Name,Entry Agent License ID,Expire Date,Filtered Address,FIPS Code,Fireplaces,Floor Unit is on,Foreclosure Status,Gate Code,General Date,Geocode Quality,High School District,HOA,HOA Management Companies,HOA Name,HOA Name (Other),HOA Phone,Homesnap Appt. Scheduling,Hotsheet Date,How Sold,Input Date,List $/SqFt,List Agent DRE Num.,List Date,Listing Agt email,Listing Agt Fax,Listing Broker DRE Number,Listing Service,Listing Type,Listing Visibility Type,Lockbox Location,Model,New Subdivision,Number of offers,Occpnt Req 24 Hr Notice,Occupant Name,Occupant Phone,Occupied By,Off Market Date,Old Complex,Old Concessions,Old Elem,Old High,Old HOA Name,Old Middle,Old MLS #,Old Subdivision,Original Price,Ownership Type,Pending Date,Pending Litigation,Percent Owner Occ,Photo Permission,Picture Count,Point of Sale Ordinance,Pool,Preferred Agent Fax,Previous Price,Price,Price Date,Price Per SQFT,Primary Showing Contact,Primary Showing Phone,Printed Neighborhood Rpt,Property ID,Public Remarks,Radar ID,Rooms Total,Sale $/SqFt,Sale COOP,Sale/Last List $,Sale/Original $,Sale/Rent,Sales Office Info Remarks,Showing Instruction,Showing Schedule Link,Sold Price Per SQFT,Source,Special Information,State,Status Date,Stories,Subdivision (Other),Subdivision Profile Rmks,Supra Box?,Tax ID,TIC % Owner Offered,Total # of Garage and Parking Spaces,Unbranded Media Link,Unbranded Media Link 2,Units in Complex,Update Date,VOW Address,VOW AVM,VOW Comment,VOW Include,WiFi Last,ZIDX Only House #,ZIDX Only Street Dir,ZIDX Only Street Name,Zip,Zoning
ML81934089,SLD,7,1282 Camino Pablo,,SAN JOSE,9999,"$2,288,000","$2,300,000",DE,1818.0,3.0,2.0,1.0,Y,2.0,1951.0,0.1445,"6,295",,,,,,,,,,,,,,,,,72.0,,,,429-13-037,0,,Datashare MLSListings,https://player.vimeo.com/video/843425065,,,1374382.0,,,,RESIDENTIAL,,8/11/2023,,,,,,,"Easy to Show TEXT 408-891-1332 DisclosuresEmail valmein@gmail.com OFFERS DUE WEDNESDAY the 12TH BY 4PM.Offers Must Include Signed Disclosure Package, PreApproval Letter, Proof of Funds,Selling Agent AVID, CAR Contract Please. Additional Upgrades and Amenities: Central A/C, Garage 400 sq.ft. with Pulldown Attic Access, Daiken Unit in Garage, New Garage Roof in 2019, New Master Bath, Powder Bathroom and Laundry Room in 2015, Exterior Paint 2018, Alarm System Wired, Whole House Audio, Whole House Intercom, Velodyne Built-In Subwoofer in Family Room, Over the Air HD Antenna w/Amplifier for Whole Distribution, Multiple Touch Screens, Nest Networked Thermostat and CAT 5E and Coax to Each Room.Coveted Location Near the Willow Glen Farmer's Market, Near Bramhall Park and Pickle Ball Courts, Bike Cruise to the Los Gatos Creek Trail,Near the Google Pick-Up and Drop-Off Locations, Near the Tamien Station Caltrain/Light Rail.",Santa Clara,Willow Street,7,7,7,,,,San Jose Unified,,,,,,1282 Camino Pablo,6085.0,1.0,,,,7/13/2023,,San Jose Unified,No,,,,,,8/11/2023,Conventional,7/6/2023 7:23 AM,"$1,258",01216634,7/6/2023,valmein@gmail.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Call Agent,7/13/2023,,,,,,,,,"$2,288,000",,7/13/2023,,,Public,57,,No,,,"$2,300,000",,"$1,265.13",Valerie Mein,408-891-1332,,81934089.0,"Located in the Sweet Spot of Willow Glen,Remodeled in 2001 by De Mattei Construction,Kitchen Remodel in 2018,Backyard&Family Room Designed by Irving Tamura Designs in 2008 w/Outdoor Kitchen&Fireplace,Enjoy Block Parties,Christmas&Halloween Themed Decor,Stroll to Lincoln Avenue!New Interior Paint&Designer Light Fixtures 2023.Formal Living Room w/Hardwood Floors,New Gas Insert in Fireplace.Dining Area w/Vaulted Ceiling&Hardwood Floors.Family Room w/Two Skylights,Vaulted Ceiling&Custom Built-Ins.Gourmet Chef's Kitchen w/3 Skylights,Quartz Countertops,Island w/Sink,Roth Custom Cabinets,Pendant Lights,Peninsula Seating,Professional Grade S/S Appliances.Master Bedroom w/Hardwood Floors,Tray Ceiling,Walk-In Closet,Bench Seating&Built-In Speakers.Master Bath w/Double Vanity,Marble Countertops&NuHeat Tile Floors.Backyard w/Outdoor Kitchen,Fireplace,Waterfall Feature,Bar Area,Viking Gas Grill&Cooktop w/Two Burners,Fisher & Paykel Dishwasher,2 GE Profile Beverage Refrigerators,4 Built-In Heaters.",,,"$1,265",,,,For Sale,,,,"$1,265.13",,,CA,8/11/2023,One Story,,,,,,,https://player.vimeo.com/video/843426482,,,8/11/2023,Yes,Yes,Yes,Yes,,,,,95125,R1-8
ML81924731,SLD,0,948 Paula Street,,SAN JOSE,9999,"$1,499,999","$1,450,000",DE,1384.0,3.0,1.0,1.0,,0.0,1900.0,0.149,"6,492",,,,,,,,,,,,,,,,,123.0,,,,264-06-090,0,,Datashare MLSListings,https://www.948paulast.com,,,02077019,,,Yes,RESIDENTIAL,,5/12/2023,,,,,,,"Home is vacant, Subra next to door to the basement in backyard. This is an AS-IS sale. All section 1 & roof items have been repaired. Heating & cooling has recently been installed in both house & basement. Agent/Broker do not represent or guarantee accuracy of the square footage, permitted or unpermitted space, bd/ba count, lot size/dimensions, schools, or other information concerning the conditions or features of the property. Buyer is advised to independently verify the accuracy of all information thru personal inspection & w/appropriate professionals to satisfy themselves. Buyer to cooperate w Seller's 1031 exchange at no cost to Buyer. Submit offers w SIGNED seller disclosures including buyers agent AVID, pre-approval letter, & POF to homes@ginamarieherrera.com. EMD to be wired within 1 business day after offer is accepted. Escrow opened w First American Title. Buyer can earn passive income, Seller Airbnb for the last four years, LA managed the rentals. An Investor Dream!",Santa Clara,Race St,0,0,0,,,,San Jose Unified,,,,,,948 Paula ST,6085.0,1.0,,,,4/14/2023,,San Jose Unified,No,,,,,,5/13/2023,FHA,4/14/2023 8:17 AM,"$1,083",02077019,4/14/2023,homes@ginamarieherrera.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Vacant,4/14/2023,,,,,,,,,"$1,499,999",,4/14/2023,,,Public,73,,No,,,"$1,450,000",,"$1,047.69",Gina Marie Herrera,408-930-1071,,81924731.0,"Nestled in the heart of Willow Glen, this charming 1900s Victorian Bungalow boasts w pride of ownership. Meticulously updated, this hm offers 3 separate units. The main hm has 2 beds 1.5 baths & offers a 1/1 finished basement apartment & a 1/1 quaint detached cottage that isnt included in the sq-ft. Its on a private 6492 sq-ft lot, w a large covered porch looking among the beautiful landscape & fruit trees. Upon entering the main hm, it brims w natural light thru the picturesque windows & features: recessed lighting, hardwood flooring thru-out the entire hm, crown molding & a wood burning fireplace. The kitchen features butcher block countertops & ample white shaker cabinetry. The hall connects the spacious beds & spa-like bath, laundry closet & a half bath. While living in the main hm, you can rent the other 2 units for excellent cash flow. The basement has 1 bed, 1 bath, full kitchen & a light filled living area. The cottage has a loft bed, 1 bath, kitchenette & spacious living area.",,,"$1,047",,,,For Sale,,Text LA Business Card for COMBO Box CODE,,"$1,047.69",,,CA,5/12/2023,One Story,,,,,,,https://www.948paulast.com/mls/85284786,,,5/14/2023,Yes,Yes,Yes,Yes,,,,,95126,RM
ML81952491,SLD,4,1135 Willow Street,,SAN JOSE,9999,"$2,448,000","$2,500,000",DE,2686.0,5.0,2.0,1.0,Y,2.0,1939.0,0.130000,"5,663",,,,,,,,,,,,,,,,,85.0,,,,264-58-081,0,,Datashare MLSListings,https://www.1135willow.com/branded,,,02015521,,,Yes,RESIDENTIAL,,3/14/2024,,,,,,,"Please TEXT Jordan Mott at 408-966-0846 to schedule a showing. Home is OWNER OCCUPIED - Do Not Go Direct! Contact Jordan Mott regarding offers. If you are planning on submitting an offer - please include all signed disclosures, preapproval letter, and proof of funds. Seller is simply looking for the highest priced offer with the cleanest terms. If you have any questions, please do not hesitate to reach out. Thank you in advance and we look forward to potentially working with you and your buyers! Disclosures can be accessed at: https://app.disclosures.io/link/1135-Willow-Street-nhhlpafz",Santa Clara,Crescent Drive,4,5,5,,,,San Jose Unified,,,,,,1135 Willow ST,6085.0,1.0,,,,2/19/2024,,San Jose Unified,No,,,,,,3/14/2024,Conventional,2/14/2024 4:00 PM,$911,01959108,2/15/2024,jmott@intero.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Call Agent,2/19/2024,,,,,,,,,"$2,448,000",,2/19/2024,,,Public,45,,No,,,"$2,500,000",,$930.75,Jordan Mott,408-966-0846,,81952491.0,"Welcome to 1135 Willow Street - Situated in the heart of Willow Glen - Just steps away from Shopping + Restaurants on Lincoln Avenue! This stunning home features 5 Beds / 2.5 Baths, Approx 2,686 Sq Ft of Living Space + Finished Basement (Approx. 240 Sq Ft) and has been completely remodeled throughout! Updated kitchen w/ white shaker style cabinetry, Quartz counters, high-end stainless-steel appliances, and peninsula w/ seating! The kitchen flows directly to your dining area and large living room - creating a great room - perfect for entertaining. Large living room highlighted by a fireplace w/ stacked stone surround, mantle, and plentiful amounts of natural light. Huge primary bedroom w/ attached space perfect for a home office or nursey. En-Suite Primary Bath w/ double sinks, new light fixtures, shower, and separate tub. Four additional beds - one of which is currently being used as a separate family room. Elegant courtyard area outside w/ tile flooring, Ipe deck for dining, water feature, firepit area, and modern design for privacy - an entertainer's dream. Literally just steps away from Lincoln Avenue where you can enjoy The Table, Bills Cafe, Copita, and much more. This home will truly allow you to immerse yourself in everything that living in Willow Glen has to offer!",,,$930,,,,For Sale,,"Appointment Only,Do Not Go Direct",,$930.75,,,CA,3/14/2024,Two Story,,,,,,,https://www.1135willow.com/unbranded,,,3/16/2024,Yes,Yes,Yes,Yes,,,,,95125,R1-8
ML81929602,SLD,6,1670 Lupton Avenue,,SAN JOSE,9999,"$2,199,000","$2,320,000",DE,1978.0,3.0,2.0,,Y,1.0,1939.0,0.1455,"6,336",,,,,,,,,,,,,,,,,84.0,,,,429-33-069,0,,Datashare MLSListings,https://beyondre.marketing/1670-Lupton-Ave,,,1035286.0,,,,RESIDENTIAL,,6/6/2023,,,david@davidtroyer.com,,,,"Easy to Show Text Alicia 408-802-5106 Disclosures Available Email alicia@aliciaduarte.com. Offers due Wednesday May 31st by 1:00PM Offers Must Include Signed Disclosure Package, Pre Approval Letter, Proof of Funds, Selling Agen AVID, CAR Contract Please. New Furnace 2021, New Water Heater 2019 Laundry Closet Inside with Stackable Washer&Dryer,Manual Wrought Iron Design Gate with Wood Details for Extra Privacy.",Santa Clara,Pine Avenue,6,6,6,,,,San Jose Unified,,,,,,1670 Lupton AVE,6085.0,1.0,,,,5/31/2023,,San Jose Unified,No,,,,,,6/6/2023,Cash,5/25/2023 8:23 AM,"$1,111",1396055.0,5/25/2023,alicia@aliciaduarte.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Owner,5/31/2023,,,,,,,,,"$2,199,000",,5/31/2023,,,Public,70,,No,,,"$2,320,000",,"$1,172.90",Alicia Duarte,408-802-5106,,81929602.0,"Adorable Modern Craftsman on Sought After Willow Glen Street Coveted Lupton Avenue! Extensively Remodeled in 2019 with High End Finishes, 1,978 sq.ft. Home, 3 Bedrooms, 2 Full Bathrooms, Plus 105 sq.ft. Detached Office, 120 sq.ft. Covered Porch, & 231 sq.ft. Detached Garage, 6,336 sq.ft. lot. Formal Entry with Rich Hardwood Floors. Formal Living w/Gas Fireplace,Wood Mantel,Picture Window.Formal Dining Room w/French Doors to Covered Porch.Gourmet Chef's Kitchen w/Expansive Center Island,Island Seating,Pendant Lights,Wolf 6-Burner Gas Range,Bosch Dishwasher,JennAir Refrigerator,GE Built-In Microwave&Breakfast Nook.Family Room w/Gleaming Hardwood Floors.Primary Bedroom Suite w/Coved Ceiling,Huge Walk-In Closet,Sliding Glass Door to Serene Backyard.Primary Bath w/Double Vanity,Walk-In Shower,Skylight&Tile Floors.Professionally Landscaped Front&Backyard,New Plants&Flowers,Blooming Roses&Lemon Tree.Central A/C,Water Softener&Water Filter.Stroll to Downtown Willow Glen& to WG Farmer's Market!",,,"$1,172",,,,For Sale,,,,"$1,172.90",,,CA,6/6/2023,One Story,,,,,,,https://beyondre.marketing/1670-Lupton-Ave/idx,,,6/6/2023,Yes,Yes,Yes,Yes,,,,,95125,R1-8
ML81948728,SLD,6,1193 Crescent Drive,,SAN JOSE,9999,"$2,450,000","$2,550,000",DE,2512.0,3.0,2.0,1.0,Y,2.0,1941.0,0.14,"6,098",,,,,,,,,,,,,,,,,82.0,,,,429-08-053,0,,Datashare MLSListings,https://www.susanandshawn.com/1193crescentdrive,,,02143604,,,Yes,RESIDENTIAL,,1/2/2024,,,,,,,Disclosures @ https://app.disclosures.io/link/1193-Crescent-Drive-ou75fkud. Listing Agent is related to Seller.,Santa Clara,Willow,6,7,7,,,,San Jose Unified,,,,,,1193 Crescent DR,6085.0,2.0,,,,12/6/2023,,San Jose Unified,No,,,,,,1/10/2024,Conventional,11/29/2023 4:00 PM,$975,70000700,11/30/2023,susan.castaneda@cbnorcal.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Owner,12/6/2023,,,,,,,,,"$2,450,000",,12/6/2023,,,Public,53,,No,,,"$2,550,000",,"$1,015.13",,,,81948728.0,"Remodeled 1940's home in the heart of quintessential Willow Glen & just a few minutes walk to downtown. This custom home was remodeled with entertainment in mind. White Oak floors flow throughout the entire home & abundant windows allow light to flood the home. The center island in the kitchen is the hub of the home where family & friends gather. Quartzite counters & white cabinets give a classic look. The kitchen/great room combo has sliding doors to the hardscaped backyard where a gas fireplace is a focal feature & the covered pergola is ideal for dining on warm CA evenings. The primary bedroom is downstairs with french doors that open to the backyard & a large spa-like bathroom. The formal living room has an inviting gas fireplace & a smaller den/office across the hall is perfect for working from home. Upstairs are 2 large bedrooms & a fully remodeled bath. A walk-in attic tops off the second floor. With so many additional features not mentioned, this home is a must see.",,,"$1,015",,,,For Sale,,Text Owner at 408-601-9708 to schedule Do Not Go Without Appointment.,,"$1,015.13",,,CA,1/9/2024,Two Story,,,,,,,,,,1/11/2024,Yes,Yes,Yes,Yes,,,,,95125,R1-8
ML81949794,SLD,0,1138 Crescent Drive,,SAN JOSE,9999,"$2,600,000","$2,600,000",DE,2832.0,4.0,3.0,,Y,1.0,1939.0,0.15,"6,534",,,,,,,,,,,,,,,,,84.0,,,,264-58-046,0,,Datashare MLSListings,,,,01879849,,,,RESIDENTIAL,,1/12/2024,,,,,,,One of the sellers is a licensed real estate agent,Santa Clara,Willow Street,0,0,0,,,,San Jose Unified,,,,,,1138 Crescent DR,6085.0,2.0,,,,12/15/2023,,San Jose Unified,No,,,,,,1/14/2024,Conventional,12/15/2023 2:21 AM,$918,01791596,12/15/2023,susan.laragione@corcoranicon.com,,,,Excl Right,Market Listing,,,,,,,,Owner,12/15/2023,,,,,,,,,"$2,600,000",,12/15/2023,,,Public,1,,No,,,"$2,600,000",,$918.08,,,,81949794.0,"Nestled in the heart of Willow Glen, less than a 5 minute walk to town, sits this beautifully updated home. Open kitchen, alder cabinets, Viking fridge, stainless steel appliances, Thermador gas stove and oven. Slate flooring, marble honed countertops. Antique Carrera Marble in bar area w/wine fridge, small sink. Separate dining area that overlooks the beautiful grounds. Formal room that houses a charming fireplace along with another large gathering room. Full bathroom and bedroom downstairs. Library/office w/ built-in shelves. Wood flooring throughout, recessed lighting, AC/central heat. Huge primary room with vaulted ceilings, fireplace, walk in closet and a bathroom to die for. Detached garage with an additional room attached (permits unknown, buyer to investigate) and is being used as a gym-has access to a private oasis. Backyard is inviting with a fountain, large tree, stone walkways. Owned solar / water softener. Great basement with wine racks, laundry, art area/cabinets.",,,$918,,,,For Sale,,,,$918.08,,,CA,1/14/2024,Two Story,,,,,,,,,,1/14/2024,Yes,Yes,Yes,Yes,,,,,95125,R1-8
41024749,SLD,0,1066 Camino Ramon,,SAN JOSE,9999,"$1,600,000","$1,600,000",DE,1547.0,3.0,2.0,0.0,Y,2.0,1938.0,0.15,"6,634",,,,,,,,,,,,,,,,,85.0,,,,264-60-061,0,,BAY EAST,,,,01333990,01522213,,Yes,RESIDENTIAL,,5/22/2023,,,,,,,,Santa Clara,Willow,0,0,0,Willow to Camino Ramon,,Other,,,,,,,,6085.0,1.0,,,,4/20/2023,,,No,,,,,,5/22/2023,Conventional,4/20/2023 11:34 AM,"$1,034",01333990,4/20/2023,,,1522213.0,Full Service,Excl Right,Market Listing,,,,1.0,Yes,,,Call Agent,4/20/2023,,none,,,,,41024749,,"$1,600,000",,4/20/2023,,,,1,No,No,,"$1,600,000","$1,600,000",4/20/2023,"$1,034.26",,,Yes,,,,7.0,"$1,034",Same agent Listing and Buying,100.0,100.0,For Sale,,,,"$1,034.26",Public Records,,CA,5/22/2023,One Story,,,No,264-60-061,,,,,,5/22/2023,Yes,Yes,Yes,Yes,,1066.0,,Camino Ramon,95125,
ML81924576,SLD,6,1134 Crescent Drive,,SAN JOSE,9999,"$1,775,000","$1,902,000",DE,1807.0,3.0,2.0,,Y,2.0,1938.0,0.1591,"6,930",,,,,,,,,,,,,,,,,85.0,,,,264-58-044,0,,Datashare MLSListings,https://vimeo.com/818723728,,,01326725,,,,RESIDENTIAL,,5/23/2023,,,rjohnson@intero.com,,,,Call Paul or Tami with questions. Offer Date Tues 4/25 by 12pm. Seller reserves the right to accept a pre-emptive offer. Disclosures and reports located at: https://app.disclosures.io/link/1134-Crescent-Drive-ig4e8rgg,Santa Clara,El Abra,6,7,7,,,,San Jose Unified,,,,,,1134 Crescent DR,6085.0,1.0,,,,4/25/2023,,San Jose Unified,No,,,,,,5/25/2023,Conventional,4/18/2023 5:00 PM,$982,01449321,4/19/2023,paul.bertoldo@compass.com,,,,Excl Right,Market Listing,,,,,,,,Owner,4/25/2023,,,,,,,,,"$1,775,000",,4/25/2023,,,Public,51,,No,,,"$1,902,000",,"$1,052.57",,,,81924576.0,"Location, location, location! This is a downtown Willow Glen Beauty! The perfect mix of a traditional Willow Glen home with practical upgrades done over the years. Just a short walk to Downtown Willow Glen and all that The Avenue has to offer. Configured with 3 bedrooms and 2 baths, this property has many features, including; large living room with original tile fireplace and custom ceiling, separate formal dining room, spacious kitchen with light and bright eat in area, quarter basement, and 2 car detached garage. Other features include indoor laundry, gated driveway, hardwood flooring, air conditioning, double pane wood windows, covered patio area, and much more! Homes like this are what makes Willow Glen such a desirable community!",,,"$1,052",,,,For Sale,,,,"$1,052.57",,,CA,5/24/2023,One Story,,,,,,,https://vimeo.com/818723811,,,5/26/2023,Yes,Yes,Yes,Yes,,,,,95125,R1-8
ML81924378,SLD,12,1020 Cherry Avenue,,SAN JOSE,9999,"$3,250,000","$3,125,000",DE,2772.0,4.0,2.0,1.0,Y,2.0,2008.0,0.1502,"6,542",,,,,,,,,,,,,,,,,15.0,,,,264-59-072,0,,Datashare MLSListings,https://beyondre.marketing/1020-Cherry-Avenue,,,01046971,,,,RESIDENTIAL,,5/23/2023,,,,,,,"Easy to Show Text Valerie Mein 408-891-1332 Disclosures Available valmein@gmail.com Offers Must Include Signed Disclosures,POF,PreApproval,Selling Agent AVID,CAR Contract Please. Mudroom & Separate Laundry Room w/Folding Station,LG Washer & Dryer,.2 A/CUnits,Nest Thermostat.Upgrades:Home Theatre Upgrade powering in-home media and sound (home theatre, ceiling, side porch, & patio speakers),Custom floor to ceiling Garage Shelving,Garage Pool Table, Garage Sony 70 4K Flatscreen TV, Custom Window Shades by Finishing Touch Interiors, Custom Closets in bedrooms,Hot Spring Spa,Landscaping (Backyard, Spa Pad, Driveway) by Ascent Landscaping & Design, Iron Driveway,Gate, and Spa Panel by Brian's Welding,New Central Air Conditioner on Second Story,External Stain by Pride Painting,Custom Master BR Blackout Shades by Smith+Noble,New interior painting including cabinetry,New subway tile in kitchen backsplash and fireplace surround,New landscaping,New lighting,New kitchen faucet w/sprayer",Santa Clara,Willow Street,12,13,13,,,,San Jose Unified,,,,,,1020 Cherry AVE,6085.0,1.0,,,,4/24/2023,,San Jose Unified,No,,,,,,5/25/2023,Conventional,4/11/2023 5:00 PM,"$1,172",01216634,4/12/2023,valmein@gmail.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Vacant,4/24/2023,,,,,,,,,"$3,350,000",,4/24/2023,,,Public,50,,No,,,"$3,125,000",,"$1,127.34",Valerie Mein,408-891-1332,,81924378.0,"Price Improvement.Willow Glen Stunner,Sought After Cherry Ave, Custom Craftsman Built By Craig Rogers, 4 Bedrooms, 2.5 Bathrooms, 2,772 sq.ft., Wrap Around Porch w/Tongue & Groove Detail 498 sf, Over-Sized Detached Finished 2-Car Garage 456 sq.ft. Multi use Home Gym/entertainment ,Steps to Downtown Willow Glen's Lincoln Ave. Shops&Restaurants!New Interior Paint, Formal Entry w/Designer Chandelier,Gleaming Hardwood Floors Throughout!Formal Living Room w/Tray Ceiling,Picture Windows&Custom Shades.Formal Dining Room w/Double Pocket Doors&Designer Chandelier.Chef's Kitchen w/New Subway Tile Backsplash,New Kitchen Faucet.Island w/Seating Area,Wolf Gas Cooktop,Double Oven,Subzero Fridge,Subzero Wine Fridge,KitchenAid Dishwasher,Exposed Beam Ceiling,Shaw's Farmhouse Apron Sink.Great Room w/New Tile Surround on Fireplace.Primary Bedroom w/Vaulted Ceiling,Primary Bath w/Custom Sink,Walk-In Shower,Deep Soaking Tub.Professionally Landscaped Front&Backyard w/Lush Lawn,Masonry Brick Patio&Walkway",,,"$1,127",,,,For Sale,,,,"$1,127.34",,,CA,5/25/2023,Two Story,,,,,,,https://beyondre.marketing/1020-Cherry-Avenue/idx,,,5/26/2023,Yes,Yes,Yes,Yes,,,,,95125,R1
ML81976005,SLD,5,1067 Camino Pablo,,SAN JOSE,9999,"$1,782,000","$1,865,000",DE,1298.0,2.0,1.0,,Y,2.0,1939.0,0.150000,"6,534",,,,,,,,,,,,,,,,,85.0,,,,264-60-051,0,,Datashare MLSListings,,,,1216634.0,,,Yes,RESIDENTIAL,,9/17/2024,,,,,,,"EZ TO SHOW - CURRENTLY VACANT - GO DIRECT - LB IS ON FRONT DOOR BEHIND SCREEN DR. TRUSTEE WILL BE AVAILABLE TO REVIEW OFFERS IMMEDIATELY - PROPERTY BEING SOLD IN AS-IS CONDITION - NO ONE PASSED AWAY AT PROPERTY WITHIN 20 YEARS - USE CAR CONTRACT WITH TRUST ADVISORY - OLD REPUBLIC TITLE. NO COURT CONFIRMATION REQUIRED. For Disclosures, Inspections and Reports Please use Link: https://app.skyslope.com/BundleView.aspx?k=39d8bc3a-de07-4a82-8a76-a1001e1fd214",Santa Clara,Willow St.,5,5,5,,,,San Jose Unified,,,,,,1067 Camino Pablo,6085.0,,,,,8/13/2024,,San Jose Unified,No,,,,,,9/17/2024,Conventional,8/8/2024 6:21 AM,"$1,372",00572997,8/8/2024,bbruno@interorealestate.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Vacant,8/13/2024,,,,,,,,,"$1,782,000",,8/13/2024,,,Public,19,,,,,"$1,865,000",,"$1,436.83",,,,81976005.0,"TRUSTEE ESTATE SALE - TRUSTEE HAS PRICED FOR IMMEDIATE SALE - PROPERTY IS IN ORIGINAL TIME ERA CONDITION - HOWEVER, VERY WELL MAINTAINED AND SHOWS SPACIOUS AND BRIGHT - ORIGINAL HARDWOOD FLOORS, FIREPLACE AND DINING ROOM - LOCATED IN PREMIUM WILLOW GLEN ON A WELL MAINTAINED WELCOMING STREET.",,,"$1,436",,,,For Sale,,"Go Directly,Lockbox - Supra iBox Bluetooth LE",,"$1,436.83",,,CA,9/17/2024,One Story,,,,,,,,,,9/18/2024,Yes,Yes,Yes,Yes,,,,,95125,R1-8
