MLS No,Status,DOM,Address,Unit,City,Area,LP,SP,BT,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,Acres,Lot SqFt,HOA Fee,Freq,3rd Party Synd. Remarks,ADU Baths Full,ADU Baths Partial,ADU Bedrooms,ADU Building Type,ADU Description,ADU Kitchen,ADU Main Entry Floor,ADU Meter,ADU Occupied,ADU Rents For,ADU Sq. Ft.,ADU SqFt Source,ADU Y/N,Age,Agent Has Ownership,Agent Hit Count,Agent Related to Principal,Assessors Parcel No,Associated Document Count,Available to Show,Board ID,Branded Media Link,Branded Media Link 2,Builder/Architect,Buyer Agent DRE Num.,Buyer Broker DRE Number,Census Tract,City Transfer Tax,Class,Client Hit Count,Closing Date,Co Buy Agent DRE Num.,Co List Agent DRE Num.,Co-List Agent email,Co-List Agent Fax,Complex Name,Concessions at COE,Confidential Remarks,County,Cross Street,Cumulative DOM,Cumulative DOMLS,Days On MLS,Directions to Property,Disclosures Link,Dist/Nbrhood/Sub,Elementary School Distric,Entry Agent First Name,Entry Agent ID,Entry Agent Last Name,Entry Agent License ID,Expire Date,Filtered Address,FIPS Code,Fireplaces,Floor Unit is on,Foreclosure Status,Gate Code,General Date,Geocode Quality,High School District,HOA,HOA Management Companies,HOA Name,HOA Name (Other),HOA Phone,Homesnap Appt. Scheduling,Hotsheet Date,How Sold,Input Date,List $/SqFt,List Agent DRE Num.,List Date,Listing Agt email,Listing Agt Fax,Listing Broker DRE Number,Listing Service,Listing Type,Listing Visibility Type,Lockbox Location,Model,New Subdivision,Number of offers,Occpnt Req 24 Hr Notice,Occupant Name,Occupant Phone,Occupied By,Off Market Date,Old Complex,Old Concessions,Old Elem,Old High,Old HOA Name,Old Middle,Old MLS #,Old Subdivision,Original Price,Ownership Type,Pending Date,Pending Litigation,Percent Owner Occ,Photo Permission,Picture Count,Point of Sale Ordinance,Pool,Preferred Agent Fax,Previous Price,Price,Price Date,Price Per SQFT,Primary Showing Contact,Primary Showing Phone,Printed Neighborhood Rpt,Property ID,Public Remarks,Radar ID,Rooms Total,Sale $/SqFt,Sale COOP,Sale/Last List $,Sale/Original $,Sale/Rent,Sales Office Info Remarks,Showing Instruction,Showing Schedule Link,Sold Price Per SQFT,Source,Special Information,State,Status Date,Stories,Subdivision (Other),Subdivision Profile Rmks,Supra Box?,Tax ID,TIC % Owner Offered,Total # of Garage and Parking Spaces,Unbranded Media Link,Unbranded Media Link 2,Units in Complex,Update Date,VOW Address,VOW AVM,VOW Comment,VOW Include,WiFi Last,ZIDX Only House #,ZIDX Only Street Dir,ZIDX Only Street Name,Zip,Zoning
ML81956583,SLD,0,2480 Woodland Avenue,,SAN JOSE,9999,"$1,399,950","$1,400,000",DE,1200.0,3.0,2.0,,Y,2.0,1950.0,0.168700,"7,350",,,,,,,,,,,,,,,,,74.0,,,,274-50-019,0,,Datashare MLSListings,,,,01962095,,,Yes,RESIDENTIAL,,4/15/2024,,,,,,,Buyer to cooperate in a 1031 Tax Deferred Exchange at no cost to buyer. Disclosures and reports are coming. We are not able to show home right now due to tenant. This could change soon. Check back often for updates.,Santa Clara,Cory Avenue,0,1,1,,,,San Jose Unified,,,,,,2480 Woodland AVE,6085.0,1.0,,,,3/21/2024,,San Jose Unified,No,,,,,,4/15/2024,,3/20/2024 5:00 PM,"$1,166",00915656,3/21/2024,patrick@sereno.com,,,,Excl Right,Market Listing,,,,,,,,Tenant,3/21/2024,,,,,,,,,"$1,399,950",,3/21/2024,,,Public,1,No,No,,,"$1,400,000",,"$1,166.67",Monica Farnsworth,408-887-0696,,81956583.0,"This home is located on a lush, tree-lined street in the Bascom Gardens tract near Santana Row and Valley Fair Shopping Centers. These two shopping centers offer many upscale stores and restaurants. The property is situated near major commute avenues making access to Silicon Valley tech employers easy and has been expanded to include a primary suite, hardwood floors and cozy fireplace. The oversized lot is an added benefit.",,,"$1,166",,,,For Sale,,Call Listing Agent,,"$1,166.67",,,CA,4/15/2024,One Story,,,,,,,,,,4/15/2024,Yes,Yes,Yes,Yes,,,,,95128,R1
ML81918862,SLD,13,588 Saratoga Avenue,,SANTACLARA,9999,"$1,499,000","$1,475,000",DE,1694.0,3.0,2.0,,,0.0,1947.0,0.1653,"7,200",,,,,,,,,,,,,,,,,76.0,,,,269-32-004,0,,Datashare MLSListings,,,,01882266,,,,RESIDENTIAL,,4/6/2023,,,,,,,Sellers request a minimum 4 hours notice for showings. Call or text Listing Agent to arrange an appointment. Sellers will be present for all showings. There is no formal garage. Garage has been converted to livable space. No showings this week Tuesday-Thursday. Please hold children by the hand and be respectful and not open cabinets and closets. No sign or lockbox on property. Josh.Felder@redfin.com email for a quicker response. Call with any questions 650-400-7142 Disclosure link: https://app.disclosures.io/link/588-Saratoga-Avenue-hnjaz1qv,Santa Clara,Market,13,14,14,One way street with 25 MPH limit. From Market Stre,,,Santa Clara Unified,,,,,,588 Saratoga AVE,6085.0,,,,,3/7/2023,,Santa Clara Unified,No,,,,,,4/6/2023,Conventional,2/21/2023 4:00 PM,$884,01916058,2/22/2023,josh.felder@redfin.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Owner,3/7/2023,,,,,,,,,"$1,499,000",,3/7/2023,,,Public,32,,No,,,"$1,475,000",,$870.72,,,,81918862.0,"Spacious, well maintained, move-in ready home with extensive recent updates and unique floor plan. On quiet, one-way end (25 mph) of Saratoga Ave close to Old Quad, generous set back from the street. Primary bedroom with en-suite bathroom addition. Extra-large stall shower & separate tub, dual sink vanity & skylight. Garage converted to Family Room with permits. Large Kitchen with Formal Dining Room. Remodeled Kitchen and Bathrooms. Central heat and A/C. Double pane vinyl windows throughout. New stucco and exterior paint. Sunroom off Dining Room. Patio & Arbor covered in established grapevines. Non-smoking and pet free home. Good-sized storage shed. Quiet and low maintenance yard with mature fruit trees. Close to public transportation, schools, parks and Santa Clara University. Short drive to Valley Fair and Santana Row shops. Convenient access to 280/880. Santa Clara is one of the most historic and beautiful cities in Santa Clara County. Convenient and quiet; Must see to appreciate!",,,$870,,,,For Sale,,,,$870.72,,,CA,4/6/2023,One Story,,,,,,,,,,5/6/2023,Yes,Yes,Yes,Yes,,,,,95050,R1
ML81927102,SLD,1,498 Wainwright Avenue,,SAN JOSE,9999,"$1,199,000","$1,400,000",DE,1144.0,3.0,1.0,,Y,1.0,1947.0,0.155600,"6,779",,,,,,,,,,,,,,,,,76.0,,,,277-02-001,0,,Datashare MLSListings,,,,01965219,,,,RESIDENTIAL,,6/9/2023,,,,,,,Schedule here: https://RoxyRealty.as.me/498Wainwright | Adorable house and backyard that your clients will fall in love with! Contact Roxy w/ any questions: 408-314-1290,Santa Clara,Scott St,1,2,2,,,,Campbell Unified School District,,,,,,498 Wainwright AVE,6085.0,1.0,,,,5/17/2023,,Campbell Unified School District,No,,,,,,6/10/2023,Conventional,5/15/2023 5:00 PM,"$1,048",02006177,5/16/2023,roxy@sereno.com,,,,Excl Right,Market Listing,,,,,,,,Call Agent,5/17/2023,,,,,,,,,"$1,199,000",,5/17/2023,,,Public,49,,No,,,"$1,400,000",,"$1,223.78",,,,81927102.0,"Welcome home! You'll love this charming 3-bedroom home centrally located near dining, shopping, & easy commuting. This home offers an abundance of natural light exuding a welcoming & serene setting. Move-in ready with a remodeled kitchen, NEW bathroom, & refinished floors. Updated kitchen boasts stainless steel appliances, custom wood cabinetry, & granite counters. The remodeled bathroom features dual vanity, designer tile, & a tub shower w/ a glass enclosure. Just in time for the beautiful days of Summer, the backyard oasis features a wisteria pergola w/deck, spa, & amazing tree house. Tap your inner urban farmer in the separate garden w/ raised beds. The attached garage offers ample storage space & a finished area suitable for a gym or office. Updated 200 amp electrical panel, modern plumbing, & dual-pane windows. Amazing opportunity to live in the heart of San Jose while being just 5 minutes away from Valley Fair Mall/ Santana Row. Easy access to HWY 880, 17, and 280",,,"$1,223",,,,For Sale,,https://RoxyRealty.as.me/498Wainwright,,"$1,223.78",,,CA,6/10/2023,One Story,,,,,,,,,,6/11/2023,Yes,Yes,Yes,Yes,,,,,95128,R1
ML81948716,SLD,7,643 Crestview Drive,,SAN JOSE,9999,"$1,999,000","$2,280,000",DE,1836.0,3.0,3.0,,Y,2.0,1953.0,0.16,"6,970",,,,,,,,,,,,,,,,,70.0,,,,303-15-014,0,,Datashare MLSListings,https://vimeo.com/891507724?share=copy,,,01371905,,,,RESIDENTIAL,,1/8/2024,,,,,,,"Offers due Wednesday, 12/13 at 10am. Schedule appt here: https://tinyurl.com/az5k7u84 | SUPER clean property and reports. Disclosures here https://app.glide.com/shared/request/706e930b-7d4f-4e15-a764-aa48ea6af8ad/ | Addition of the family room and second ensuite completed by previous owner with permits in 2014/2015. Kitchen remodel and creating open concept completed by current seller with permits in 2020. Contact Roxy with questions: 408-314-1290. This home is PERFECT!",Santa Clara,Forest Ave,7,8,8,,,,San Jose Unified,,,,,,643 Crestview DR,6085.0,,,,,12/13/2023,,San Jose Unified,No,,,,,,1/10/2024,Conventional,12/5/2023 4:00 PM,"$1,088",02006177,12/6/2023,roxy@sereno.com,,,,Excl Right,Market Listing,,,,,,,,Vacant,12/13/2023,,,,,,,,,"$1,999,000",,12/13/2023,,,Public,99,,No,,,"$2,280,000",,"$1,241.83",,,,81948716.0,"Turnkey midcentury modern architecture meets unparalleled convenience in this urban oasis. This impeccably remodeled 3 bedroom (PLUS a flexible bonus room), 3 FULL bathroom home is move-in ready. The finished BONUS room features a private entrance & heat/AC, perfect for professionals working from home or gym. As you enter the home, you are welcomed by the bright open-concept kitchen/living/dining room with soaring vaulted ceilings. The separate, oversized family room doubles as a luxury home theater, featuring an automated screen & 4k projector! Expanded primary suite retreat has a large walk-in closet with professional organizers and stacking washer/dryer. Your primary bath has dual vanities, heated towel rack, & oversized standing shower. A second ensuite bed/bath is located off the family room, creating ultimate privacy. Upgraded in and out: remodeled kitchen & bathrooms, 3-zone HVAC, vaulted ceilings, solar, 2 EV chargers, 200 amp electrical panel, copper plumbing & more! Modern and low-maintenance backyard features turf, a beautifully paved dining/lounging area, and charming cafe lights. Incredibly central location. Mere blocks away from Valley Fair & Santana Row, with limitless dining and shopping options. Easy commute with easy access to HW 280, HW 17, & San Tomas Expy!",,,"$1,241",,,,For Sale,,https://tinyurl.com/az5k7u84,,"$1,241.83",,,CA,1/10/2024,One Story,,,,,,,https://vimeo.com/891509600?share=copy,,,1/11/2024,Yes,Yes,Yes,Yes,,,,,95117,R1-8
ML81965889,SLD,7,2064 University Avenue,,SAN JOSE,9999,"$2,299,000","$2,425,000",DE,2459.0,3.0,2.0,1.0,Y,2.0,1954.0,0.181300,"7,897",,,,,,,,,,,,,,,,,70.0,,,,274-38-028,0,,Datashare MLSListings,http://www.2064university.com,,,1864772.0,,,,RESIDENTIAL,,6/21/2024,,,katerina@revealrealestate.com,,,,,Santa Clara,N Bascom Ave,7,7,7,,,,San Jose Unified,,,,,,2064 University AVE,6085.0,2.0,,,,5/23/2024,,San Jose Unified,No,,,,,,6/21/2024,Conventional,5/16/2024 12:13 AM,$934,2006177,5/16/2024,roxy@sereno.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Owner,5/23/2024,,,,,,,,,"$2,299,000",,5/23/2024,,,Public,87,,No,,,"$2,425,000",,$986.17,Roxy Laufer,408-314-1290,,81965889.0,"Discover the enchanting allure of this picturesque single-story Colonial, nestled on University Avenue, one of the most distinguished streets in the greater Rose Garden. The perfect blend of charm & modern upgrades, incl. AC, 200 amp panel, hardwood floors, & quality remodeling. The Incredibly functional layout features a welcoming front entry to the formal dining & living rooms. Spacious dining room flows to the kitchen & breakfast nook. The remodeled kitchen honors vintage appeal while meeting modern needs w/ luxury appliances incl. ILVE Italian 6-burner gas range & double oven. Off the kitchen, find a half bath, laundry, & walk-in pantry. 2 separate living spaces w/ cozy fireplaces. The bedroom wing has 3 beds & 2 extensively remodeled baths w/ radiant heat floors. The oversized, 2-car detached garage has epoxy flooring, ample storage, 70-amp panel, 110 & 220-volt wiring, & pre-wired for a 50-amp EV. The expansive front and backyards have been designed for beauty & usability w/ flagstone patio, custom curved redwood deck, pergola, & plumbed for gas. Strategic flora for year-round blooms. The Rose Garden area is a community rich in history & culture w/ easy freeway access to the Bay Area. Enjoy proximity to Valley Fair, Santana Row, the Alameda, & many tech companies in DTSJ",,,$986,,,,For Sale,,"Appointment Only,Call First,Do Not Go Direct",,$986.17,,,CA,6/21/2024,One Story,,,,,,,http://www.2064university.com/mls/130042781,,,6/22/2024,Yes,Yes,Yes,Yes,,,,,95128,R1-8
ML81949693,SLD,6,745 N Monroe Street,,SAN JOSE,9999,"$1,650,000","$1,666,800",DE,1512.0,4.0,3.0,,Y,2.0,1950.0,0.16,"6,970",,,,,,,,,,,,,,,,,73.0,,,,274-45-001,0,,Datashare MLSListings,,,,01413912,,,Yes,RESIDENTIAL,,2/20/2024,,,,,,,Please contact Ella Sun 408.807.2318 (Prefer Text) for the door code and any questions. Please make sure to take off shoes or wear shoe covers for this raining season. Offer due date will be determined after weekend. Seller may consider pre-emptive offer.,Santa Clara,Homewood Dr,6,7,7,,,,San Jose Unified,,,,,,745 N Monroe ST,6085.0,,,,,1/24/2024,,San Jose Unified,No,,,,,,2/21/2024,Conventional,1/17/2024 4:00 PM,"$1,091",01877209,1/18/2024,ella.sun@compass.com,,,,Excl Right,Market Listing,,,,,,,,Vacant,1/24/2024,,,,,,,,,"$1,650,000",,1/24/2024,,,Public,25,,,,,"$1,666,800",,"$1,102.38",Ella Sun,408-807-2318,,81949693.0,"Welcome to the peaceful Cory Neighborhood, where you'll discover a rare floorplan tailored for multi-generational living. This property boasts a 3 beds, 2 baths layout on the GROUND floor, complemented by an additional 1 bed and1bath space above garage. Situated in a quiet and incredibly convenient location, this home offers a short walking distance to Westfield Valley Fair Mall and Santana Row. Moreover, it is surrounded by significant tech hubs such as the Apple Headquarters, the sprawling Google site in Downtown San Jose, O'conner Hospital, Rose Garden and an upcoming $8B project near Levi's Stadium. Recently remodeled,features a host of modern amenities including a fancy kitchen and baths, adorned with crown molding, hardwood flooring, quartz countertops, ample cabinetry, a breakfast bar, and recessed lighting. Notable upgrades include a newer roof, a modern furnace, dual-zoned AC with an enhanced 200AMPS electric service. Access to the covered patio is facilitated by a sliding glass door, leading to a completely paved backyard. Among the recent additions are a newer water heater, a fireplace, a Toto toilet, a fully finished garage, a new closet, and a solar system, ensuring both comfort and energy efficiency. No matter own or invest, a great opportunity not to miss!",,,"$1,102",,,,For Sale,,"Gate Code - Call LA,Leave Card,See Remarks",,"$1,102.38",,,CA,2/21/2024,One Story,,,,,,,,,,2/22/2024,Yes,Yes,Yes,Yes,,,,,95128,R1-8
ML81950814,SLD,7,2045 McDaniel Avenue,,SAN JOSE,9999,"$1,999,999","$2,195,000",DE,2425.0,4.0,3.0,,Y,2.0,1971.0,0.16,"6,970",,,,,,,,,,,,,,,,,53.0,,,,274-40-032,0,,Datashare MLSListings,,,,02028751,,,,RESIDENTIAL,,2/2/2024,,,,,,,"Please contact Mae @ 669.241.8308 for questions. Use CAR contract with proof of funds and lender pre-approval letter if financing. Offer due Wednesday, 1/17/2024 at 1PM.",Santa Clara,Bascom,7,8,8,,,,Campbell Unified School District,,,,,,2045 McDaniel AVE,6085.0,,,,,1/17/2024,,Campbell Unified School District,No,,,,,,2/2/2024,Conventional,1/9/2024 4:00 PM,$824,02134249,1/10/2024,mae.bqrealty@gmail.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Vacant,1/17/2024,,,,,,,,,"$1,999,999",,1/17/2024,,,Public,49,,No,,,"$2,195,000",,$905.15,,,,81950814.0,"Charming & meticulously maintained home Located in the Prestigious Rose Garden Area. The open floor plan seamlessly connects the living, dining, & kitchen areas, hardwood Floors, new refrigerator, new air conditioning, and Spacious Primary Bedroom with two Walk-in closets. The roof was replaced three years ago. The Home ensures privacy and relaxation with its nice backyard. Short Distance from the Rose Garden, Zanottos Market, OConnor Hospital, Valley Fair Mall, and countless Silicon Valley Tech Companies, etc. Some photos are virtual staged.",,,$905,,,,For Sale,,"Go Directly,Leave Card,Lockbox - Supra iBox Bluetooth LE",,$905.15,,,CA,2/2/2024,Two Story,,,,,,,,,,2/2/2024,Yes,Yes,Yes,Yes,,,,,95128,R1B6
ML81932230,SLD,0,2255 Peachtree Lane,,SAN JOSE,9999,"$1,100,000","$1,145,000",DE,1134.0,3.0,1.0,,Y,2.0,1949.0,0.176500,"7,687",,,,,,,,,,,,,,,,,74.0,,,,274-31-054,0,,Datashare MLSListings,,,,01915526,,,,RESIDENTIAL,,7/18/2023,,,,,,,,Santa Clara,Monroe St.,0,1,1,,,,San Jose Unified,,,,,,2255 Peachtree LN,6085.0,,,,,6/18/2023,,San Jose Unified,No,,,,,,7/20/2023,Conventional,6/17/2023 11:59 PM,$970,00771698,6/18/2023,mgarvey@sbcglobal.net,,,,Excl Right,Market Listing,,,,,,,,Owner,6/18/2023,,,,,,,,,"$1,100,000",,6/18/2023,,,Public,1,,,,,"$1,145,000",,"$1,009.70",,,,81932230.0,,,,"$1,009",,,,For Sale,,,,"$1,009.70",,,CA,7/20/2023,One Story,,,,,,,,,,7/20/2023,Yes,Yes,Yes,Yes,,,,,95128,R1-8
ML81932938,SLD,9,2283 Peachtree Lane,,SAN JOSE,9999,"$1,999,000","$2,100,000",DE,1893.0,4.0,3.0,,Y,2.0,1949.0,0.1754,"7,642",,,,,,,,,,,,,,,,,74.0,,,,274-31-059,0,,Datashare MLSListings,https://my.matterport.com/show/?m=WqTmNBd2wRR,,,2143604.0,,,,RESIDENTIAL,,7/18/2023,,,,,,,Some exterior photos have been virtually staged to show possibilities of the spacious backyard. Contact listing agent Paul 415.216.8746 with additional questions or to schedule a showing. NO SUPRA. Disclosures: https://app.disclosures.io/link/2283-Peachtree-Lane-39y07qal,Santa Clara,Monroe,9,9,9,,,,San Jose Unified,,,,,,2283 Peachtree LN,6085.0,,,,,7/2/2023,,San Jose Unified,No,,,,,,7/18/2023,Cash,6/23/2023 5:01 AM,"$1,055",1371169.0,6/23/2023,paul@skyboxrealty.com,,,Full Service,,Market Listing,,,,,,,,Owner,7/2/2023,,,,,,,,,"$1,999,000",,7/2/2023,,,Public,29,,No,,,"$2,100,000",,"$1,109.35",,415-216-8746,,81932938.0,"Incredible single-story, updated home in a prime San Jose location! The spacious home features an open concept living area with wide plank hardwood flooring throughout, a chefs kitchen with expansive island, quartz countertops, high end stainless steel appliances, pantry, and a separate bar area with wine fridge. Four bedrooms & three baths (2 are ensuites), make this the perfect family home. In-home washer/dryer, central AC & heat, custom window treatments, a tankless water heater, garage with car charger hook up and driveway parking, and a large backyard complete the home. Spacious lot with room in the back to expand with a pool or ADU (buyer to inquire with city). Nestled in a highly sought-after neighborhood, this San Jose home is on a quiet tree-lined street, close to public transportation, freeways, schools, restaurants, tech offices, and more. Walk to Westfield Valley Fair & Santana Row! ** Some exterior photos have been virtually staged to show flexibility of the backyard **",,,"$1,109",,,,For Sale,,,,"$1,109.35",,,CA,7/18/2023,One Story,,,,,,,,,,7/19/2023,Yes,Yes,Yes,Yes,,,,,95128,R1-8
ML81915654,SLD,10,2397 Boxwood Drive,,SAN JOSE,9999,"$1,400,000","$1,373,000",DE,1236.0,3.0,2.0,,Y,2.0,1949.0,0.155900,"6,790",,,,,,,,,,,,,,,,,74.0,,,,274-55-0560,0,,Datashare MLSListings,,,,02088077,,,,RESIDENTIAL,,2/12/2023,,,contact@sharadgupta.realtor,,,,This is a Charmer. Show and sell. Disclosures by request. Jcres@email.com,Santa Clara,Newhall,10,10,10,,,,San Jose Unified,,,,,,2397 Boxwood DR,6085.0,1.0,,,,1/15/2023,,San Jose Unified,No,,,,,,2/12/2023,Conventional,1/5/2023 11:12 AM,"$1,132",1826663,1/5/2023,jcres@email.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Vacant,1/15/2023,,,,,,,,,"$1,400,000",,1/15/2023,,,Public,10,,No,,,"$1,373,000",,"$1,110.84",,,,81915654.0,"Well maintained cozy home with 3 bedrooms 2 full bath. Mother in law quarters with private entrance and bathroom. Viking gas stove, Refrigerator, Dishwasher, Trash compactor and washer /dryer included.Inside laundry. Rv parking. new concrete driveway and rear patio. Drip watering system in back yard. Sprinkler in front.Lots of natural light from skylights throughout.Hard wood floor. New plank floor in family room.Close to shopping and Santana Row.",,,"$1,110",,,,For Sale,,,,"$1,110.84",,,CA,2/12/2023,One Story,,,,,,,,,,3/6/2023,Yes,Yes,Yes,Yes,,,,,95128,R1-8
