MLS No,Status,DOM,Address,Unit,City,Area,LP,SP,BT,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,Acres,Lot SqFt,HOA Fee,Freq,3rd Party Synd. Remarks,ADU Baths Full,ADU Baths Partial,ADU Bedrooms,ADU Building Type,ADU Description,ADU Kitchen,ADU Main Entry Floor,ADU Meter,ADU Occupied,ADU Rents For,ADU Sq. Ft.,ADU SqFt Source,ADU Y/N,Age,Agent Has Ownership,Agent Hit Count,Agent Related to Principal,Assessors Parcel No,Associated Document Count,Available to Show,Board ID,Branded Media Link,Branded Media Link 2,Builder/Architect,Buyer Agent DRE Num.,Buyer Broker DRE Number,Census Tract,City Transfer Tax,Class,Client Hit Count,Closing Date,Co Buy Agent DRE Num.,Co List Agent DRE Num.,Co-List Agent email,Co-List Agent Fax,Complex Name,Concessions at COE,Confidential Remarks,County,Cross Street,Cumulative DOM,Cumulative DOMLS,Days On MLS,Directions to Property,Disclosures Link,Dist/Nbrhood/Sub,Elementary School Distric,Entry Agent First Name,Entry Agent ID,Entry Agent Last Name,Entry Agent License ID,Expire Date,Filtered Address,FIPS Code,Fireplaces,Floor Unit is on,Foreclosure Status,Gate Code,General Date,Geocode Quality,High School District,HOA,HOA Management Companies,HOA Name,HOA Name (Other),HOA Phone,Homesnap Appt. Scheduling,Hotsheet Date,How Sold,Input Date,List $/SqFt,List Agent DRE Num.,List Date,Listing Agt email,Listing Agt Fax,Listing Broker DRE Number,Listing Service,Listing Type,Listing Visibility Type,Lockbox Location,Model,New Subdivision,Number of offers,Occpnt Req 24 Hr Notice,Occupant Name,Occupant Phone,Occupied By,Off Market Date,Old Complex,Old Concessions,Old Elem,Old High,Old HOA Name,Old Middle,Old MLS #,Old Subdivision,Original Price,Ownership Type,Pending Date,Pending Litigation,Percent Owner Occ,Photo Permission,Picture Count,Point of Sale Ordinance,Pool,Preferred Agent Fax,Previous Price,Price,Price Date,Price Per SQFT,Primary Showing Contact,Primary Showing Phone,Printed Neighborhood Rpt,Property ID,Public Remarks,Radar ID,Rooms Total,Sale $/SqFt,Sale COOP,Sale/Last List $,Sale/Original $,Sale/Rent,Sales Office Info Remarks,Showing Instruction,Showing Schedule Link,Sold Price Per SQFT,Source,Special Information,State,Status Date,Stories,Subdivision (Other),Subdivision Profile Rmks,Supra Box?,Tax ID,TIC % Owner Offered,Total # of Garage and Parking Spaces,Unbranded Media Link,Unbranded Media Link 2,Units in Complex,Update Date,VOW Address,VOW AVM,VOW Comment,VOW Include,WiFi Last,ZIDX Only House #,ZIDX Only Street Dir,ZIDX Only Street Name,Zip,Zoning
ML81933431,SLD,5,1120 Willow Glen Way,,SAN JOSE,9999,"$1,375,000","$1,500,000",DE,1108.0,2.0,1.0,,Y,1.0,1936.0,0.117700,"5,126",,,,,,,,,,,,,,,,,87.0,,,,429-27-095,0,,Datashare MLSListings,https://tours.tourfactory.com/tours/tour.asp?t=3085427,,,01911569,,,Yes,RESIDENTIAL,,8/1/2023,,,,,,,"Received 4 offers. Non contingent offer accepted. Easy to show via CALENDLY calendly.com/kenroberts-2/willow-glen-way Please leave lights on. thank you DISCLOSURES https://app.disclosures.io/link/1120-Willow-Glen-Way-1bro1iyh OPEN HOUSE SATURDAY AND SUNDAY 1:00PM to 4:00PM 7/08, 7/09. SELLER REQUESTS NO PREEMPTIVE OFFERS. OFFER DEADLINE TUESDAY, 7/11 11:00AM. DEPOSIT WITHIN 24 HRS. Washer/dryer + refrigerator included in sale. One key opens house and detached garage. Refrigerator, washer, and dryer included in sale. Please contact KEN ROBERTS for Questions 408 205 9232",Santa Clara,LINCOLN AVE,5,6,6,ALMADEN EXPRESSWAY TO LINCOLN AVE AND LEFT ON WILL,,,San Jose Unified,,,,,,1120 Willow Glen WAY,6085.0,1.0,,,,7/11/2023,,San Jose Unified,No,,,,,,8/1/2023,Conventional,7/5/2023 5:00 PM,"$1,240",01125951,7/6/2023,kenroberts@kw.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Vacant,7/11/2023,,,,,,,,,"$1,375,000",,7/11/2023,,,Public,23,No,No,,,"$1,500,000",,"$1,353.79",,,,81933431.0,"Not to be missed!! Willow Glen two bedroom, one bath pride of ownership home with original detail. Updated Kitchen with stainless steel appliances with pantry and new paint. Dining Room with pendant lighting with French doors to landscaped backyard. Large living room with fireplace with original detail. Tiled bathroom with beautiful hutch and heated towel rack. Detached one car garage with additional room---ideal for office. Air conditioning. Owned solar. Great Willow Glen location with easy walk to Downtown. Good schools: Booksin, Willow Glen Middle and High. All new exterior and interior paint. Landscaped Backyard and front yards with drip system and in front drought resistant plants. Beautiful cedar fence in backyard. Fruit trees: Damson plum, pomegranate, Valencia orange, Meyer lemon, bougainvillea, and prickly pear cactus. OPEN HOUSE SATURDAY AND SUNDAY 1:00PM TO 4:00PM 7/08, 7/09",,,"$1,353",,,,For Sale,,,,"$1,353.79",,,CA,8/1/2023,One Story,,,,,,,https://tours.tourfactory.com/tours/tour.asp?idx=1&t=3085427,,,8/3/2023,Yes,Yes,Yes,Yes,,,,,95125,R1-8
ML81920094,SLD,9,1791 Kirkland Avenue,,SAN JOSE,9999,"$1,399,000","$1,600,000",DE,1286.0,3.0,2.0,,Y,1.0,1950.0,0.1132,"4,932",,,,,,,,,,,,,,,,,73.0,,,,439-24-040,0,,Datashare MLSListings,http://www.1791kirkland.com,,,01347405,,,,RESIDENTIAL,,4/3/2023,,,,,,,"Text Mary Ann 408-655-4593 and then show, please make sure lights are turned out and all doors are secured. Offer date will be determined in response to buyer activity, check with listing agent. https://app.glide.com/share/1jKeCt2eWvey4COlkcA1k9/OFFERS DUE WEDNESDAY MARCH 8 AT NOON",Santa Clara,Pine,9,9,9,,,,San Jose Unified,,,,,,1791 Kirkland AVE,6085.0,,,,,3/9/2023,,San Jose Unified,No,,,,,,4/3/2023,Conventional,2/28/2023 4:05 AM,"$1,087",01478628,2/28/2023,maryann@sereno.com,,,,,Market Listing,,,,,,,,Vacant,3/9/2023,,,,,,,,,"$1,399,000",,3/9/2023,,,Public,45,,No,,,"$1,600,000",,"$1,244.17",,,,81920094.0,"Welcome to 1791 Kirkland Ave! This stunning 3 bedroom, 2 bath home is sure to impress with its elegant style and desirable location.Upon entering the home, you will be greeted by a warm and inviting living room featuring large windows that allow natural light to flood the space. The gourmet kitchen is a chef's dream with stainless steel appliances, quartz countertops, and convenient breakfast bar. The adjacent dining area is perfect for entertaining guests.The primary bedroom is a peaceful retreat with plenty of natural light and a spacious walk in closet. The en-suite bathroom boasts dual sinks, spacious shower, offering a spa-like experience in the comfort of your own home.Outside, the backyard is a private oasis perfect for outdoor entertaining, gardening, or simply enjoying the California sunshine. Located near award winning schools (Booksin Elementary), shopping, and dining, this home offers it all. Don't miss out on this amazing opportunity to call Willow Glen home!",,,"$1,244",,,,For Sale,,,,"$1,244.17",,,CA,4/3/2023,One Story,,,,,,,http://www.1791kirkland.com/mls/93859826,,,5/6/2023,Yes,Yes,Yes,Yes,,,,,95125,R1-8
ML81948157,SLD,41,1920 Glen Una Avenue,,SAN JOSE,9999,"$1,798,888","$1,885,000",DE,1344.0,3.0,2.0,,Y,2.0,1939.0,0.120000,"5,227",,,,,,,,,,,,,,,,,84.0,,,,439-19-085,0,,Datashare MLSListings,,,,02053177,,,,RESIDENTIAL,,1/25/2024,,,,,,,"Additional 48 sq ft was added on during recent remodel. Any questions, please contact Kelly Ray: 408-857-1638 | KellyRay@therealexperts.com. Thank you!",Santa Clara,Byerley Ave,41,42,42,,,,San Jose Unified,,,,,,1920 Glen Una AVE,6085.0,1.0,,,,1/2/2024,,San Jose Unified,No,,,,,,1/26/2024,Conventional,11/21/2023 4:00 PM,"$1,338",01962493,11/22/2023,kellyray@therealexperts.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Vacant,1/2/2024,,,,,,,,,"$1,798,888",,1/2/2024,,,Public,22,,No,,,"$1,885,000",,"$1,402.53",Kelly Ray,408-857-1638,,81948157.0,"Remember the charm and the connection of neighborhoods from the good old days? Well this is it! Welcome to 1920 Glen Una Avenue, recently remodeled and ready for its new owner to call Home. This charming three bedroom, two bathroom home is nestled on a beautifully serene, tree-lined street in Willow Glen. Less than a half mile away is the beautiful and bustling Willow Glen downtown with its shops, restaurants, and cafes to explore and enjoy. This home is a must-see with its brand new kitchen, new primary bathroom, new flooring throughout and an updated second bathroom. Upon stepping outside into the back yard you'll find a grassy oasis, surrounded by majestic trees, providing plenty of space to entertain or relax. Welcome Home!",,,"$1,402",,,,For Sale,,,,"$1,402.53",,,CA,1/26/2024,One Story,,,,,,,,,,1/27/2024,Yes,Yes,Yes,Yes,,,,,95125,R1-8
ML81911540,SLD,136,1918 Ellen Avenue,,SAN JOSE,9999,"$2,210,000","$2,210,000",DE,2508.0,4.0,3.0,,Y,1.0,1948.0,0.1186,"5,165",,,,,,,,,,,,,,,,,74.0,,,,439-19-017,0,,Datashare MLSListings,https://tours.tourfactory.com/tours/tour.asp?t=3033895,,,1507615.0,,,Yes,RESIDENTIAL,,5/11/2023,,,,,,,Text 408.205.9625 for showing times - easy to show. https://app.disclosures.io/link/1918-Ellen-Avenue-bfyq2qca Permits are now completed - final received 2/27/23.,Santa Clara,Byerley,136,136,136,,,,San Jose Unified,,,,,,1918 Ellen AVE,6085.0,1.0,,,,3/11/2023,,San Jose Unified,No,,,,,,5/12/2023,Conventional,10/26/2022 8:28 AM,$881,1234067.0,10/26/2022,h.herz@ggsir.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Owner,3/11/2023,,,,,,,,,"$2,350,000",,3/11/2023,,,Public,32,,Private,,,"$2,210,000",,$881.18,,408-205-9625,,81911540.0,"Almost New! Completely remodeled & expanded with the highest quality of finishes with a dream kitchen & designer baths. Open Concept Gourmet Chef's kitchen creates the perfect entertaining flow between the kitchen, inviting breakfast nook w/coffee bar, living room, & dining room. Kitchen features: Quartz slab counters, designer tile backsplash, Wolf range, double oven, Bosch dishwasher & microwave. Ground level bedroom & full bath perfect for guests. Primary bedroom is oversized & has barn doors at the large walk-in closet & a stunning spa like bath with a soaking tub. Plenty of room to entertain with a separate amazing family room with vaulted ceiling leading to the private backyard with a newer pool. Short distance to Willow Glen's fine restaurants, coffee shops & wonderful boutiques. Additional amenities include an impressive stone fireplace, hardwood floors, dual pane windows, newer roof, upstairs laundry, designer light fixtures, & modern drywall texture. Booksin Elementary.",,,$881,,,,For Sale,,Text for showing times - easy to show,,$881.18,,,CA,5/11/2023,Two Story,,,,,,,https://tours.tourfactory.com/tours/tour.asp?idx=1&t=3033895,,,5/13/2023,Yes,Yes,Yes,Yes,,,,,95125,R1-8
ML81952224,SLD,7,1974 Ellen Avenue,,SAN JOSE,9999,"$1,698,000","$1,900,000",DE,1317.0,3.0,2.0,,Y,1.0,1948.0,0.110000,"4,792",,,,,,,,,,,,,,,,,76.0,,,,439-19-010,0,,Datashare MLSListings,,,,01862062,,,Yes,RESIDENTIAL,,3/4/2024,,,,,,,"From Feb 14-Feb 21 you can go direct without an appointment. ** OFFER DEADLINE - Wednesday Feb 21 by 10AM. Sellers will consider a preemptive offer but it must be exceptional in price and terms. **Please wear booties or remove your shoes while touring. It's stormy out there! With offer (CAR only), please provide pre-approval letter, POF and at least a full 24-hours to respond as sellers are vacationing during this marketing period and not easily reachable. Please have clients (agent too) sign coversheet acknowledging you've read and understand the disclosures/reports in package. ** Sellers are actively looking for a replacement property; they may need a rent-back through March 31 (hopefully sooner). **Chickens and Coop do NOT convey** If you have any questions please call listing agent Sara Greenwood (408) 655-5262",Santa Clara,Malone Road,7,8,8,,,,San Jose Unified,,,,,,1974 Ellen AVE,6085.0,1.0,,,,2/21/2024,,San Jose Unified,No,,,,,,3/4/2024,Cash,2/13/2024 4:00 PM,"$1,289",1840004.0,2/14/2024,sara@voyagerre.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Owner,2/21/2024,,,,,,,,,"$1,698,000",,2/21/2024,,,Public,51,,No,,,"$1,900,000",,"$1,442.67",Sara Greenwood,408-655-5262,,81952224.0,"This elegant bungalow-ranch home, nestled on a sought-after street in the vibrant heart of Willow Glen, is sure to capture your heart. The house integrates classic charm with modern aesthetics, creating a balance between old-world charm and contemporary living. The renovated kitchen, situated at the core of the home, boasts shaker cabinets, sleek honed granite countertops, and state-of-the-art stainless-steel appliances. It is complemented by a wrap-around breakfast bar and a cozy dining nook. The kitchen flows into a welcoming living area adorned with rich oak hardwood floors and a wood-burning fireplace. The private, primary bedroom suite features an attached luxurious bathroom, a double vanity with marble countertops, and an oversized shower stall. Two spacious guest bedrooms share a stylish hall bathroom, outfitted with beautiful marble floors, a shaker vanity topped with a marble counter, and original cast iron bathtub. Beyond the main living spaces, discover a detached studio, a sanctuary for artists, yogis, or anyone in pursuit of a quiet haven for inspiration. This unique space invites endless possibilities for creativity and solitude. You will fall in love with this classic Willow Glen charmer!",,,"$1,442",,,,For Sale,,"Call First,Lockbox - Supra iBox Bluetooth LE,See Remarks",,"$1,442.67",,,CA,3/4/2024,One Story,,,,,,,,,,3/6/2024,Yes,Yes,Yes,Yes,,,,,95125,R1-8
41049670,SLD,1,1959 Jonathan Ave,,SAN JOSE,9999,"$1,790,000","$1,880,000",DE,1478.0,3.0,2.0,0.0,Y,1.0,1948.0,0.120000,"5,100",,,"Tracy Nelson - 925-872-0400 - This beautiful Willow Glen home is a captivating oasis of charm and convenience, desirable features to elevate everyday living. Located within walking distance to downtown Lincoln Ave, the home effortlessly integrates the indoor and outdoor spaces to create a serene and inviting atmosphere. Large windows flood the interior with natural light, highlighting the modern touches and newer oak floors, creating an ambiance of warmth. The French doors from both the main suite and an extra bedroom effortlessly open up the interior to the newly landscaped backyard, complete with fruit trees, white rose bushes, newly planted privacy trees, and vegetable planters, creating an ideal space for unwinding or entertaining. The spacious primary suite with walk-in closet has a spa-like bath for relaxing after a long day. Meanwhile, two additional bedrooms share an updated bathroom, providing comfort and style for family or guests. The convenient proximity to vibrant downtown Willow Glen ensures easy access to the area's bustling shopping and dining scene, while the home's serene surroundings provide an idyllic backdrop for gatherings and celebrations. Furthermore, the property is equipped with a Lifesource whole house water filtration system, enhancing the quality of everyday living.",,,,,,,,,,,,,,76.0,No,,No,439-19-027,0,,DELTA,https://1959jonathan.com,https://youtu.be/J4v8StIxXpI,,02013998,2177478.0,,Yes,RESIDENTIAL,,3/11/2024,,,,,,,"Please try to give 2 hour notice for appt., seller has child and dogs. Text Tracy 925-872-0400 to make appt. Offers Due Monday 2/19 10AM, Sellers do reserve the right to accept a preemptive. Disclosures and Reports: https://app.disclosures.io/link/1959-Jonathan-Avenue-ym6vqe4c Pre Opened with Denisse Hernandez First American Title, for convenience.",Santa Clara,Byerley,1,3,3,Byerley to Jonathan,,WILLOW GLEN,,,,,,,,6085.0,1.0,,,,2/13/2024,,,No,,,,,,3/11/2024,Conventional,2/10/2024 4:03 PM,"$1,211",01841691,2/12/2024,,,2073759.0,Full Service,Excl Right,Market Listing,,,,1.0,No,,,Owner,2/13/2024,,no,,,,,41049670,,"$1,790,000",,2/13/2024,,,,47,No,No,,"$1,790,000","$1,880,000",3/11/2024,"$1,271.99",Tracy,Nelson,Yes,,"This beautiful Willow Glen home is a captivating oasis of charm and convenience, desirable features to elevate everyday living. Located within walking distance to downtown Lincoln Ave, the home effortlessly integrates the indoor and outdoor spaces to create a serene and inviting atmosphere. Large windows flood the interior with natural light, highlighting the modern touches and newer oak floors, creating an ambiance of warmth. The French doors from both the main suite and an extra bedroom effortlessly open up the interior to the newly landscaped backyard, complete with fruit trees, white rose bushes, newly planted privacy trees, and vegetable planters, creating an ideal space for unwinding or entertaining. The spacious primary suite with walk-in closet has a spa-like bath for relaxing after a long day. Meanwhile, two additional bedrooms share an updated bathroom, providing comfort and style for family or guests. The convenient proximity to vibrant downtown Willow Glen ensures easy access to the area's bustling shopping and dining scene, while the home's serene surroundings provide an idyllic backdrop for gatherings and celebrations. Furthermore, the property is equipped with a Lifesource whole house water filtration system, enhancing the quality of everyday living.",,6.0,"$1,272",LA & BA different company/franchise,105.0,105.0,For Sale,,"Please try to give 2 hour notice for appt., seller has child and dogs. Text Tracy 925-872-0400 to make appt.",,"$1,271.99",Public Records,,CA,3/11/2024,One Story,,,Yes,439-19-027,,,,,,3/12/2024,Yes,Yes,Yes,Yes,,1959.0,,Jonathan Ave,95125,
ML81954367,SLD,4,1827 Creek Drive,,SAN JOSE,9999,"$2,850,000","$2,850,000",DE,2420.0,4.0,3.0,1.0,Y,2.0,2023.0,0.125000,"5,446",,,,,,,,,,,,,,,,,1.0,,,,439-25-038,0,,Datashare MLSListings,https://app.homejab.com/property/view/1827-creek-dr-san-jose-ca-95125-usa,,,02147223,,,Yes,RESIDENTIAL,,3/1/2024,,,,,,,"Please call/text listing agent to show, do not go direct: 408-309-7173 Disclosures and reports at: https://app.disclosures.io/link/1827-Creek-Drive-m9eo8uoe",Santa Clara,Bird,4,4,4,,,,San Jose Unified,,,,,,1827 Creek DR,6085.0,1.0,,,,2/19/2024,,San Jose Unified,No,,,,,,3/2/2024,Cash,2/15/2024 12:00 AM,"$1,177",01363429,2/15/2024,mhaugh@kw.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Call Agent,2/19/2024,,,,,,,,,"$2,850,000",,2/19/2024,,,Public,33,,No,,,"$2,850,000",,"$1,177.69",,,,81954367.0,"Welcome to an extraordinary new home nestled in the highly sought-after Willow Glen community, and situated in the coveted Booksin Elementary School district. This 4-bedroom home embodies superior craftsmanship and opulent finishes, accentuated by the added convenience of a fully owned solar system and prepped for an electric vehicle charger. The main level offers a Great Room featuring a sleek fireplace, connected to an Epicurean's Kitchen adorned with top-tier appliances & a spacious island. The first level floor plan further boasts a mud room, guest en-suite, and a half bath. Upstairs the primary suite awaits with a custom walk-in closet & a lavish bath that includes a Badeloft soaking tub, an expansive glass-enclosed shower, & dual vanities. Two additional bedrooms, a full bath, and a generously sized laundry room round out the second level. The spacious and private backyard offers an ample covered patio with skylights perfect for outdoor entertaining. Additional details of this property include wire-brushed natural white oak flooring, designer plumbing, and light fixtures, prepped for a water filtration system, dual-zone high-efficiency HVAC, NEST doorbell, CAT-6 wiring, multimedia panel, and custom stamped hardscaping, and so much more.",,,"$1,177",,,,For Sale,,Lockbox - Supra iBox Bluetooth LE,,"$1,177.69",,,CA,3/1/2024,Two Story,,,,,,,https://mls.homejab.com/property/1827-creek-dr-san-jose-ca-95125-usa,,,3/3/2024,Yes,Yes,Yes,Yes,,,,,95125,R1-8
ML81948186,SLD,24,730 Arbor Drive,,SAN JOSE,9999,"$1,478,000","$1,500,000",DE,1004.0,3.0,1.0,,Y,1.0,1950.0,0.12,"5,227",,,,,,,,,,,,,,,,,73.0,,,,439-25-057,0,,Datashare MLSListings,https://beyondre.marketing/730-Arbor-Drive,,,02003505,,,Yes,RESIDENTIAL,,1/17/2024,,,,,,,Please submit offers with full disclosure package on Disclosure I.O. TFT fell through no fault of property,Santa Clara,Kirkland,24,24,24,On the corner of Arbor and Kirkland -,,,San Jose Unified,,,,,,730 Arbor DR,6085.0,1.0,,,,12/26/2023,,San Jose Unified,No,,,,,,1/17/2024,Conventional,11/17/2023 4:43 AM,"$1,472",00595786,11/17/2023,jjones@cbnorcal.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Owner,12/26/2023,,,,,,,,,"$1,478,000",,12/26/2023,,,Public,34,No,No,,,"$1,500,000",,"$1,494.02",Tony,408-891-1018,,81948186.0,"Updated 1950s home boasts warmth and character, along with modern amenities and unexpected upgrades. Gourmet kitchen with Bosch appliances, granite slab, white Shaker cabinets, and seamless flow between dining and living room. Beautifully updated bath, Spacious Primary bedroom and two well-appointed secondary bedrooms. Backyard oasis with custom pavilion, complete with an outdoor kitchen,with natural gas to BBQ and firepit, & wrap around bar with seating for 8. Garage w/custom cabinetry, epoxy flooring, new lighting/wiring, and plenty of storage space. Some of the upgrades include: new HVAC, new water main from street to house, gleaming hardwood floors, tankless water heater, dual-pane windows, roof and gutters, R30 ceiling insulation, upgraded electrical wiring and 200-amp electrical panel and sub panel. Plus, an unbeatable location With River Glen Park just around the corner and downtown Willow Glen, easy access to 87,280 & Almaden Expressway",,,"$1,494",,,,For Sale,,,,"$1,494.02",,,CA,1/17/2024,One Story,,,,,,,https://beyondre.marketing/730-Arbor-Drive/idx,,,1/19/2024,Yes,Yes,Yes,Yes,,,,,95125,R1-8
ML81947899,SLD,29,1041 Ellis Avenue,,SAN JOSE,9999,"$2,850,000","$2,805,000",DE,2741.0,4.0,4.0,1.0,,0.0,2016.0,0.12,"5,227",,,,,,,,,,,,,,,,,7.0,,,,429-26-069,0,,Datashare MLSListings,,,,02077513,,,Yes,RESIDENTIAL,,1/16/2024,,,,,,,"ADU has been rented in past or can be used as bonus space. Includes great room and separate bath and bedroom area plus custom window coverings for privacy. Backyard is incredibly private and serene with Built in BBQ, LYNXY outdoor heater in roofed casita lined with beautiful outdoor drapery. Intricate stone work done throughout exterior, backyard bench area and on front yard right exterior. No detail skipped! Pavers throughout entire property. This is a STUNNER!!!! UPGRADES EVERYWHERE. *Call LA for appt property is occupied * WG Brokers Tour 16th and evening twilight tour 4:30-6:30pm. Plus open Houses 18th and 19th. Thank you for showing. Wonderful street, neighbors and just down the way from downtown WG. Disclosures at https://app.disclosures.io/link/1041-Ellis-Avenue-4o0nfkw8",Santa Clara,Lincoln Ave,29,29,29,,,,San Jose Unified,,,,,,1041 Ellis AVE,6085.0,1.0,,,,12/13/2023,,San Jose Unified,No,,,,,,1/17/2024,Conventional,11/14/2023 4:11 AM,"$1,039",01445554,11/14/2023,jdavis@compass.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Owner,12/13/2023,,,,,,,,,"$2,999,000",,12/13/2023,,,Private,67,,No,,,"$2,805,000",,"$1,023.35",Agent,408-888-6587,,81947899.0,"Stunning 2016 new build Willow Glen home. Meticulously cared for yard, pavers throughout exterior, roses. Security system & gate, Nest controller, 443+/- permitted ADU.10 ft+ ceilings, 6 baseboards, 8 crown molding, hardwood flooring, custom carpet runners throughout hallways and staircase. Iron double front door with glass inserts that opens. Spacious great room; stacked stone fireplace,12custom wood mantle. 5 Sony/Sonos systems mounted throughout home and ADU for seamless entertainment. Chef's kitchen; 6'x6' quartz island dark cabinetry, light exterior wall cabinetry, GE Monogram SS dishwasher, microwave, fridge, double wall ovens, 5 burner gas range with hood and pot filler. Large SS farm style sink. 4 En-Suites; 1 on ground floor; ceiling medallions with restoration hardware light fixtures and recessed lighting, drapery, walking in closets & custom closet in each. Master suite is divine; balcony, steam shower room with soaking tub, rain shower, heated flooring, walk in closet.",,,"$1,023",,,,For Sale,,Appointment Only,,"$1,023.35",,,CA,1/17/2024,Two Story,,,,,,,,,,3/27/2024,Yes,Yes,Yes,Yes,,,,,95125,R1-8
ML81926228,SLD,5,769 Arbor Drive,,SAN JOSE,9999,"$1,450,000","$1,485,000",DE,1596.0,4.0,2.0,,Y,1.0,1950.0,0.1148,"5,000",,,,,,,,,,,,,,,,,73.0,,,,439-24-052,0,,Datashare MLSListings,,,,02138839,,,,RESIDENTIAL,,5/23/2023,,,,,,,,Santa Clara,Kirkland Ave,5,5,5,,,,San Jose Unified,,,,,,769 Arbor DR,6085.0,,,,,5/2/2023,,San Jose Unified,No,,,,,,5/24/2023,Conventional,4/27/2023 2:13 PM,$908,02057058,4/27/2023,yingli.realestate@gmail.com,,,,Excl Right,Market Listing,,,,,,,,Vacant,5/2/2023,,,,,,,,,"$1,450,000",,5/2/2023,,,Public,29,,,,,"$1,485,000",,$930.45,,,,81926228.0,"Gorgeous Layout and Great Location! Very bright and open! Elegantly remodeled home located in a highly desirable Willow Glen neighborhood. You will love its contemporary style and sleek designer finishes. The house boasts four roomy bedrooms, two updated bathrooms, a spacious living room, an open kitchen and dining area. Gorgeous floor plan and bright living room with abundant sunlights. The charming yard is perfect for relaxation and entertaining when staying at home. Centrally located and easy access to highways, parks, eateries and shopping. Must See!",,,$930,,,,For Sale,,,,$930.45,,,CA,5/23/2023,Two Story,,,,,,,,,,5/31/2023,Yes,Yes,No,Yes,,,,,95125,R1-8
