MLS No,Status,DOM,Address,Unit,City,Area,LP,SP,BT,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,Acres,Lot SqFt,HOA Fee,Freq,3rd Party Synd. Remarks,ADU Baths Full,ADU Baths Partial,ADU Bedrooms,ADU Building Type,ADU Description,ADU Kitchen,ADU Main Entry Floor,ADU Meter,ADU Occupied,ADU Rents For,ADU Sq. Ft.,ADU SqFt Source,ADU Y/N,Age,Agent Has Ownership,Agent Hit Count,Agent Related to Principal,Assessors Parcel No,Associated Document Count,Available to Show,Board ID,Branded Media Link,Branded Media Link 2,Builder/Architect,Buyer Agent DRE Num.,Buyer Broker DRE Number,Census Tract,City Transfer Tax,Class,Client Hit Count,Closing Date,Co Buy Agent DRE Num.,Co List Agent DRE Num.,Co-List Agent email,Co-List Agent Fax,Complex Name,Concessions at COE,Confidential Remarks,County,Cross Street,Cumulative DOM,Cumulative DOMLS,Days On MLS,Directions to Property,Disclosures Link,Dist/Nbrhood/Sub,Elementary School Distric,Entry Agent First Name,Entry Agent ID,Entry Agent Last Name,Entry Agent License ID,Expire Date,Filtered Address,FIPS Code,Fireplaces,Floor Unit is on,Foreclosure Status,Gate Code,General Date,Geocode Quality,High School District,HOA,HOA Management Companies,HOA Name,HOA Name (Other),HOA Phone,Homesnap Appt. Scheduling,Hotsheet Date,How Sold,Input Date,List $/SqFt,List Agent DRE Num.,List Date,Listing Agt email,Listing Agt Fax,Listing Broker DRE Number,Listing Service,Listing Type,Listing Visibility Type,Lockbox Location,Model,New Subdivision,Number of offers,Occpnt Req 24 Hr Notice,Occupant Name,Occupant Phone,Occupied By,Off Market Date,Old Complex,Old Concessions,Old Elem,Old High,Old HOA Name,Old Middle,Old MLS #,Old Subdivision,Original Price,Ownership Type,Pending Date,Pending Litigation,Percent Owner Occ,Photo Permission,Picture Count,Point of Sale Ordinance,Pool,Preferred Agent Fax,Previous Price,Price,Price Date,Price Per SQFT,Primary Showing Contact,Primary Showing Phone,Printed Neighborhood Rpt,Property ID,Public Remarks,Radar ID,Rooms Total,Sale $/SqFt,Sale COOP,Sale/Last List $,Sale/Original $,Sale/Rent,Sales Office Info Remarks,Showing Instruction,Showing Schedule Link,Sold Price Per SQFT,Source,Special Information,State,Status Date,Stories,Subdivision (Other),Subdivision Profile Rmks,Supra Box?,Tax ID,TIC % Owner Offered,Total # of Garage and Parking Spaces,Unbranded Media Link,Unbranded Media Link 2,Units in Complex,Update Date,VOW Address,VOW AVM,VOW Comment,VOW Include,WiFi Last,ZIDX Only House #,ZIDX Only Street Dir,ZIDX Only Street Name,Zip,Zoning
ML81932912,SLD,20,1821 University Avenue,,SAN JOSE,9999,"$2,449,000","$2,248,250",DE,3195.0,5.0,4.0,,Y,2.0,1948.0,0.1726,"7,517",,,,,,,,,,,,,,,,,75.0,,,,274-25-039,0,,Datashare MLSListings,https://youtu.be/RGtniCxbwao,,,888854.0,,,Yes,RESIDENTIAL,,8/14/2023,,,,,,,"1/4 basement for extra storage and possible wine cellar. This home with a very flexible floorplan with endless possibilities and has been in the family for almost 65 years.. This really is a special home. Please Call/Text George Montanari 408-497-2213 for more information. Disclosure Package. https://app.disclosures.io/link/1821-University-Avenue-4dshs3hp (Email jennifer.white@compass.com if trouble accessing disclosures) For more photos and info http://www.1821universityave.com/ Sales price reflects Buyers agent waving commision by $51,750. Agent is the mother of the Buyer",Santa Clara,N. Bascom Ave,20,20,20,,,,San Jose Unified,,,,,,1821 University AVE,6085.0,2.0,,,,7/13/2023,,San Jose Unified,No,,,,,,8/14/2023,Conventional,6/23/2023 4:02 AM,$766,00780027,6/23/2023,george@compass.com,,,,Excl Right,Market Listing,,,,,,,,Vacant,7/13/2023,,,,,,,,,"$2,449,000",,7/13/2023,,,Public,58,,No,,,"$2,248,250",,$703.68,,,,81932912.0,"You will appreciate this wonderful home and its excellent location in a setting of space, privacy and old-world charm on the most desirable street in San Jose, University Avenue, short distance from the famous Rosegarden park. This home shows elegance from days gone by.. Formal living room with fireplace and a large window. Open kitchen with subzero refrigerator, built in microwave and offers both an informal and an elegant dining room which overlooks the atrium. Step down to the inviting family room with fireplace, lots of built in cabinetry, and expansive floor to ceiling windows overlooking the backyard, Primary suite with dual walk-in closets, a private office with built-in desks. Primary with shower over tub. Downstairs bedroom offers extensive built-in cabinetry great for an office. Upstairs you,ll find a huge bedroom divided by a built-in cabinet closet and swinging doors creating two separate bedrooms. Private backyard with a partially covered patio and lawn area.",,,$703,,,,For Sale,,,,$703.68,,,CA,8/14/2023,Two Story,,,,,,,https://youtu.be/NV7_B8DDIZo,,,8/15/2023,Yes,Yes,Yes,Yes,,,,,95126,R1-8
ML81922053,SLD,7,1861 Heatherdale Avenue,,SAN JOSE,9999,"$1,099,000","$1,100,000",DE,1092.0,3.0,1.0,,Y,2.0,1946.0,0.1533,"6,679",,,,,,,,,,,,,,,,,77.0,,,,274-03-039,0,,Datashare MLSListings,,,,01472823,,,,RESIDENTIAL,,4/3/2023,,,,,,,Call agent for questions or to arrange a tour. We are planning to go to market at that beginning of April. Seller works from home so needs advance notice for showings. Seller will need a rent back to find replacement property.,Santa Clara,Washington Stree,7,7,7,,,,San Jose Unified,,,,,,1861 Heatherdale AVE,6085.0,,,,,3/27/2023,,San Jose Unified,No,,,,,,4/4/2023,Cash,3/20/2023 2:26 AM,"$1,006",01899594,3/20/2023,nicole.emanuel@cbnorcal.com,,,,Excl Right,Market Listing,,,,,,,,Owner,3/27/2023,,,,,,,,,"$1,099,000",,3/27/2023,,,Public,1,,No,,,"$1,100,000",,"$1,007.33",Nicole Emanuel,408-410-2060,,81922053.0,"Perfect home for a first time buyer. Room to expand in the front and back yards if you want a project. Excellent central location close to The Rose Garden, Santa Clara University, Santana Row, Valley Fair and the shops on The Alameda.",,,"$1,007",,,,For Sale,,,,"$1,007.33",,,CA,4/4/2023,One Story,,,,,,,,,,5/5/2023,Yes,Yes,Yes,Yes,,,,,95126,R1
ML81910952,SLD,32,1147 Chapman Street,,SAN JOSE,9999,"$1,499,950","$1,570,000",DE,1511.0,3.0,2.0,,,0.0,1900.0,0.166,"7,232",,,,,,,,,,,,,,,,,122.0,,,,230-19-013,0,,Datashare MLSListings,https://youtu.be/P2RsaSShm_s,,,01846215,,,Yes,RESIDENTIAL,,4/6/2023,,,brendanc@intero.com,,,,"No fault of property. Buyer did not perform on closing. Staging to be back in on Tuesday, February 28th. Co-Listed with Trisha Motter from E3 Realty DRE# 01749064. (408) 221-5803 trisha@trishamotter.com. To submit offers and access Disclosures & Reports: https://app.disclosures.io/link/1147-Chapman-Street-85wqn6kf",Santa Clara,Idaho Street,32,33,33,,,,San Jose Unified,,,,,,1147 Chapman ST,6085.0,1.0,,,,3/17/2023,,San Jose Unified,No,,,,,,4/7/2023,Conventional,11/9/2022 4:00 PM,$992,00866594,11/10/2022,myron4homes@gmail.com,,,,Excl Right,Market Listing,,,,,,,,Call Agent,3/17/2023,,,,,,,,,"$1,499,950",,3/17/2023,,,Public,43,No,No,,,"$1,570,000",,"$1,039.05",,,,81910952.0,"This Queen Anne Victorian is located on a prime corner lot, nestled on a tree lined street in close proximity to the Rose Garden area. The modern kitchen features white cabinetry, modern stone countertops and sleek backsplash that provide a quality finish. The high ceilings and detailed wood work that can be found throughout this home are a rare find in homes of today. Downstairs the well sized three bedrooms and the updated two full bathrooms are ample in size and continued quality finish work to meet todays needs. The connected living room and dining room provide character and continued charm, with a fireplace dated back to 1892. The plentiful storage and space are well appreciated. The abundance of natural light, open floor plan and hardwood floors throughout are ready to enjoy. The upstairs provides a built-in office, game room and loft with storage room. The two covered porches provide charm and relaxation ready to enjoy. Come see what makes this home and community so special!",,,"$1,039",,,,For Sale,,,,"$1,039.05",,,CA,4/7/2023,One Story,,,,,,,,,,5/6/2023,Yes,Yes,Yes,Yes,,,,,95126,R1-8
ML81917442,SLD,14,1885 Naglee Avenue,,SAN JOSE,9999,"$1,998,888","$1,957,000",DE,2673.0,4.0,3.0,1.0,Y,3.0,1939.0,0.1622,"7,065",,,,,,,,,,,,,,,,,84.0,,,,274-23-013,0,,Datashare MLSListings,https://vimeo.com/806183125,,,02143633,,,,RESIDENTIAL,,4/6/2023,,,,,,,"USE SHOE COVERS OR REMOVE SHOES. DO NOT WEAR SHOE COVERS OUTSIDE | Upload Offers to Disclosure iO | Contact Yasir Aladdin (408.569.3676) PRIOR to writing an offer. Use CAR forms only and include pre-approval and PROOF OF FUNDS. All disclosures and reports must be signed (including SA AVID or TDS Agent Notes) and submitted with offer, along with any disclosures your brokerage requires the sellers to sign. Sellers will not be signing disclosures that are not included with initial offer. Full 3% Deposit or Higher via Secure Funds (Cashier's Check or Wire Transfer w/in 1 Day of Acceptance: https://app.disclosures.io/link/1885-Naglee-Avenue-3smjon43",Santa Clara,N Bascom,14,15,15,,,,San Jose Unified,,,,,,1885 Naglee AVE,6085.0,,,,,3/21/2023,,San Jose Unified,No,,,,,,4/7/2023,Conventional,3/6/2023 4:00 PM,$747,02003197,3/7/2023,yasir.aladdin@compass.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Call Agent,3/21/2023,,,,,,,,,"$1,998,888",,3/21/2023,,,Public,84,,No,,,"$1,957,000",,$732.14,,,,81917442.0,"Trophy Rose Garden home in the heart of Silicon Valley walking distance to Santana Row! Mediterranean Spanish style with timeless architecture, a gourmet kitchen, stainless steel appliances, recessed lighting, updated bathrooms, hardwood floors, and a bonus office space perfect for anyone looking to work from home. Two bedrooms on the first floor along with 1.5 baths, a massive primary bedroom & ensuite bath/spa with that large walk-in closet you've been waiting for! Long driveway leading up to your private backyard oasis, with a farm-to-table garden space, a 3-car garage or potential workshop. A commuters dream with highways 101, 87, and 280 nearby. Enjoy shopping @ Westfield Valley Fair, Santana Row & some of the best food in the Bay Area within biking/walking distance. Blissful walking/ biking trails through the famous Rose Garden, Egyptian museum, & downtown San Jose all within striking distance of the Google Mega Campus coming soon. Unicorn homes like this wont last long!",,,$732,,,,For Sale,,Text listing agent first.,,$732.14,,,CA,4/6/2023,One Story,,,,,,,,,,5/5/2023,Yes,Yes,Yes,Yes,,,,,95126,R1-8
ML81924628,SLD,7,1802 Mcdaniel Avenue,,SAN JOSE,9999,"$1,999,000","$2,325,800",DE,2153.0,3.0,3.0,,Y,2.0,1938.0,0.1682,"7,327",,,,,,,,,,,,,,,,,85.0,,,,274-23-036,0,,Datashare MLSListings,https://www.youtube.com/watch?v=CWPuvFOI_t4,,,1128822.0,,,,RESIDENTIAL,,5/11/2023,,,,,,,"OWNER OCCUPIED, Easy to Show Do Not Go Direct, Text Saskia 408 306-5288 for appointment OFFER DATE: Thurs April 20th 11AM via Disclsoures IO | https://academy.disclosures.io/en/submit-an-offer | NO PHOTOS OR VIDEO WITHOUT WRITTEN CONSENT OF OWNER | Questions about property & Offers text/ Call Saskia 408 306 5288, regarding Offers Upload Offers to Disclosure iO | Use CAR forms only and include pre-approval and PROOF OF FUNDS | All disclosures and reports must be signed (including SA AVID or TDS Agent Notes) and submitted with offer, along with any disclosures your brokerage requires the sellers to sign. Sellers will not be signing disclosures that are not included with initial offer. Full 3% Deposit or Higher via Secure Funds (Wire Transfer w/in 1 Day of Acceptance. Wire Transfers to be initiated before 11AM on due date. Disclosure Link: https://app.disclosures.io/link/1802-McDaniel-Avenue-or6sjfsj",Santa Clara,Garden Drive,7,7,7,,,,San Jose Unified,,,,,,1802 Mcdaniel AVE,6085.0,1.0,,,,4/20/2023,,San Jose Unified,No,,,,,,5/11/2023,Conventional,4/13/2023 1:43 PM,$928,1735617.0,4/13/2023,sfeain@gmail.com,,,,Excl Right,Market Listing,,,,,,,,Owner,4/20/2023,,,,,,,,,"$1,999,000",,4/20/2023,,,Public,39,,No,,,"$2,325,800",,"$1,080.26",Saskia,408-306-5288,,81924628.0,"Welcome to 1802 McDaniel, a Single-story home Located in the Prestigious Rose Garden Area. DeMattei recently finished a Remodel & Addition. Remodeled with a mix of Vintage Charm & Modern Practicality. Home Features 3 bedrooms & 3 Full Bathrooms, Hardwood Floors. Spacious Primary Bedroom with Walk-in Closet, plus a Junior Suite with attached Bathroom, a 3rd Bedroom & Hall Bathroom. Stunning Open Plan Family Room with Gourmet kitchen features Extra Large Island, Appliances Include; Bosch Dishwasher, Wolf 4-burner Range and Zephyr Overhead Fan, 2nd Oven, Built-In Sub-Zero Refrigerator, Microwave & Storage. Features include; Built-in Desk & Storage, Separate Living room with Wood Burning Fireplace, Built-in Bookshelf, Laundry Room with Speed Queen Washer & Dryer, Bonus ~500sqft Basement perfect Wine Cellar, Tesla Solar Panels & Power Wall. French-doors lead to the Deck & Backyard. The Home Lies a short Distance from the Rose Garden, Zanottos Market, Downtown San Jose & Valley Fair.",,,"$1,080",,,,For Sale,,,,"$1,080.26",,,CA,5/11/2023,One Story,,,,,,,,,,5/12/2023,Yes,Yes,Yes,Yes,,,,,95126,R1-8
ML81946798,SLD,46,1298 University Avenue,,SAN JOSE,9999,"$2,698,000","$2,700,000",DE,3635.0,4.0,3.0,1.0,Y,2.0,1931.0,0.15,"6,534",,,,,,,,,,,,,,,,,92.0,,,,261-14-043,0,,Datashare MLSListings,https://vimeo.com/881582293,,,01329782,,,Yes,RESIDENTIAL,,1/16/2024,,,,,,,Call Gea to schedule a showing. Don't miss the wine cellar or owned solar. Call Gea regarding offers,Santa Clara,Chapman,46,47,47,,,,San Jose Unified,,,,,,1298 University AVE,6085.0,2.0,,,,12/22/2023,,San Jose Unified,No,,,,,,1/18/2024,Conventional,11/5/2023 4:00 PM,$742,01329782,11/6/2023,geacarr@gmail.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Owner,12/22/2023,,,,,,,,,"$2,698,000",,12/22/2023,,,Public,71,,No,,,"$2,700,000",,$742.78,,,,81946798.0,"Experience the epitome of gracious living at 1298 University Ave, a stately colonial residence nestled in the heart of San Jose's prestigious Rose Garden neighborhood. 4 beds/3.5baths, gleaming hardwood floors, dual pane windows, and a finished wine cellar. Chef's kitchen w/maple cabinets, granite countertops, 2 butler's pantries, breakfast room & Open-concept family room, complete with a gas fireplace and a wet bar, formal dining room, living room w/fireplace.Spacious primary suite w/3 closets & bathroom w/soaking tub. 2nd primary suite w/an en-suite bathroom & walk-in closet.4th bedroom converted into a home office. Finished basement w/ wine cellar and a wet bar.Private fenced rear yard w/fountain sets the stage for relaxation and al fresco dining.Nestled in the heart of the Rose Garden neighborhood, close to Silicon Valley's tech hubs, SJ Airport, Cal Train, Westfield Mall, & Santana Row. Convenient location offers quick access to all major arteries,restaurants, and grocery stores.",,,$742,,,,For Sale,,,,$742.78,,,CA,1/17/2024,Two Story,,,,,,,https://vimeo.com/881582381,,,1/19/2024,Yes,Yes,Yes,Yes,,,,,95126,R1-8
ML81922383,SLD,21,993 Chestnut Street,,SAN JOSE,9999,"$999,000","$1,250,000",DE,942.0,2.0,1.0,,,0.0,1920.0,0.168700,"7,350",,,,,,,,,,,,,,,,,103.0,,,,230-40-053,0,,Datashare MLSListings,,,,01263138,,,,RESIDENTIAL,,5/19/2023,,,,,,,"To be sold AS-IS Conditions. Trustee Sale. No Inspections available. Tenant Occupied. Month to Month Lease. Notice already given to tenants. Showing By Appointment Only. Showing Available on 3/31(Fri) or 4-1 (Sat) from 10;30am - noon. Warehouse been there for a long time, Permit unknown.",Santa Clara,Coleman & Heddin,21,22,22,,,,San Jose Unified,,,,,,993 Chestnut ST,6085.0,,,,,4/13/2023,,San Jose Unified,No,,,,,,5/20/2023,Cash,3/22/2023 5:00 PM,"$1,060",01116781,3/23/2023,elam@intero.com,,,,Excl Right,Market Listing,,,,,,,,Tenant,4/13/2023,,,,,,,,,"$999,000",,4/13/2023,,,Public,8,,No,,,"$1,250,000",,"$1,326.96",,,,81922383.0,"First Time on the Market Since 1977. Great Corner Property with 2 Bedrooms 1 Bath Single Family House. Additional 2500sf Warehouse with Roll Up Doors. Perfect for Light Industrial Usage (ex: Carpet, Flooring, Doggie Day Care) Imagine all the Endless Possibilities.",,,"$1,326",,,,For Sale,,,,"$1,326.96",,,CA,5/19/2023,One Story,,,,,,,,,,5/20/2023,Yes,Yes,Yes,Yes,,,,,95110,LI
ML81923816,SLD,6,1805 University Way,,SAN JOSE,9999,"$2,699,000","$2,825,000",DE,2991.0,4.0,3.0,,Y,2.0,1941.0,0.1714,"7,466",,,,,,,,,,,,,,,,,82.0,,,,274-26-005,0,,Datashare MLSListings,https://tours.tourfactory.com/tours/tour.asp?t=3068472,,,01370328,,,,RESIDENTIAL,,5/17/2023,,,,,,,"By Appointment Only. Contact Dustin 408-806-9476 or dustin.gutierrez@cbnorcal.com for lockbox access and CBS code. Please remove shoes or use shoe covers and make sure all doors are locked when leaving. 400sqft attic not included in square footage, no known permits, seller purchased as 3400sqft. OFFERS DUE WEDNESDAY 4/19 BY 3PM AND to include signed disclosures, buyer's agent AVID, Pre Approval, Proof of Funds and EMD in 1 day.",Santa Clara,Garden Drive,6,7,7,,,,San Jose Unified,,,,,,1805 University WAY,6085.0,2.0,,,,4/19/2023,,San Jose Unified,No,,,,,,5/22/2023,Conventional,4/12/2023 5:00 PM,$902,01416374,4/13/2023,dustin.gutierrez@cbnorcal.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Owner,4/19/2023,,,,,,,,,"$2,699,000",,4/19/2023,,,Public,68,,Private,,,"$2,825,000",,$944.50,Call Dustin,408-806-9476,,81923816.0,"Welcome to 1805 University Way, a beautiful traditional home located on one of the most sought-after Rose Garden streets. A spacious 4 bedroom, 3 bathroom updated home with tasteful finishes, while retaining the homes original character. Large formal living room with wood burning fireplace. Gleaming hardwood floors. Separate family room with backyard access. Well-appointed Chef's Kitchen with a breakfast nook. Primary suite offers a walk-in closet and bathroom with shower and soaking tub. Additional family room upstairs. Large finished attic, not included in the square footage, has forced air and offers several different uses. Private backyard with mature landscaping, outside dinning, island with BBQ, and a wonderful pool with waterfall and Baja Shelf with shade umbrella. EV charger. Two owned solar systems, home and pool. Downstairs bedroom currently used as an office. Conveniently located near public/private schools, shopping, restaurants, and Google's proposed village.",,,$944,,,,For Sale,,,,$944.50,,,CA,5/22/2023,Two Story,,,,,,,https://tours.tourfactory.com/tours/tour.asp?idx=1&t=3068472,,,5/24/2023,Yes,Yes,Yes,Yes,,,,,95126,R1-8
ML81917228,SLD,13,1144 W Hedding Street,,SAN JOSE,9999,"$1,598,000","$1,634,000",DE,2525.0,5.0,3.0,,Y,2.0,1940.0,0.146700,"6,391",,,,,,,,,,,,,,,,,83.0,,,,261-13-041,0,,Datashare MLSListings,https://1144westhedding.com/,,,01487747,,,Yes,RESIDENTIAL,,3/10/2023,,,,,,,"Property is NOT occupied, however, Seller has an alarm system at the property. Please call Brad Gill (408) 204-7699 for details, or schedule an appointment online using AlignedShowings (look for the schedule tour link on MLS). Disclosure Package link [ https://app.disclosures.io/link/1144-West-Hedding-Street-2dp97q38 ]. Read the offer instructions on the cover sheet of disclosures for more details. Public records vary on bedrooms/bathrooms. Property to be zoned for both residential and commercial pedestrian use, allowing for multiple property uses. Call agent for more details. ***Seller Prefers to Review OFFERS on Tuesday, Feb 7th by 5:00pm***",Santa Clara,The Alameda,13,13,13,,,,San Jose Unified,,,,,,1144 W Hedding ST,6085.0,1.0,,,,2/8/2023,,San Jose Unified,No,,,,,,3/14/2023,Conventional,1/26/2023 12:17 PM,$632,01385310,1/26/2023,brad@nexthomelifestyles.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Vacant,2/8/2023,,,,,,,,,"$1,598,000",,2/8/2023,,,Public,62,No,No,,,"$1,634,000",,$647.13,Brad Gill,408-204-7699,,81917228.0,"Old-world charm in Rose Garden! This lovingly restored Art-Deco-inspired home boasts classic 1940s architecture. Pie-shaped entry w/glass brick windows, spacious living room w/hardwood floors & cozy fireplace. Formal dining room, rear family room w/wood paneling, extra large sliding glass door & wet bar that opens to the backyard. The updated kitchen features granite counters & stainless steel appliances. Full bathroom & bedroom/den on the ground floor is ideal for multigenerational living. Upstairs, each bedroom possesses unique features such as private balconies, walk-in closets, or built-in furniture. Both upstairs bathrooms boast mid-century charm. Outside, the grounds cater to entertaining. Front courtyard w/fire pit is sheltered by a spherical brick privacy wall. Backyard offers a built-in BBQ, patio & deck. 2-car attached garage & well-sized storage shed/workshop. Steps to The Alameda, close proximity of Google's new Downtown Village. Property may be eligible for commercial-use.",,,$647,,,,For Sale,,Seller has a security system. Please call Agent.,,$647.13,,,CA,3/14/2023,Two Story,,,,,,,https://youtu.be/tB6ICkYidDg,,,3/15/2023,Yes,Yes,Yes,Yes,,,,,95126,R1
ML81937656,SLD,13,1802 University Avenue,,SAN JOSE,9999,"$1,999,888","$2,050,000",DE,2084.0,3.0,2.0,1.0,Y,2.0,1951.0,0.1686,"7,345",,,,,,,,,,,,,,,,,72.0,,,,274-25-029,0,,Datashare MLSListings,https://beyondre.marketing/1802-University-Avenue,,,01810626,,,Yes,RESIDENTIAL,,9/15/2023,,,,,,,"Back on the market after 2 hours. Buyer got cold feet. Offers as they come. Go direct! Staged and beautiful! Lots of clever features! Back bathroom door doubles as closet door. Back bathroom painting to the right of the sink covers the medicine cabinet. Hidden door in family room to pantry. Hidden spice racks above the stove. Living room wood floor is perimeter only, and the white rug was custom made to fit the room and stays with the house. Basement door opens with front door key. Garage remote located in laundry room cabinet closest to back door. Use slider in family room to access back yard. Large pot with tree on back patio stays with the house. Planter on front porch stays with the house. Left garage door does not have remote. Vintage car in garage does not stay with house. Escrow open with Orange Coast. 3% deposit requested. Disclosure link: https://app.disclosures.io/link/1802-University-Avenue-n953175t Trust sale. Peaceful death from old age on property in July.",Santa Clara,Bascom,13,14,14,,,,San Jose Unified,,,,,,1802 University AVE,6085.0,2.0,,,,9/5/2023,,San Jose Unified,No,,,,,,9/15/2023,Cash,8/22/2023 5:00 PM,$959,01981682,8/23/2023,cmoore@interorealestate.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Call Agent,9/5/2023,,,,,,,,,"$1,999,888",,9/5/2023,,,Public,43,,No,,,"$2,050,000",,$983.69,Clint Moore,408-426-0741,,81937656.0,"Offered for the first time in 45 years, this gracious and well-kept home is ready for its next caretakers. Street appeal is in abundance between the brick facade and drought tolerant, always green artificial lawn. Inside, the large formal living room and formal dining room welcome guests while the kitchen with custom cabinetry and family room are bathed in natural light. The three bedrooms have easy access to the two full bathrooms offering flexibility for family, guests or roommates, plus a half bathroom near the kitchen is convenient to the patio for parties. Multiple doors open onto the expansive covered patio in the back yard for year-round outdoor enjoyment. Extra storage is available in the 2-car garage as well as the partial basement. Don't miss this opportunity to move to one of the best blocks in the venerable Rose Garden neighborhood!",,,$983,,,,For Sale,,,,$983.69,,,CA,9/15/2023,One Story,,,,,,,https://beyondre.marketing/1802-University-Avenue/idx,,,9/16/2023,Yes,Yes,Yes,Yes,,,,,95126,R1-8
