MLS No,Status,DOM,Address,Unit,City,Area,LP,SP,BT,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,Acres,Lot SqFt,HOA Fee,Freq,3rd Party Synd. Remarks,ADU Baths Full,ADU Baths Partial,ADU Bedrooms,ADU Building Type,ADU Description,ADU Kitchen,ADU Main Entry Floor,ADU Meter,ADU Occupied,ADU Rents For,ADU Sq. Ft.,ADU SqFt Source,ADU Y/N,Age,Agent Has Ownership,Agent Hit Count,Agent Related to Principal,Assessors Parcel No,Associated Document Count,Available to Show,Board ID,Branded Media Link,Branded Media Link 2,Builder/Architect,Buyer Agent DRE Num.,Buyer Broker DRE Number,Census Tract,City Transfer Tax,Class,Client Hit Count,Closing Date,Co Buy Agent DRE Num.,Co List Agent DRE Num.,Co-List Agent email,Co-List Agent Fax,Complex Name,Concessions at COE,Confidential Remarks,County,Cross Street,Cumulative DOM,Cumulative DOMLS,Days On MLS,Directions to Property,Disclosures Link,Dist/Nbrhood/Sub,Elementary School Distric,Entry Agent First Name,Entry Agent ID,Entry Agent Last Name,Entry Agent License ID,Expire Date,Filtered Address,FIPS Code,Fireplaces,Floor Unit is on,Foreclosure Status,Gate Code,General Date,Geocode Quality,High School District,HOA,HOA Management Companies,HOA Name,HOA Name (Other),HOA Phone,Homesnap Appt. Scheduling,Hotsheet Date,How Sold,Input Date,List $/SqFt,List Agent DRE Num.,List Date,Listing Agt email,Listing Agt Fax,Listing Broker DRE Number,Listing Service,Listing Type,Listing Visibility Type,Lockbox Location,Model,New Subdivision,Number of offers,Occpnt Req 24 Hr Notice,Occupant Name,Occupant Phone,Occupied By,Off Market Date,Old Complex,Old Concessions,Old Elem,Old High,Old HOA Name,Old Middle,Old MLS #,Old Subdivision,Original Price,Ownership Type,Pending Date,Pending Litigation,Percent Owner Occ,Photo Permission,Picture Count,Point of Sale Ordinance,Pool,Preferred Agent Fax,Previous Price,Price,Price Date,Price Per SQFT,Primary Showing Contact,Primary Showing Phone,Printed Neighborhood Rpt,Property ID,Public Remarks,Radar ID,Rooms Total,Sale $/SqFt,Sale COOP,Sale/Last List $,Sale/Original $,Sale/Rent,Sales Office Info Remarks,Showing Instruction,Showing Schedule Link,Sold Price Per SQFT,Source,Special Information,State,Status Date,Stories,Subdivision (Other),Subdivision Profile Rmks,Supra Box?,Tax ID,TIC % Owner Offered,Total # of Garage and Parking Spaces,Unbranded Media Link,Unbranded Media Link 2,Units in Complex,Update Date,VOW Address,VOW AVM,VOW Comment,VOW Include,WiFi Last,ZIDX Only House #,ZIDX Only Street Dir,ZIDX Only Street Name,Zip,Zoning
ML81956618,SLD,9,243 N 16th St,,SAN JOSE,9999,"$1,150,000","$1,120,238",DE,1033.0,2.0,1.0,,,0.0,1950.0,0.133300,"5,805",,,,,,,,,,,,,,,,,74.0,,,,467-04-056,0,,Datashare MLSListings,,,,02162146,,,,RESIDENTIAL,,4/5/2024,,,,,,,"Please text (408) 256-2728 (text only number), email CocoTanRE@gmail.com, or call Joyce at (408) 644-2959 for any questions. To submit an offer, please email to: CocoTanRE@gmail.com along with signed disclosures, preapproval letter and proof of funds - CAR forms please.",Santa Clara,E St James St,9,9,9,,,,San Jose Unified,,,,,,243 N 16th St,6085.0,,,,,3/15/2024,,San Jose Unified,No,,,,,,4/6/2024,Conventional,3/6/2024 10:27 AM,"$1,113",01376998,3/6/2024,cocotanre@gmail.com,,,,Excl Right,Market Listing,,,,,,,,Vacant,3/15/2024,,,,,,,,,"$799,888",,3/15/2024,,,Private,44,,,,,"$1,120,238",,"$1,084.45",,,,81956618.0,"Fantastic opportunity to purchase or invest in central San Jose! Newly renovated! This charming home boasts 2 bedrooms, 1 bathroom and an additional ADU featuring 1 bedroom and 1 bathroom with fully-equipped kitchen. The inviting living room is flooded with natural light and features a cozy wood-burning fireplace, creating a warm and welcoming atmosphere. The gourmet kitchen is a chef's dream, boasting top-of-the-line appliances including an LG stainless refrigerator, LG stove, LG microwave, Maytag dishwasher, and a stainless single sink set on an elegant granite countertop. The spacious backyard provides ample room for planting fruit trees, flowers, and vegetables, allowing to create a private oasis. Easy access to freeways 101, 280, 680, and 880 makes commuting a breeze from this centrally located property. Don't miss out on the chance to own a piece of this thriving community!",,,"$1,084",,,,For Sale,,"Call Listing Agent,Go Directly,Lockbox - Supra iBox Bluetooth LE",,"$1,084.45",,,CA,4/6/2024,One Story,,,,,,,,,,5/2/2024,Yes,No,Yes,Yes,,,,,95112,R2
ML81956897,SLD,7,273 S 15th Street,,SAN JOSE,9999,"$1,999,888","$2,085,000",DE,2007.0,4.0,3.0,,Y,1.0,1918.0,0.1469,"6,400",,,,,,,,,,,,,,,,,106.0,,,,467-40-018,0,,Datashare MLSListings,https://273south15thstreet1808655.f8re.com/,,,02077253,,,Yes,RESIDENTIAL,,4/2/2024,,,,,,,"Call Matt Taylor prior to showing. 408 482-5286. Fourth Bedroom does not have a closet. Can also be used as an office or formal dining. Offer are due by 5pm on Thursday, March 14th. Please allow 24 hours for response.",Santa Clara,San Carlos,7,7,7,,,,San Jose Unified,,,,,,273 S 15th ST,6085.0,1.0,,,,3/15/2024,,San Jose Unified,No,,,,,,4/2/2024,Conventional,3/8/2024 4:53 AM,$996,70011959,3/8/2024,Matt@rematt.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Vacant,3/15/2024,,,,,,,,,"$1,999,888",,3/15/2024,,,Public,61,No,No,,,"$2,085,000",,"$1,038.86",Matt Taylor,408-482-5286,,81956897.0,"Welcome to this stunning, timeless, modern masterpiece nestled in the heart of Naglee Park! This 1918 home has been meticulously reimagined and fully renovated with elevated aesthetics while preserving the charm and character. Step inside the abundant natural light-filled space showcasing original egg-and-dart crown molding and new European white oak hardwood floors, exuding warmth and sophistication. Incredible 9-foot ceilings enhance the sense of spaciousness, while curated finishes and fixtures add an extra layer of luxury throughout. The new gourmet chefs kitchen was designed with custom full-height white oak cabinetry, Cambria quartz waterfall island and backsplashes, top-of-the-line Thermador professional series appliances, panel-ready fridge and freezer columns and a custom roman clay finish range hood. Experience seamless indoor/outdoor living with custom 7 wide pivot door opening to a spacious wood deck and operable pergola, offering several areas for relaxing, dining & entertaining for year-round outdoor living. Well designed floorplan includes spacious bedrooms and spa-like baths. Upgrades abound, including modern wiring, tankless water heater, smart lighting, & app-controlled appliances. Request the complete list of upgrades. A truly beautiful place to call home.",,,"$1,038",,,,For Sale,,Call Listing Agent,,"$1,038.86",,,CA,4/2/2024,One Story,,,,,,,https://273south15thstreet1808655mls.f8re.com/,,,4/4/2024,Yes,Yes,Yes,Yes,,,,,95112,R1-8
ML81916096,SLD,8,130 S 15th Street,,SAN JOSE,9999,"$1,499,000","$1,460,000",DE,1605.0,3.0,2.0,,Y,2.0,1910.0,0.149500,"6,513",,,,,,,,,,,,,,,,,113.0,,,,467-28-046,0,,Datashare MLSListings,https://130South15thStreet1797506.f8re.com/,,,01864772,,,Yes,RESIDENTIAL,,2/21/2023,,,,,,,Please call Matt with 2 hour notice to show 408-482-5286. Seller would like 30 days possession after close. Please email Gloria for disclosures at Gsokhn@intero.com. OFFERS DUE THURSDAY JAN 19 BY 11:00 AM. PLEASE CONTACT GLORIA AT GSOKHN@INTERO.COM FOR OFFER GUIDELINES.,Santa Clara,San Antonio,8,8,8,,,,San Jose Unified,,,,,,130 S 15th ST,6085.0,1.0,,,,1/20/2023,,San Jose Unified,No,,,,,,2/22/2023,Conventional,1/12/2023 4:48 AM,$933,70011959,1/12/2023,matt@rematt.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Owner,1/20/2023,,,,,,,,,"$1,499,000",,1/20/2023,,,Public,46,No,No,,,"$1,460,000",,$909.66,Matt,408-482-5286,,81916096.0,"Tastefully updated and restored Craftsman home in desirable Naglee Park. New wooden stairs to a large open front porch. Formal entry. Spacious living and dining rooms with high coved ceilings and newer 5/8 top-nailed solid oak flooring. Livingroom with remote controlled gas insert on a rebuilt brick fireplace re-stained wood molding. Large front windows offer a lot of afternoon sun. Pocket doors with glass panels through to the large dining room with restored stained wood wainscoting, trim, and built-in buffet with leaded glass doors. The eat-in kitchen was completely reimagined and rebuilt with French doors to the large redwood deck. All newer custom-built cabinets with center island and soft-close doors, complete with pantry and Stainless-Steel appliances. Both baths tastefully remodeled, period-perfect. Extra-large newer finished garage ideal for ADU conversion. So many upgrades! All new exterior paint, new roof and gutters, new sewer line, and foundation bolting. Dont miss it!",,,$909,,,,For Sale,,Call Matt with 2 hour's notice to schedule showing at 408-482-5286,,$909.66,,,CA,2/21/2023,One Story,,,,,,,https://130South15thStreet1797506mls.f8re.com/,,,2/22/2023,Yes,Yes,Yes,Yes,,,,,95112,R1-8
SF423733709,SLD,0,208 N 17th Street,,SAN JOSE,9999,"$750,000","$750,000",DE,1176.0,2.0,1.0,0.0,,0.0,1910.0,0.129700,"5,648",,,,,,,,,,,,,0.00,0,,,113.0,,,,467-04-108,0,Contact Listing Agent,Datashare San Francisco,,,,01905918,01834648,0.00,,RESIDENTIAL,,5/12/2023,2195173.0,2195173.0,,,,,,Santa Clara,Julian,0,1,1,,,,,,,,,,,,0.0,,,,5/9/2023,,,No,,,,,,5/16/2023,Cash,5/8/2023 5:00 PM,$637,1905918.0,5/9/2023,,,01834648,Full Service,Excl Right,Market Listing,,,,0.0,,,,Vacant,5/9/2023,,0,,,,,423733709,,"$750,000",,5/9/2023,,,,1,,,,,"$750,000",,$637.76,,,,530619155.0,,,6.0,$637,,100.0,100.0,For Sale,,Appointment Only,,$637.76,Assessor Auto-Fill,,CA,5/12/2023,,,,No,,,2.0,,,,5/16/2023,Yes,No,No,Yes,,,,,95112,
ML81922852,SLD,15,143 S 16th Street,,SAN JOSE,9999,"$1,399,000","$1,399,000",DE,1829.0,4.0,2.0,,Y,1.0,1908.0,0.146,"6,358",,,,,,,,2-story studio,,,,,,501,,Yes,115.0,,,,467-28-033,0,,Datashare MLSListings,https://143South16thStreet1798962.f8re.com/,,,01299416,,,Yes,RESIDENTIAL,,5/5/2023,,,,,,,Please email Gloria for disclosures Gsokhn@intero.com Open house Sat 4/8 and Sun 4/9 from 1:30-4:30 PM.,Santa Clara,E San Antonio,15,15,15,,,,San Jose Unified,,,,,,143 S 16th ST,6085.0,2.0,,,,4/12/2023,,San Jose Unified,No,,,,,,5/5/2023,Conventional,3/28/2023 4:06 AM,$764,70011959,3/28/2023,matt@rematt.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Vacant,4/12/2023,,,,,,,,,"$1,399,000",,4/12/2023,,,Public,63,No,No,,,"$1,399,000",,$764.90,Matt,408-482-5286,,81922852.0,"Classic 1908 2-story Arts and Crafts home in coveted Naglee Park neighborhood. Open living and dining room feature a wood burning brick fireplace, high ceilings with large bright windows, and original Douglas fir floors offering a rustic farmhouse charm. Enjoy your morning coffee in the spacious eat-in kitchen or in the bountiful gardens surrounded by a dozen mature fruit trees! French doors lead to a roomy family room that could easily be used as a first-floor bedroom with adjacent full bath and doors to the rear deck. Primary bedroom has its own fireplace, airy windows, and plenty of space for a reading nook or to add an en-suite. Updated recently with freshly painted walls and new plush carpeting make this great home turn-key. The 2-story backyard cottage with an attached garage is ideal for an office, artist studio, or guest bedrooms, and could be upgraded to a full ADU with plumbing added. Close to SJSU, theater, dining, and future Google campus.",,,$764,,,,For Sale,,,,$764.90,,,CA,5/5/2023,Two Story,,,,,,,https://143South16thStreet1798962mls.f8re.com/,,,5/6/2023,Yes,Yes,Yes,Yes,,,,,95112,R1-8
ML81923676,SLD,7,170 S 15th Street,,SAN JOSE,9999,"$1,749,000","$1,850,000",DE,2084.0,3.0,2.0,1.0,,0.0,1901.0,0.1469,"6,400",,,,,,,,,,,,,,,,,122.0,,,,467-28-042,0,,Datashare MLSListings,https://170South15thstreet1799333.f8re.com/,,,02006177,,,Yes,RESIDENTIAL,,5/12/2023,,,,,,,Please call Matt with 2 hour notice. Email Gloria for disclosures at Gsokhn@intero.com Open House Sat 4/8 and Sun 4/9 from 1:30 - 4:30 PM,Santa Clara,San Antonio,7,7,7,,,,San Jose Unified,,,,,,170 S 15th ST,6085.0,2.0,,,,4/12/2023,,San Jose Unified,No,,,,,,5/12/2023,Conventional,4/5/2023 5:51 AM,$839,70011959,4/5/2023,matt@rematt.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Owner,4/12/2023,,,,,,,,,"$1,749,000",,4/12/2023,,,Public,85,,No,,,"$1,850,000",,$887.72,Matt,408-482-5286,,81923676.0,"Impressive award-winning Arts and Crafts masterpiece with fine Tudor elements. So many upgrades and improvements make this home remarkable with all the period details and modern conveniences. Large spacious living room features original wood box beam ceilings, wood framed windows, stone fireplace and period light fixtures. Dining room features two built-in cabinets with leaded glass doors and wood framed window. Newer solid oak flooring throughout the first floor. Stylish and spacious kitchen with butcher-block counters, farm house sink and SS appliances opens to a bright sun room perfect for breakfast or afternoon relaxation. Primary suite with an amazing en-suite bath complete with dual sinks, stall shower and soaking tub. The well-manicured yard with large pergola over a brick patio and additional brick patio area ideal for entertaining. Charming 2-story guest cottage complete with kitchenette and full bathroom. Rare opportunity to own such an incredible historic home, dont miss it!",,,$887,,,,For Sale,,Call Matt 408-482-5286 with 2-hour notice for appointment,,$887.72,,,CA,5/12/2023,Two Story,,,,,,,https://170South15thstreet1799333mls.f8re.com/,,,5/12/2023,Yes,Yes,Yes,Yes,,,,,95112,R1-8
ML81928721,SLD,7,328 N 19th Street,,SAN JOSE,9999,"$650,000","$806,328",DE,1116.0,2.0,2.0,,Y,2.0,1901.0,0.143800,"6,264",,,,,,,,,,,,,,,,,122.0,,,,249-62-025,0,,Datashare MLSListings,,,,01192337,,,Yes,RESIDENTIAL,,6/8/2023,,,,,,,"Chicago Title, Lisa Nite, Escrow No.: FWPS-2995230130 -LN Phone number 408-973-1900 Buyer needs to take over the Sunrun Contract for the Solar panels with a monthly payment of $146.37 which does increase yearly but ends in 2028. Detailed Information is uploaded in the disclosures. Check out 848 East Julian St. - Sold over list price. TAKING OFFERS ON TUESDAY, MAY 23 AND PRESENTING AND REVIEWING OFFERS ON WEDNESDAY MAY 24 WITH SELLER!!!!",Santa Clara,E. Julian,7,7,7,,,,San Jose Unified,,,,,,328 N 19th ST,6085.0,,,,,5/25/2023,,San Jose Unified,No,,,,,,6/9/2023,Cash,5/18/2023 3:23 AM,$582,772122,5/18/2023,suzanneandmark@outlook.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Owner,5/25/2023,,,,,,,,,"$650,000",,5/25/2023,,,Public,32,,No,,,"$806,328",,$722.52,Rafael,408-717-3211,,81928721.0,"Create your own masterpiece! Imagine the abundance of possibilities when restoring this 1901 Victorian home oozing with charm and character. Tranquil neighborhood on a tree lined street. High ceilings*Unfinished large basement *Kitchen with separate sink room*600 square foot permitted Garage converted to party room*the R2 zoning provides many options for this great location. Less than 1 and one-half miles to San Jose State University* Walk to Watson Park, an off leash dog park community featuring toddler and big kid playgrounds, a 27 acre green space park. Second bathroom with no permits.",,,$722,,,,For Sale,,,,$722.52,,,CA,6/9/2023,One Story,,,,,,,,,,6/11/2023,Yes,Yes,Yes,Yes,,,,,95112,R2
ML81973682,SLD,21,89 S 21st Street,,SAN JOSE,9999,"$999,000","$1,100,000",DE,1150.0,3.0,2.0,,Y,2.0,1924.0,0.119400,"5,200",,,,,,,,Bonus Structure,,,,,,121,,Yes,100.0,,,,467-31-026,0,,Datashare MLSListings,,,,02124742,,,,RESIDENTIAL,,9/9/2024,,,,,,,"Offer due date to be Wednesday, 8/7/2024 at 130pm. Home is occupied. Please call to schedule an appointment. 24 hour notice is NOT needed. Addition of 1 bedroom and 1 bath are permitted. 2 car garage is detached. Unfinished Basement. Bonus structure and shed in back are included on the floor plan but not included in the total square footage of home. Buyer to verify square footage. Offers to include CAR RPA, Pre-approval, POF, & signed disclosures. Feel free to contact me anytime with questions. Jennifer Long 408.502.6998. Looking forward to working with you!",Santa Clara,san fernando,21,21,21,,,,San Jose Unified,,,,,,89 S 21st ST,6085.0,,,,,8/8/2024,,San Jose Unified,No,,,,,,9/9/2024,Conventional,7/18/2024 5:09 AM,$868,2020098.0,7/18/2024,jlong@sereno.com,,,,Excl Right,Market Listing,,,,,,,,Owner,8/8/2024,,,,,,,,,"$999,000",,8/8/2024,,,Public,31,,No,,,"$1,100,000",,$956.52,Agent,408-502-6998,,81973682.0,"Situated on the cusp of Naglee Park, this 3 bed, 2 bath home boasts an extended gated driveway perfect for multiple or oversized vehicles, a 2 car garage, unfinished basement, shed, outdoor dining area, & a bonus structure that can be utilized as an office, gym or the beginnings of a possible ADU for additional income. Recently updated throughout, this home features a brand new AC, furnace, double pane vinyl windows, wood trim, blinds, kitchen cabinets with soft-close drawers, slide-out shelves, granite countertops, tile backsplash, stainless steel hardware, sink, faucet, Samsung gas range & microwave, new flooring, light fixtures, interior paint, baseboards & casings, ceiling fans, bathroom vanity, basement doors, custom front yard fence with solar lights, and cabinets in the laundry area for additional storage. Conveniently located near parks, entertainment, transportation, SJSU, future BART and proposed Google Village.",,,$956,,,,For Sale,,"Appointment Only,Call First,Call Listing Agent,Do Not Disturb Occupants,Lockbox - None",,$956.52,,,CA,9/9/2024,One Story,,,,,,,,,,9/10/2024,Yes,Yes,Yes,Yes,,,,,95116,RM
ML81945423,SLD,140,205 S 12th Street,,SAN JOSE,9999,"$1,699,999","$1,512,500",DE,2040.0,7.0,3.0,,,0.0,1903.0,0.1512,"6,585",,,,,,,,,,,,,,,,,120.0,,,,467-41-045,0,,Datashare MLSListings,,,,02024615,,,Yes,RESIDENTIAL,,5/15/2024,,,,,,,"This is Permitted SRO with 7 rooms , At the moment all rooms rented to students. Rents are up in June 2023. Some students are stying for second and third year but can also be terminated. total income $6887 Monthly, This is below market rent. No sign at the property, Please contact the listing agent for appointment. Disclosure link: https://app.disclosures.io/link/205-South-12th-Street-c6hsco0b Please call agent for questions.",Santa Clara,E San Antonio St,140,141,141,,,,San Jose Unified,,,,,,205 S 12th ST,6085.0,1.0,,,,3/27/2024,,San Jose Unified,No,,,,,,5/15/2024,Cash,11/7/2023 4:00 PM,$833,01911743,11/8/2023,mike@probityrealestateca.com,,,,Excl Right,Market Listing,,,,,,,,Call Agent,3/27/2024,,,,,,,,,"$1,800,000",,3/27/2024,,,Public,70,,No,,,"$1,512,500",,$741.42,,,,81945423.0,"This single-family home is legally permitted as SRO single room occupancy. Approved by the city to be rented each room separately. Property just a few blocks from San Jose State University. This is a nice and clean two story, 7 bed/ 3 bath with total living space 2,040 SqFt,(Plus 2 bonus finish rooms in basement) . Large lot just over 6,500 SqFt. Currently renting to 7 different students with great rental income! Current Monthly Income is $6887. Each room has its own refrigerator. Plenty of room in the back for ADU.Conveniently located nearby Downtown San Jose, Walmart SuperCenter, Happy Hollow Park & Zoo, plenty of shops and restaurants. Easy access to Highway 87, 280 and 680. As apartment rent rates continue to rise, more and more demand shows for single room rentals and especially near the college school campus area!",,,$741,,,,For Sale,,"Appointment Only,Call Listing Agent",,$741.42,,,CA,5/15/2024,Two Story,,,,,,,,,,5/17/2024,Yes,Yes,Yes,Yes,,,,,95112,R1
ML81923901,SLD,141,52 S 10th Street,,SAN JOSE,9999,"$1,199,900","$1,150,000",DE,1887.0,5.0,2.0,1.0,,0.0,1908.0,0.1587,"6,912",,,,,,,,,,,,,,,,,115.0,,,,467-25-067,0,,Datashare MLSListings,https://tours.tourfactory.com/tours/tour.asp?t=3068127,,,02069317,,,Yes,RESIDENTIAL,,9/26/2023,,,,,,,,Santa Clara,East Santa Clara,141,141,141,,,,San Jose Unified,,,,,,52 S 10th ST,6085.0,,,,,8/26/2023,,San Jose Unified,No,,,,,,9/26/2023,Conventional,4/7/2023 12:01 AM,$635,1191797.0,4/7/2023,quincy@qavirgilio.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Owner,8/26/2023,,,,,,,,,"$1,399,900",,8/26/2023,,,Public,56,,No,,,"$1,150,000",,$609.43,Quincy A. Virgilio Jr.,408-832-2912,,81923901.0,"This beautiful Wolfe & Mckenzie designed home showcases the grand features that makes these homes incredibly desirable! Tall ceilings, hardwood floors, spacious dining room with built in cabinets, large living room with wood cased windows and trim makes this home a great opportunity for anyone who desires to own a prime piece of property in downtown San Jose. this home has a full basement, large attic space as well as 6 bedrooms offering the possibility for student room rental. located conveniently close to San Jose State, San Pedro Square, SAP center, downtown restaurants, light rail and freeways 101,280/680 and 87. fully fenced yard with a 2 car detached garage, private back yard add to the desirability of this classic home!",,,$609,,,,For Sale,,please allow 2 hour notice before showings,,$609.43,,,CA,9/26/2023,Two Story,,,,,,,https://tours.tourfactory.com/tours/tour.asp?idx=1&t=3068127,,,9/28/2023,Yes,Yes,Yes,Yes,,,,,95112,RM
