MLS No,Status,DOM,Address,Unit,City,Area,LP,SP,BT,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,Acres,Lot SqFt,HOA Fee,Freq,3rd Party Synd. Remarks,ADU Baths Full,ADU Baths Partial,ADU Bedrooms,ADU Building Type,ADU Description,ADU Kitchen,ADU Main Entry Floor,ADU Meter,ADU Occupied,ADU Rents For,ADU Sq. Ft.,ADU SqFt Source,ADU Y/N,Age,Agent Has Ownership,Agent Hit Count,Agent Related to Principal,Assessors Parcel No,Associated Document Count,Available to Show,Board ID,Branded Media Link,Branded Media Link 2,Builder/Architect,Buyer Agent DRE Num.,Buyer Broker DRE Number,Census Tract,City Transfer Tax,Class,Client Hit Count,Closing Date,Co Buy Agent DRE Num.,Co List Agent DRE Num.,Co-List Agent email,Co-List Agent Fax,Complex Name,Concessions at COE,Confidential Remarks,County,Cross Street,Cumulative DOM,Cumulative DOMLS,Days On MLS,Directions to Property,Disclosures Link,Dist/Nbrhood/Sub,Elementary School Distric,Entry Agent First Name,Entry Agent ID,Entry Agent Last Name,Entry Agent License ID,Expire Date,Filtered Address,FIPS Code,Fireplaces,Floor Unit is on,Foreclosure Status,Gate Code,General Date,Geocode Quality,High School District,HOA,HOA Management Companies,HOA Name,HOA Name (Other),HOA Phone,Homesnap Appt. Scheduling,Hotsheet Date,How Sold,Input Date,List $/SqFt,List Agent DRE Num.,List Date,Listing Agt email,Listing Agt Fax,Listing Broker DRE Number,Listing Service,Listing Type,Listing Visibility Type,Lockbox Location,Model,New Subdivision,Number of offers,Occpnt Req 24 Hr Notice,Occupant Name,Occupant Phone,Occupied By,Off Market Date,Old Complex,Old Concessions,Old Elem,Old High,Old HOA Name,Old Middle,Old MLS #,Old Subdivision,Original Price,Ownership Type,Pending Date,Pending Litigation,Percent Owner Occ,Photo Permission,Picture Count,Point of Sale Ordinance,Pool,Preferred Agent Fax,Previous Price,Price,Price Date,Price Per SQFT,Primary Showing Contact,Primary Showing Phone,Printed Neighborhood Rpt,Property ID,Public Remarks,Radar ID,Rooms Total,Sale $/SqFt,Sale COOP,Sale/Last List $,Sale/Original $,Sale/Rent,Sales Office Info Remarks,Showing Instruction,Showing Schedule Link,Sold Price Per SQFT,Source,Special Information,State,Status Date,Stories,Subdivision (Other),Subdivision Profile Rmks,Supra Box?,Tax ID,TIC % Owner Offered,Total # of Garage and Parking Spaces,Unbranded Media Link,Unbranded Media Link 2,Units in Complex,Update Date,VOW Address,VOW AVM,VOW Comment,VOW Include,WiFi Last,ZIDX Only House #,ZIDX Only Street Dir,ZIDX Only Street Name,Zip,Zoning
ML81933897,SLD,9,3016 Magnum Drive,,SAN JOSE,9999,"$1,788,000","$1,872,000",DE,1774.0,3.0,2.0,,Y,2.0,1996.0,0.1699,"7,399",,,,,,,,,,,,,,,,,27.0,,,,659-47-018,0,,Datashare MLSListings,https://3016MagnumDrive1802544.f8re.com/,,,1402429.0,,,,RESIDENTIAL,,8/3/2023,,,,,,,Disclosures available on Monday. Please check back for continuous update. Offer deadline on Thursday at 11 am. Please allow for 24-48 hours response as both sellers are traveling outside of the country. Disclosures link https://app.disclosures.io/link/3016-Magnum-Drive-0u3t8y97,Santa Clara,Talathy Way,9,9,9,101 Exit East Capitol Expw. Right on San Felipe Rd,,,Evergreen Elementary,,,,,,3016 Magnum DR,6085.0,1.0,,,,7/14/2023,,East Side Union High,No,,,,,,8/3/2023,Conventional,7/5/2023 4:36 AM,"$1,007",01262272,7/5/2023,alexiatnguyen@gmail.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Call Agent,7/14/2023,,,,,,,,,"$1,788,000",,7/14/2023,,,Private,21,,No,,,"$1,872,000",,"$1,055.24",,,,81933897.0,"First time on the market and with same owners. Welcome to this Elegant Shapell home located in a highly desirable neighborhood of Evergreen! Greeted by exquisite high ceiling with large windows, this one story home has spacious hallway and open floor plan. It is easy to entertain family or friends with big dining area inside or simply enjoy outdoor bbq in the oversized park-like backyard on any warm days. Eat your casual meal by the bay windows and next to the cheerful kitchen with abundant natural lights with view of the side yard. Relax in the family room w cozy fireplace. Reside in the luxurious master bed with custom decorative shelving, walking closet, and direct access to backyard. Immerse yourself in master bath w spa like tub and dual sinks. Walking distance to Evergreen Elementary. Minutes away from Evergreen Village Square, shopping, and hiking trails.",,,"$1,055",,,,For Sale,,,,"$1,055.24",,,CA,8/3/2023,One Story,,,,,,,,,,8/11/2023,Yes,Yes,Yes,Yes,,,,,95135,R1B1
ML81923712,SLD,7,3241 Talathy Way,,SAN JOSE,9999,"$1,648,000","$1,765,000",DE,1990.0,6.0,3.0,,,0.0,1985.0,0.18,"7,841",,,,,,,,,,,,,,,,,38.0,,,,659-04-034,0,,Datashare MLSListings,https://www.tourfactory.com/3067377,,,01472095,,,,RESIDENTIAL,,5/10/2023,,,,,,,"Must have a confirmed appointment before showing. Appointments are to be scheduled for after 2pm. Occupied. Please text Appointment Manager Vivian (408) 466-4499 with requested time/date, provide at least 1 hour notice. Offers shall be reviewed Wednesday, 4/12 at 4pm. Please email any offers to Listing Agent: David@dplrealestate.com. Please email all disclosures to both David@dplrealestate.com and Transaction Coordinator Kayla@dplrealestate.com & Vivian@dplrealestate.com Please lock all doors before leaving. All visitors are required to please 1) bring and use masks, sanitizer & sanitizer wipes and 2) clean any surfaces before and after touching with sanitizer wipes. Thanks! Disclosure link: https://www.dplrealestate.com/3241TalathyWay-YesorNo",Santa Clara,Magnum Drive,7,7,7,,,,Evergreen Elementary,,,,,,3241 Talathy WAY,6085.0,1.0,,,,4/12/2023,,East Side Union High,No,,,,,,5/10/2023,Conventional,4/5/2023 8:14 AM,$828,01803836,4/5/2023,david@dplrealestate.com,,,,Excl Right,Market Listing,,,,,,,,Tenant,4/12/2023,,,,,,,,,"$1,648,000",,4/12/2023,,,Public,35,,No,,,"$1,765,000",,$886.93,Appointment Manager Vivian,408-466-4499,,81923712.0,"Move in and enjoy this beautiful single-story six bedroom home with great schools. Private courtyard entry. Beautiful formal entry, dining and living spaces with views of the yard. Gorgeous floors. Large kitchen. Wonderful primary suite with vaulted ceiling. 6 spacious bedrooms on one level. Updated bathrooms including 2 bathrooms with walk-in showers. Inside Washer Dryer. Double-pane windows & 5 sliding glass doors. Private backyard with large dining patio, lawn & R/V parking. Oversized circular driveway. Nestled near schools and parks. Convenient commute location with easy access to Expressways and Highways. Award winning schools: Evergreen Elementary, Chaboya Middle and Evergreen Valley High. Wow.",,,$886,,,,For Sale,,"Please text Appointment Manager Vivian (408) 466-4499 with requested time/date, provide at least 1 hour notice.",,$886.93,,,CA,5/10/2023,One Story,,,,,,,https://www.tourfactory.com/idxr3067377,,,5/11/2023,Yes,Yes,Yes,Yes,,,,,95135,R1-5
ML81917613,SLD,57,3342 Heritage Estates Drive,,SAN JOSE,9999,"$2,098,000","$2,060,000",DE,2845.0,5.0,3.0,,Y,3.0,1987.0,0.1604,"6,987",,,,,,,,,,,,,,,,,36.0,,,,659-11-032,0,,Datashare MLSListings,,,,1038967.0,,,Yes,RESIDENTIAL,,5/5/2023,,,,,,,One of the garage has been converted (unknown permit). Section 1 Termite work all completed by seller except for chemical treatment. Seller Occupied ** Call Listing Agent Before Showing **. Disclosures can be found at https://www.realscout.com/disclosures/RGlzY2xvc3VyZVBhY2thZ2UtNjcyNQ== All offers with POF preapproval and signed disclosures. Offers will be looked at on Thursdays at 12 pm. Escrow is opened with Chicago Title Company with Mary Dickerson. Call LA with any questions. Thank you for all your hard work. Washer and dryer do not stay. Offer instructions are uploaded to the disclosure site,Santa Clara,Aborn and Quimby,57,58,58,,,,Evergreen Elementary,,,,,,3342 Heritage Estates DR,6085.0,1.0,,,,3/30/2023,,East Side Union High,No,,,,,,5/5/2023,Conventional,1/31/2023 4:00 PM,$737,2151995.0,2/1/2023,le.tung@kw.com,,,Full Service,,Market Listing,,,,,,,,Owner,3/30/2023,,,,,,,,,"$2,350,000",,3/30/2023,,,Public,34,,No,,,"$2,060,000",,$724.08,Tung Le or Sandy,408-679-0431,,81917613.0,"A Hidden Gem that features 2845 Sqft living space. Newer construction style with high ceiling, recessed lights throughout the home. Separate family and living room. Family room has a sidebar built in. Granite kitchen w view to yard, stove w full vent. Spacious master suite has 2 walk-in closet, dual wash basin, separate shower and tub with a view!. Full bath and bedroom downstairs. Three car garage - one space is a bonus room. close to award winning Millbrook Elementary School, Quimby Oak Middle, Evergreen Valley High and close to village, library, park. Don't miss out on an opportunity to own this truly gorgeous home! Pride of ownership abounds! This neighborhood is lovely",,,$724,,,,For Sale,,,,$724.08,,,CA,5/5/2023,Two Story,,,,,,,,,,5/5/2023,Yes,Yes,Yes,Yes,,,,,95148,A-PD
ML81917948,SLD,41,4597 Middle Park Drive,,SAN JOSE,9999,"$2,900,000","$2,760,000",DE,3705.0,6.0,4.0,1.0,Y,3.0,2003.0,0.1897,"8,262",,,,,,,,,,,,,,,,,20.0,,,,660-22-080,0,,Datashare MLSListings,,,,2026242.0,,,,RESIDENTIAL,,5/1/2023,,,,,,,"For questions, please contact Lex Orosco 408-921-5788 | lex@therealexperts.com and Fera Hashemi 650-701-4685 | fera.hashemi@gmail.com To view and download disclosures please use: https://app.disclosures.io/link/4597-Middle-Park-Drive-8vzajwnf",Santa Clara,Delta Rd,41,42,42,,,,Evergreen Elementary,,,,,,4597 Middle Park DR,6085.0,,,,,3/31/2023,,East Side Union High,No,,,,,,5/2/2023,Conventional,3/20/2023 5:00 PM,$782,70010250.0,3/21/2023,lex@lexsellshomes.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Call Agent,5/1/2023,,,,,,,,,"$2,900,000",,3/31/2023,,,Private,65,,,,,"$2,760,000",,$744.94,Lex Orosco / Fera Hashemi,408-921-5788,,81917948.0,"Gorgeous 6 bedroom, 5 bath, 3705 sq feet, with Spanish style exterior. Beautifully Landscaped with mature trees and palms, with a large outdoor granite island, BBQ/ rotisserie, water fountain and Solar system. The interior is beautifully designed and upgraded with hardwood floors, custom paint, high ceilings, stainless steel appliances. Private guest room with En suite bathroom on main floor. Family room with custom built in media cabinets with plenty of storage, built in speakers surround sound, fireplace and recessed lighting. Spacious primary suite, with custom crown molding,Spanish marble throughput, with walk in closet from floor to ceiling closet system.Secondary bedrooms with jack and jill bathrooms. Enjoy the bonus room/ office perfect for your work from home days.",,,$744,,,,For Sale,,,,$744.94,,,CA,5/1/2023,Two Story,,,,,,,https://listings.sogoldmarketing.com/v2/DJLKNPQ/unbranded,,,5/26/2023,Yes,Yes,Yes,Yes,,,,,95135,R1
ML81949620,SLD,14,4454 Ulman Court,,SAN JOSE,9999,"$1,608,000","$1,625,000",DE,2095.0,4.0,2.0,1.0,Y,2.0,1981.0,0.1715,"7,470",,,,,,,,,,,,,,,,,42.0,,,,676-72-027,0,,Datashare MLSListings,https://www.tourfactory.com/3124470,,,01957468,,,Yes,RESIDENTIAL,,1/22/2024,,,,,,,"Call Dina to Schedule a showing (408) 891-2495 Owner occupied, please do not disturb. Disclosures https://app.disclosures.io/link/4454-Ulman-Court-x5fq3ahk Contact Dina @ 408.891.2495",Santa Clara,Deer Isle Dr,14,14,14,,,,Evergreen Elementary,,,,,,4454 Ulman CT,6085.0,1.0,,,,12/26/2023,,East Side Union High,No,,,,,,1/23/2024,Conventional,12/12/2023 4:17 AM,$767,70010038,12/12/2023,bonafede@compass.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Owner,12/26/2023,,,,,,,,,"$1,608,000",,12/26/2023,,,Private,29,,No,,,"$1,625,000",,$775.66,Dina Bonafede,408-891-2495,,81949620.0,"Experience the luxurious lifestyle you deserve in this stunning Evergreen residence, ideally situated in the highly sought-after Creekside community! Step inside the 2,095-square-foot layout adorned with a freshly painted interior and enhanced by recessed lighting throughout. The sleek laminate flooring gracefully extends across the primary living spaces, including the inviting family room centered around a wood-burning fireplace. Enjoy preparing your favorite meals in the well lit kitchen, upgrades include granite countertops and stainless steel appliances. Host formal gatherings in the elegant dining and living areas. Four bedrooms and two and a half bathrooms allows for comfortable living. Venture outdoors to the backyard, surrounded by more than eight varieties of fruitful trees and featuring a newly painted deck. Situated on a corner lot in a cul-de-sac neighborhood with an open park and (closed) school great for walks and sport activities! You will be delighted with scenic views of the Evergreen hills and benefit from the convenience of being minutes away from high tech companies, shops, and parks. Top-rated Cadwallader Elementary and Silver Creek High School add to the appeal of this exceptional home. Don't let this opportunity pass you by!",,,$775,,,,For Sale,,,,$775.66,,,CA,1/23/2024,Two Story,,,,,,,https://www.tourfactory.com/idxr3124470,,,1/26/2024,Yes,Yes,Yes,Yes,,,,,95121,R1-5
ME223032406,SLD,15,4229 Watkins Way,,SAN JOSE,9999,"$2,350,000","$2,289,000",DE,2316.0,5.0,3.0,0.0,,2.0,1976.0,0.1837,"8,002",,,"Beautiful Evergreen home with excellent Evergreen Schools: Evergreen Elem, Chaboya Middle & Evergreen HS! 2316 +/- sq ft of living space set on a generous 8004 +/- sq ft, beautifully landscaped lot. 5 bedrooms, 3 baths. Updated throughout! Gorgeous newly remodeled kitchen with new cabinets, countertops, backsplash, flooring, island, and new Smart high end Samsung and LG appliances with a gas stove. Wood floors, dual paned windows , smart switches and lighting. New tankless water heater & dual zoned heating & A/C w electronic air filter. Owned solar = low electric bills. Formal living & dining rooms w large windows & glass doors for an abundance of natural light! 4 spacious bedrooms upstairs & 1 downstairs. Master & two Guest Bathrooms newly remodeled with new tile, flooring, vanity, toilet, fixtures, vent fan, smart mirror and lighting. Large primary ensuite with his/her closets & remodeled bath with dual sink vanity, lighted mirrors, walk-in shower and much more. 240V outlet for car charger. Private, peaceful rear yard w paver patio, covered patio w ceiling fan, retractable awning for added shade, & stone retaining wall. New Paver driveway and walkway which leads to a beautiful ne",,,0.0,,,,,,,0.00,0,,No,47.0,,,,660-26-049,6,Contact Listing Agent,Datashare MetroList,,,,01864772,02014153,5193.00,,RESIDENTIAL,,5/23/2023,2144234.0,,,,,,please give at least 2 hour notice. offer deadline Tuesday 4/25 by 1 pm.,Santa Clara,Ruby Ave,15,16,16,"Follow E Capitol Expy, Quimby Rd and Ruby Ave to W",,,,,,,,,,,1.0,,,,5/3/2023,,,No,,,,,,5/24/2023,Conventional,4/17/2023 5:00 PM,"$1,014",02054063,4/18/2023,,,1022642.0,Full Service,Excl Right,Market Listing,,,,4.0,,,,Owner,5/3/2023,,0,,,,,223032406,,"$2,350,000",,5/3/2023,,,,48,,No,,,"$2,289,000",,$988.34,Ahrash Zamanian,916-812-9924,,560498046.0,"Beautiful Evergreen home with excellent Evergreen Schools: Evergreen Elem, Chaboya Middle & Evergreen HS! 2316 +/- sq ft of living space set on a generous 8004 +/- sq ft, beautifully landscaped lot. 5 bedrooms, 3 baths. Updated throughout! Gorgeous newly remodeled kitchen with new cabinets, countertops, backsplash, flooring, island, and new Smart high end Samsung and LG appliances with a gas stove. Wood floors, dual paned windows , smart switches and lighting. New tankless water heater & dual zoned heating & A/C w electronic air filter. Owned solar = low electric bills. Formal living & dining rooms w large windows & glass doors for an abundance of natural light! 4 spacious bedrooms upstairs & 1 downstairs. Master & two Guest Bathrooms newly remodeled with new tile, flooring, vanity, toilet, fixtures, vent fan, smart mirror and lighting. Large primary ensuite with his/her closets & remodeled bath with dual sink vanity, lighted mirrors, walk-in shower and much more. 240V outlet for car charger. Private, peaceful rear yard w paver patio, covered patio w ceiling fan, retractable awning for added shade, & stone retaining wall. New Paver driveway and walkway which leads to a beautiful new drought resistant front landscape. Great location 1/2 mile +/- to Evergreen Village Square!",,,$988,,97.0,97.0,For Sale,,Appointment Only,,$988.34,Assessor Auto-Fill,,CA,5/23/2023,Two Story,,,No,,,0.0,https://my.matterport.com/show/?m=WzytCSbrXTu,,,5/24/2023,Yes,Yes,Yes,Yes,,,,,95135 1049,R1-5
ML81975798,SLD,7,4424 Yerba Buena Avenue,,SAN JOSE,9999,"$1,648,000","$1,719,888",DE,1925.0,4.0,2.0,,Y,2.0,1969.0,0.180000,"7,841",409,A,,,,,,,,,,,,,,,55.0,,,,676-30-032,0,,Datashare MLSListings,,,,1431300.0,,,Yes,RESIDENTIAL,,9/10/2024,,,,,,,"OFFERS DUE WEDNESDAY, 8/14/24 AT 11 AM. PLEASE GIVE 24 HOURS FOR RESPONSE. To show, please schedule through Calendly: Beautiful home - so many quality upgrades- and view of hills. Silver Creek High School! Disclosures: THIS IS A TRUST SALE. The trust attorney requires 25 days to notify beneficiaries of sale after a ratified offer is accepted. Please refer to the addendum in the disclosures. MUST submit offers through Disclosuresio. Offers must include ALL signed disclosures, buyers' agent AVID if no condition contingency, proof of funds, and pre-approval letter. Call Lisa Paz-Furtado 408-408-802-9552 or Lisa Grisalin with questions 408-605-4961. Happy to help!",Santa Clara,Forestwood Dr,7,7,7,,,,Evergreen Elementary,,,,,,4424 Yerba Buena AVE,6085.0,1.0,,,,8/14/2024,,East Side Union High,Yes,,,Creekside Pool Cabana,,,9/10/2024,Conventional,8/7/2024 2:43 AM,$856,70010218,8/7/2024,lisa@grisalin.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Call Agent,8/14/2024,,,,,,,,,"$1,648,000",,8/14/2024,,,Public,59,,No,,,"$1,719,888",,$893.45,Calendly,,,81975798.0,"Nestled in the desirable Creekside Community, this meticulously maintained home showcases high-quality upgrades & breathtaking hill views. The inviting kitchen, designed w/quality wood cabinets, hard surface counters, & high-end stainless appliances, incl a Sub-Zero refrigerator & Thermador 5-burner gas range top. Adjacent to the kitchen, the family & dining rooms create a great room atmosphere, filled with natural light, recessed lights, & slider to the rear deck. Large living room with fireplace is ideal for entertaining. The spacious primary suite accommodates a king-sized bed & offers a large walkthrough closet & spa-like bath featuring a tiled shower over soaking tub, natural wood vanity w/quartz counter, & recessed lights. The exterior is equally impressive. The private rear yard provides panoramic hill views. This outdoor oasis features decks, covered courtyard, grassy areas along with NEW front low maintenance landscaping highlighted by a feature arbor. This home boasts hardwood floors, tile roof, central heat & AC, & high-quality Anderson wood d/p windows. Enjoy access to the Creekside Pool Cabana, which includes a pool, basketball court, sand volleyball, & picnic area. Excellent schools. This special home offers a perfect blend of classic charm & modern upgrades.",,,$893,,,,For Sale,,"Do Not Go Direct,See Remarks",,$893.45,,,CA,9/10/2024,One Story,,,,,,,,,,9/10/2024,Yes,Yes,Yes,Yes,,,,,95121,R1-5
ML81974235,SLD,8,4075 Amos Way,,SAN JOSE,9999,"$1,999,888","$2,030,100",DE,2058.0,4.0,2.0,1.0,Y,2.0,1979.0,0.183200,"7,980",,,,,,,,,,,,,,,,,45.0,,,,660-34-025,0,,Datashare MLSListings,,,,1932469.0,,,,RESIDENTIAL,,9/3/2024,,,,,,,"Please contact Lex with any questions at (408) 921-5788 PLEASE REMOVE SHOES PRIOR TO ENTERING THE HOME *** Offer deadline 7/31/24 at 2pm , Please upload to Disclosures IO Offer, POF, Pre- Approval, and all Signed disclosures",Santa Clara,Classico Ave,8,8,8,,,,Evergreen Elementary,,,,,,4075 Amos WAY,6085.0,1.0,,,,8/1/2024,,East Side Union High,No,,,,,,9/5/2024,Conventional,7/24/2024 2:02 AM,$971,01930420,7/24/2024,lex@lexsellshomes.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Call Agent,8/1/2024,,,,,,,,,"$1,999,888",,8/1/2024,,,Public,33,,No,,,"$2,030,100",,$986.44,Lex Orosco,408-921-5788,,81974235.0,"Presenting an exquisite 4-bedroom, 2.5-bathroom, 2,058 SF two-story home in the highly desired Evergreen neighborhood. This residence features vaulted ceilings and plantation shutters in the sizable living room, complemented by hardwood flooring. The expansive kitchen boasts abundant cabinets, storage space, pot filler, and stainless steel appliances, with elegant tile flooring. The formal dining room, adorned with coffered ceilings and hardwood flooring, provides a sophisticated space for gatherings. Cozy up next to the wood burning fireplace in the family room. The primary suite includes an abundance of natural light and walk-in closet.The large backyard is perfect for entertaining. Located in a prime location with excellent Evergreen schools, this is a home you don't want to miss!",,,$986,,,,For Sale,,Call Listing Agent,,$986.44,,,CA,9/4/2024,Two Story,,,,,,,,,,9/6/2024,Yes,Yes,Yes,Yes,,,,,95135,R1-5
ML81914883,SLD,26,3091 Delta Road,,SAN JOSE,9999,"$1,949,000","$1,887,000",DE,2023.0,4.0,2.0,,Y,2.0,1976.0,0.192700,"8,393",,,,,,,,,,,,,,,,,46.0,,,,660-28-006,0,,Datashare MLSListings,,,,02069782,,,,RESIDENTIAL,,3/8/2023,,,,,,,"PRICE REDUCED // MOTIVATED SELLER // OFFERS DUE 02/14 2PM //Easy to Show.. Text & Go!! Show & Sell!! For any questions, pls call Shikha at 510 996 2660. Please take off shoes or wear shoe covers. House includes all appliances. Microwave has been moved to the garage for now. // Lock is a little tricky.. push the lever all the way down and push. When exiting, the main door knob needs to be turned clockwise. // Please make sure all doors are locked & lights are turned Off. NO HOA. Use the link for disclosures : https://app.disclosures.io/link/3091-Delta-Road-9t9v9f5r ***** Please email offers to SHIKHAG@INTERO.COM with POF, Pre-Approval Letter, signed disclosures and CAR Contract*****",Santa Clara,Ruby,26,27,27,,,,Evergreen Elementary,,,,,,3091 Delta RD,6085.0,1.0,,,,2/14/2023,,East Side Union High,No,,,,,,3/8/2023,Conventional,1/18/2023 4:00 PM,$963,02135292,1/19/2023,shikhag@intero.com,,,,Excl Right,Market Listing,,,,,,,,Call Agent,2/14/2023,,,,,,,,,"$1,975,000",,2/14/2023,,,Public,42,,No,,,"$1,887,000",,$932.77,Shikha Gupta,510-996-2660,,81914883.0,"LOCATION! LOCATION! LOCATION! Situated IN THE HEART OF EVERGREEN with gorgeous hill views, this house sits on a huge lot. You are welcomed to a freshly painted house with an expansive floor plan that offers a separate family room with a wood burning fireplace, opens into a very private backyard with a beautiful deck for entertaining friends and family. 2 rooms downstairs and 2 rooms upstairs give you many different living options. The house is move in ready with updated bathrooms, all appliances including Refrigerator, Washer / Dryer and OWNED SOLAR PANELS (42). House is minutes away from Evergreen Village Square where you have access to a library, several restaurants and a Farmers Market twice a week. NO HOA. Top Schools that serve the home - Evergreen Elementary (2023 California Distinguished School), Chaboya Middle and Evergreen Valley High School (Buyer to verify)",,,$932,,,,For Sale,,,,$932.77,,,CA,3/8/2023,Two Story,,,,,,,,,,3/10/2023,Yes,Yes,Yes,Yes,,,,,95135,R1B8
ML81959593,SLD,6,4168 Pinot Gris Way,,SAN JOSE,9999,"$2,799,000","$3,120,000",DE,3458.0,5.0,3.0,,Y,3.0,1989.0,0.1848,"8,049",,,,,,,,,,,,,,,,,35.0,,,,660-39-032,0,,Datashare MLSListings,,,,02225036,,,,RESIDENTIAL,,5/2/2024,,,,,,,Home is easy to show. Please text Aliya Mody at 408.781.6103 and then go. OFFERS IF ANY ARE APPRECIATED BY 4/10 3 PM. Please use Glide link to submit offers . Please have all disclosures signed . For fastest response from agents please text Eddie and Aliya,Santa Clara,Littleworth way,6,7,7,,,,Evergreen Elementary,,,,,,4168 Pinot Gris WAY,6085.0,3.0,,,,4/11/2024,,East Side Union High,No,,,,,,5/3/2024,Conventional,4/4/2024 5:00 PM,$809,01323567,4/5/2024,eddie@eddieoberoi.com,,,,Excl Right,Market Listing,,,,,,,,Call Agent,4/11/2024,,,,,,,,,"$2,799,000",,4/11/2024,,,Public,78,,No,,,"$3,120,000",,$902.26,,,,81959593.0,"This stunning North East facing 5-bedroom,3-full bath home offers comfort & elegance.Offering a remodeled interior boasting premium finishes & thoughtful upgrades throughout.The kitchen features custom cabinets & top-of-the-line Wolf & Sub-Zero appliances.Throughout the home,beautiful Brazilian walnut floors create an ambiance of warmth & sophistication.The updated bathrooms showcase premium tiles & designer touches.In addition the presence of a solar system,offers energy efficiency & cost savings,while the large three-car garage with new epoxy floors provides ample space for parking & storage.Including a backyard oasis,with low-maintenance landscaping & artificial turf.Enjoy the abundance of nature's bounty with a wide variety of fruit-bearing trees.Experience the ultimate in convenience with nearby amenities such as Montgomery Hill Park,offering hiking trails & numerous small parks.Within walking distance,residents can access Evergreen Village Square,that include a farmers market & a variety of enrichment classes for children,as well as the convenience of Matsumoto Elementary & Chaboya Middle School.Nestled on one of the nicest streets within Evergreen,with wide streets & large lots,every custom upgrade has been thoughtfully chosen with the forever home concept in mind.",,,$902,,,,For Sale,,See Remarks,,$902.26,,,CA,5/3/2024,Two Story,,,,,,,,,,5/4/2024,Yes,Yes,Yes,Yes,,,,,95135,A-PD
