MLS No,Status,DOM,Address,Unit,City,Area,LP,SP,BT,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,Acres,Lot SqFt,HOA Fee,Freq,3rd Party Synd. Remarks,ADU Baths Full,ADU Baths Partial,ADU Bedrooms,ADU Building Type,ADU Description,ADU Kitchen,ADU Main Entry Floor,ADU Meter,ADU Occupied,ADU Rents For,ADU Sq. Ft.,ADU SqFt Source,ADU Y/N,Age,Agent Has Ownership,Agent Hit Count,Agent Related to Principal,Assessors Parcel No,Associated Document Count,Available to Show,Board ID,Branded Media Link,Branded Media Link 2,Builder/Architect,Buyer Agent DRE Num.,Buyer Broker DRE Number,Census Tract,City Transfer Tax,Class,Client Hit Count,Closing Date,Co Buy Agent DRE Num.,Co List Agent DRE Num.,Co-List Agent email,Co-List Agent Fax,Complex Name,Concessions at COE,Confidential Remarks,County,Cross Street,Cumulative DOM,Cumulative DOMLS,Days On MLS,Directions to Property,Disclosures Link,Dist/Nbrhood/Sub,Elementary School Distric,Entry Agent First Name,Entry Agent ID,Entry Agent Last Name,Entry Agent License ID,Expire Date,Filtered Address,FIPS Code,Fireplaces,Floor Unit is on,Foreclosure Status,Gate Code,General Date,Geocode Quality,High School District,HOA,HOA Management Companies,HOA Name,HOA Name (Other),HOA Phone,Homesnap Appt. Scheduling,Hotsheet Date,How Sold,Input Date,List $/SqFt,List Agent DRE Num.,List Date,Listing Agt email,Listing Agt Fax,Listing Broker DRE Number,Listing Service,Listing Type,Listing Visibility Type,Lockbox Location,Model,New Subdivision,Number of offers,Occpnt Req 24 Hr Notice,Occupant Name,Occupant Phone,Occupied By,Off Market Date,Old Complex,Old Concessions,Old Elem,Old High,Old HOA Name,Old Middle,Old MLS #,Old Subdivision,Original Price,Ownership Type,Pending Date,Pending Litigation,Percent Owner Occ,Photo Permission,Picture Count,Point of Sale Ordinance,Pool,Preferred Agent Fax,Previous Price,Price,Price Date,Price Per SQFT,Primary Showing Contact,Primary Showing Phone,Printed Neighborhood Rpt,Property ID,Public Remarks,Radar ID,Rooms Total,Sale $/SqFt,Sale COOP,Sale/Last List $,Sale/Original $,Sale/Rent,Sales Office Info Remarks,Showing Instruction,Showing Schedule Link,Sold Price Per SQFT,Source,Special Information,State,Status Date,Stories,Subdivision (Other),Subdivision Profile Rmks,Supra Box?,Tax ID,TIC % Owner Offered,Total # of Garage and Parking Spaces,Unbranded Media Link,Unbranded Media Link 2,Units in Complex,Update Date,VOW Address,VOW AVM,VOW Comment,VOW Include,WiFi Last,ZIDX Only House #,ZIDX Only Street Dir,ZIDX Only Street Name,Zip,Zoning
ML81956522,SLD,8,385 Sara Avenue,,SUNNYVALE,9999,"$2,500,000","$3,160,000",DE,1874.0,3.0,3.0,,Y,2.0,1952.0,0.14,"6,098",,,,,,,,,,,,,,,,,72.0,,,,165-09-040,0,,Datashare MLSListings,https://media.showingtimeplus.com/sites/385-sara-ave-sunnyvale-ca-94086-8106315/branded,,,01435381,,,No,RESIDENTIAL,,4/5/2024,,,,,,,Broker tour Thursday 3/7. Coming on active MLS to show Thursday after tour. OPEN HOUSE SATURDAY AND SUNDAY 1-4. Come by or send your clients. I will be at both open houses and will answer questions. This is a very versatile floor plan and beautifully remodeled (with permits) throughout. All reports and disclosures will be uploaded by end of Saturday. Offers Thursday March 14 noon. You will not be disappointed in this beautiful home. Thanks for showing. 35 package downloads. 14 offers. 3 at or very near sale price.,Santa Clara,Iowa,8,9,9,,,,Sunnyvale,,,,,,385 Sara AVE,6085.0,,,,,3/15/2024,,Fremont Union,No,,,,,,4/6/2024,Conventional,3/6/2024 4:00 PM,"$1,334",1002324,3/7/2024,cynthia1067@gmail.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Vacant,3/15/2024,,,,,,,,,"$2,500,000",,3/15/2024,,,Public,35,,No,,,"$3,160,000",,"$1,686.23",,,,81956522.0,"Owner remodel for their own use so thoughtful and beautifully appointed. All completed with permits. Expanded kitchen, dining and open living room are the center of the home. Separate private primary suite with custom designed walk in closet. 2 additional bedrooms with bathroom closes off from living space for more privacy. Possible 4th bedroom with built-in murphy bed (wall bed), lots of shelving for books or media + charming gas fireplace and custom wood hearth. Could also be den or home office. But wait theres more! 2 car garage with partial conversion to home office/hobby space/workshop with built-ins that is made for 'work from home. Quietly tucked away but only a few steps from the main house. This floor plan is so flexible! Great for multi generation living. Lovely backyard with patio area and play space grass area for kids or sports activities. You will be charmed from the minute you pull up and every moment in between! Special neighborhood with many long time residents. Easy walk to Washington Park. Great Sunnyvale schools and Homestead High. Lots of extras. Outside storage. Owner purchased solar. Whole house fan. List of details and amenities at the house.",,,"$1,686",,,,For Sale,,"Go Directly,Leave Card,Lockbox - Supra iBox Bluetooth LE",,"$1,686.23",,,CA,4/5/2024,One Story,,,,,,,https://media.showingtimeplus.com/sites/yebjgno/unbranded,,,4/7/2024,Yes,Yes,Yes,Yes,,,,,94086,R0
ML81957321,SLD,9,741 Harvard Avenue,,SUNNYVALE,9999,"$2,798,000","$3,061,000",DE,1722.0,4.0,3.0,,Y,2.0,1962.0,0.138,"6,010",,,,,,,,,,,,,,,,,62.0,,,,201-10-006,0,,Datashare MLSListings,https://www.741harvardave.com/,,,02114938,,,,RESIDENTIAL,,4/10/2024,,,,,,,"GO DIRECT! OFFERS, THURSDAY MARCH 21ST BY 12PM PLEASE. DISCLOSURES LINK: https://app.glide.com/share/2Xysz9hQaZ9cRO8hRneCEm/",Santa Clara,Quetta,9,9,9,,,,Sunnyvale,,,,,,741 Harvard AVE,6085.0,,,,,3/21/2024,,Fremont Union,No,,,,,,4/10/2024,,3/12/2024 1:52 PM,"$1,624",1350085,3/12/2024,nicholas@sereno.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Vacant,3/21/2024,,,,,,,,,"$2,798,000",,3/21/2024,,,Private,26,,No,,,"$3,061,000",,"$1,777.58",,,,81957321.0,"Situated in one of the most desirable Sunnyvale neighborhoods along a tree-lined street, this 4 bedroom, 3 bathroom home has been extensively remodeled from top to bottom. From the solar panels (owned) down to the copper plumbing and ABS drain lines, the attention to detail runs through all parts of the property. Updated 200amp electrical panel, 220v garage car charger, double pane windows, stunning custom kitchen with open layout and large skylight. Top of the line appliances, tons of natural light, heating and air-conditioning, smart window coverings with electronic functionality, inside laundry, 2 primary suites and so much more! Professionally landscaping yard with bluestone flagstone, multiple fruit trees, pergola with built-in sitting ledge and so much more! Oversized garage with built-in storage and electronic door. Move right in and enjoy your stunning home! Top Sunnyvale schools include: Cumberland Elementary, Sunnyvale Middle, Homestead High",,,"$1,777",,,,For Sale,,"Go Directly,Lockbox - Supra iBox Bluetooth LE",,"$1,777.58",,,CA,4/10/2024,One Story,,,,,,,https://www.741harvardave.com/,,,4/12/2024,Yes,Yes,Yes,Yes,,,,,94087,R0
ML81934647,SLD,7,401 Purisima Avenue,,SUNNYVALE,9999,"$1,875,000","$2,100,000",DE,1394.0,3.0,1.0,1.0,Y,2.0,1954.0,0.1293,"5,634",,,,,,,,,,,,,,,,,69.0,,,,165-06-058,0,,Datashare MLSListings,http://401purisima.com/,,,1700495.0,,,No,RESIDENTIAL,,8/9/2023,,,susanna@haylengroup.com,,,,"Offers are Due Wednesday 7/19 at 2 PM. Home is Vacant and Available to Show. For showing questions, please call or text (408) 634-9133 | Please use CAR forms only and include pre-approval and proof of funds. Offers are to be submitted through Disclosures.IO | Disclosures can be viewed and downloaded here: https://app.disclosures.io/link/401-Purisima-Avenue-hgcx1bcx",Santa Clara,W Olive Ave and,7,7,7,,,,Sunnyvale,,,,,,401 Purisima AVE,6085.0,1.0,,,,7/19/2023,,Fremont Union,No,,,,,,8/9/2023,Conventional,7/12/2023 12:42 AM,"$1,345",01419311,7/12/2023,info@thebrasilgroup.com,,,,Excl Right,Market Listing,,,,,,,,Vacant,7/19/2023,,,,,,,,,"$1,875,000",,7/19/2023,,,Public,28,,,,,"$2,100,000",,"$1,506.46",,,,81934647.0,"Updated Sunnyvale home with Homestead High situated in a highly sought-after neighborhood! The convenient location is close to commute routes, a stroll to Washington Park, and only a few minutes from Downtown Sunnyvale and Mountain View. The home features beautiful flooring, separate family/living room, well-proportioned dining area with built-ins, and updated kitchen/ bathrooms. The kitchen bridges the two living areas and features granite countertops, tile flooring, recessed lighting, and breakfast bar overlooking family room and large backyard. Additional features include exposed beam ceiling in family room, dual pane windows, fresh exterior paint, serene front porch, and ceiling fans throughout. Dont miss out on this move-in ready home with access to top-rated schools, a highly desirable location close to commute routes, and a short distance from CalTrain Station, Downtown Sunnyvale farmers market, fine dining options, Sunnyvale Town Center Whole Foods, theater, cafes, and shops.",,,"$1,506",,,,For Sale,,,,"$1,506.46",,,CA,8/9/2023,One Story,,,,,,,http://tour.401purisima.com/,,,8/10/2023,Yes,Yes,Yes,Yes,,,,,94086,R0
ML81933541,SLD,14,767 Pear Avenue,,SUNNYVALE,9999,"$2,580,000","$2,802,000",DE,1853.0,4.0,2.0,1.0,Y,2.0,1967.0,0.1555,"6,774",,,,,,,,,,,,,,,,,56.0,,,,201-18-016,0,,Datashare MLSListings,,,,70010109.0,,,,RESIDENTIAL,,8/9/2023,,,,,,,"Offers to include signed disclosures, Buyers Agent AVID, proof of funds and bank pre-approval letter.",Santa Clara,Brookline Dr and,14,15,15,,,,Sunnyvale,,,,,,767 Pear AVE,6085.0,1.0,,,,7/19/2023,,Fremont Union,No,,,,,,8/10/2023,Conventional,7/4/2023 5:00 PM,"$1,392",01768240,7/5/2023,claytonyoung@gmail.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Vacant,7/19/2023,,,,,,,,,"$2,580,000",,7/19/2023,,,Public,32,,No,,,"$2,802,000",,"$1,512.14",,408-569-9000,,81933541.0,"Amazing Eichler home located in the Cumberland South neighborhood in Sunnyvale. Extensively remodeled, maintaining the Eichler open living floor plan while bringing the outdoors in. Renovated kitchen with granite countertops and bathrooms with quartzite & porcelain countertops. Other features include solar owned system; quiet and efficient Mitsubishi air conditioners located throughout the home; radiant floor heating; gazebo with louvered roofing; garage upgraded with epoxy flooring and EV charging station. Las Palmas Park and Mango Park are located nearby. Award winning Cumberland Elementary, Sunnyvale Middle and Homestead High School (Buyers to verify).",,,"$1,512",,,,For Sale,,,,"$1,512.14",,,CA,8/9/2023,One Story,,,,,,,,,,8/11/2023,Yes,Yes,Yes,Yes,,,,,94087,R0
ML81916102,SLD,9,816 Ramona Avenue,,SUNNYVALE,9999,"$1,799,000","$1,976,000",DE,1339.0,2.0,1.0,,,0.0,1953.0,0.139400,"6,071",,,,,,,,,,,,,,,,,70.0,,,,198-28-022,0,,Datashare MLSListings,https://www.youtube.com/watch?v=crF6WPkI_0Q,,,01505298,,,,RESIDENTIAL,,2/27/2023,,,samit.shah@compass.com,,,,"Open Sat and Sunday 2-4. Offers date is to be Wednesday, February 1st by 5:00 pm. The Trustee is overseas and will require 24 hrs to respond. The current owner has owned this home since 1971. The property was completely interior remodeled in 1995 with permits. No pre-emptive offers, please. Please call Donna (408) 930-8606 regarding offers.",Santa Clara,Lynn,9,10,10,Bernardo to Lynn. Home is located on the corner of,,,Sunnyvale,,,,,,816 Ramona AVE,6085.0,1.0,,,,2/2/2023,,Fremont Union,No,,,,,,2/28/2023,Conventional,1/23/2023 4:00 PM,"$1,343",1020832,1/24/2023,dchan@sereno.com,,,,Excl Right,Market Listing,,,,,,,,Call Agent,2/2/2023,,,,,,,,,"$1,799,000",,2/2/2023,,,Public,26,,,,,"$1,976,000",,"$1,475.73",,,,81916102.0,"Welcome to this Cherry Chase Charmer with Homestead High. This bright and open home has been lovingly maintained and updated with quality materials. Freshly painted inside and out. New Carpet. Central Heating and A/C. This home boasts so much potential for expansion. The family room can easily be enclosed to create a 3rd bedroom. Large bright bathroom with built-in jacuzzi tub. Pull-down storage. There is a separate 108 sf room behind the laundry(square footage not included) that is ideal for a potential ADU/office with a separate entry. Large Laundry Room with ample storage. Shed and additional large workshop/storage to remain. The double-wide carport is located in the back of the home. Paved driveway to park a car in front of the home. Greenwood Manor Park a few doors down in the middle of Ramona Ave. Great Schools and super centrally located to Google, Microsoft, Apple, shopping, and easy access to freeways.",,,"$1,475",,,,For Sale,,Please lock all doors and turn off all lights when leaving.,,"$1,475.73",,,CA,2/27/2023,One Story,,,,,,,,,,3/1/2023,Yes,Yes,Yes,Yes,,,,,94087,R0
ML81917180,SLD,8,1014 Heatherstone Avenue,,SUNNYVALE,9999,"$1,899,000","$2,220,000",DE,1240.0,3.0,2.0,,Y,2.0,1954.0,0.138300,"6,023",,,,,,,,,,,,,,,,,69.0,,,,198-30-061,0,,Datashare MLSListings,,,,02153721,,,No,RESIDENTIAL,,2/21/2023,,,,,,,"Owners Madelynn and Randolph Lane are licensed real estate agents in California. Escrow opened with Chicago Title, Lisa Nite. (408) 973-1900. Home is part of a 1031 Exchange. OFFER DEADLINE IS THURSDAY AND PRESENT TO SELLERS ON FRIDAY. PLEASE EMAIL OFFERS TO suzanneandmark@outlook.com. Thanks! THERE IS NO CITY TRANSFER TAX IN SUNNYVALE!!!!!!!! Thanks :)",Santa Clara,Mary/Fremont,8,8,8,,,,Sunnyvale,,,,,,1014 Heatherstone AVE,6085.0,,,,,2/3/2023,,Fremont Union,No,,,,,,2/22/2023,Conventional,1/26/2023 5:02 AM,"$1,531",772122,1/26/2023,suzanneandmark@outlook.com,,,,Excl Right,Market Listing,,,,,,,,Vacant,2/3/2023,,,,,,,,,"$1,899,000",,2/3/2023,,,Public,37,,No,,,"$2,220,000",,"$1,790.32",Suzanne Robinson,,,81917180.0,"Too Special to Miss! We are proud to present this remodeled beauty. Located in an extremely desirable area of Sunnyvale with Terrific Top Rated Schools. Home features all new plank vinyl flooring throughout, new carpeting, crown molding, fresh paint interior and exterior. New fencing on East and West Borders. Fireplace in living room adds cozy warmth when winds blow. Forced air heating makes for even-temperatured rooms on the coldest days. Beat the heat this summer while you enjoy this air conditioned home. Luscious fruit trees include Cherry, Lemon, Orange and Walnut. Dual pane windows help to make this home energy efficient. Perfect balance of formality and friendliness. Mirrored closet doors in all bedrooms add to the look of luxury, Easy access to Starbucks and shopping. 462 sq ft. garage provides extra space for workshop or storage. Fond memories start here. Isn't this where you really want to live. Visit website for more details http://www.1014heatherstoneave.com",,,"$1,790",,,,For Sale,,Please remove your shoes or wear booties. Thanks!!,,"$1,790.32",,,CA,2/22/2023,One Story,,,,,,,,,,3/3/2023,Yes,Yes,Yes,Yes,,,,,94087,R0
ML81916369,SLD,24,782 Dona Avenue,,SUNNYVALE,9999,"$2,799,000","$2,630,000",DE,2271.0,4.0,3.0,1.0,Y,2.0,1953.0,0.149400,"6,510",,,,,,,,,,,,,,,,,70.0,,,,198-25-025,0,,Datashare MLSListings,https://tours.tourfactory.com/tours/tour.asp?t=3050820,,,01743542,,,,RESIDENTIAL,,2/28/2023,,,,,,,,Santa Clara,Blair Avenue,24,24,24,,,,Sunnyvale,,,,,,782 Dona AVE,6085.0,1.0,,,,2/10/2023,,Fremont Union,No,,,,,,3/1/2023,Conventional,1/17/2023 3:12 AM,"$1,232",1253585,1/17/2023,mike@genesisteam.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Vacant,2/10/2023,,,,,,,,,"$2,799,000",,2/10/2023,,,Public,42,,,,,"$2,630,000",,"$1,158.08",Mike Strouf,,,81916369.0,"NEARLY ALL-NEW HOME IN CHERRY CHASE AREA | Nestled within a stroll of shopping and dining, this luxury remodel completed in 2022 offers an almost entirely NEW home in prized Cherry Chase area! Boasting no neighbors along one side, the home enjoys privacy, convenience, and an open, sky-lit layout for indoor-outdoor living. Dual-tone cabinetry, quartz countertops, and WiFi-enabled Thermador appliances enhance the dazzling island kitchen. Two bedrooms are en-suite, including a spacious primary suite with walk-in closet and glamorous spa bath. Two bonus rooms provide exciting versatility. Includes easy-care yards with synthetic lawns, large laundry center with sink, Presidential roofing, central AC, tankless hot water, dimmable lights, and MUCH more. Stroll to top-ranking Cherry Chase Elementary. Within blocks of beautiful parks and Stevens Creek Trail. Near Caltrain, Downtown Sunnyvale, and hubs for Apple, LinkedIn, Microsoft, Google, and more!",,,"$1,158",,,,For Sale,,,,"$1,158.08",,,CA,2/28/2023,One Story,,,,,,,https://tours.tourfactory.com/tours/tour.asp?idx=1&t=3050820,,,3/1/2023,Yes,Yes,Yes,Yes,,,,,94087,R0
ML81919751,SLD,12,1078 W Knickerbocker Drive,,SUNNYVALE,9999,"$1,798,000","$1,839,000",DE,1041.0,3.0,1.0,,Y,1.0,1953.0,0.1358,"5,914",,,,,,,,,,,,,,,,,70.0,,,,198-35-019,0,,Datashare MLSListings,http://www.1078wknick.com,,,01955531,,,,RESIDENTIAL,,4/6/2023,,,,,,,Please use PRDS Contract. Disclosures available at the link below in MLS.,Santa Clara,Grape,12,12,12,,,,Sunnyvale,,,,,,1078 W Knickerbocker DR,6085.0,,,,,3/7/2023,,Fremont Union,No,,,,,,4/6/2023,Conventional,2/23/2023 11:21 AM,"$1,727",01256035,2/23/2023,derk@derkbrill.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Vacant,3/7/2023,,,,,,,,,"$1,798,000",,3/7/2023,,,Public,21,,No,,,"$1,839,000",,"$1,766.57",,,,81919751.0,"Just 2 blocks from one of the most sought after elementary schools in the region, this Cherry Chase gem epitomizes the California indoor/outdoor lifestyle. Rich hardwood floors are enhanced by numerous windows that lend a bright and warm feel to the public areas and bedrooms. The updated eat-in kitchen features new cultured stone counters, as well as access to the rear yard from 2 points. The side patio and lawn areas are ideal for entertaining, and are well screened for privacy. Additional features include updated kitchen and bath, plenty of room to expand or take advantage of Sunnyvale's ADU opportunity. Outstanding Sunnyvale schools include Cherry Chase, Sunnyvale Middle, and Homestead High.",,,"$1,766",,,,For Sale,,,,"$1,766.57",,,CA,4/6/2023,One Story,,,,,,,,,,5/6/2023,Yes,Yes,Yes,Yes,,,,,94087,R0
ML81919183,SLD,12,849 Orange Avenue,,SUNNYVALE,9999,"$1,925,000","$2,325,000",DE,1280.0,3.0,2.0,,Y,2.0,1954.0,0.1446,"6,300",,,,,,,,,,,,,,,,,69.0,,,,201-15-041,0,,Datashare MLSListings,,,,01726460,,,No,RESIDENTIAL,,4/10/2023,,,,,,,All disclosures coming soon. Any offers 3/9 by 5 pm. For Disclosures: https://app.disclosures.io/link/849-Orange-Avenue-enlwr45k,Santa Clara,Heatherstone Ave,12,13,13,,,,Sunnyvale,,,,,,849 Orange AVE,6085.0,1.0,,,,3/11/2023,,Fremont Union,No,,,,,,4/10/2023,Conventional,2/26/2023 4:00 PM,"$1,503",00569902,2/27/2023,blaine@blainecate.com,,,Full Service,Excl Right,Market Listing,,,,,,,,Vacant,3/11/2023,,,,,,,,,"$1,925,000",,3/11/2023,,,Public,51,No,No,,,"$2,325,000",,"$1,816.41",,,,81919183.0,"Well located home in a desirable Sunnyvale location. Features include: dual pane windows, upgraded kitchen with new granite counters, pantry and a unique gas range, upgraded bathrooms, new interior paint, newly refinished hardwood and new laminate floors with new baseboards throughout, 4 sliding glass doors, good size back yard, private courtyard in front. Convenient to schools, shopping and employment.",,,"$1,816",,,,For Sale,,,,"$1,816.41",,,CA,4/10/2023,One Story,,,,,,,,,,5/6/2023,Yes,Yes,Yes,Yes,,,,,94087,R0
ML81920153,SLD,19,1062 Syracuse Drive,,SUNNYVALE,9999,"$3,498,000","$3,237,500",DE,3046.0,4.0,3.0,1.0,Y,2.0,1957.0,0.1555,"6,772",,,,,,,,,,,,,,,,,66.0,,,,202-32-004,0,,Datashare MLSListings,,,,01421581,,,,RESIDENTIAL,,4/13/2023,,,,,,,"Disclosure link will be posted to MLS , COE plus 15 day rent back. Please do not wear shoes on carpet. Please text Ryan prior to showing 408-309-8660",Santa Clara,Kelsey Dr,19,19,19,,,,Sunnyvale,,,,,,1062 Syracuse DR,6085.0,2.0,,,,3/19/2023,,Fremont Union,No,,,,,,4/13/2023,Conventional,2/28/2023 9:54 AM,"$1,148",01322889,2/28/2023,ryan.gowdy@theagencyre.com,,,,Excl Right,Market Listing,,,,,,,,Owner,3/19/2023,,,,,,,,,"$3,498,000",,3/19/2023,,,Public,32,,No,,,"$3,237,500",,"$1,062.87",,,,81920153.0,"High-end luxury living awaits in the sought-after Cherry Chase neighborhood. This impressive two-story home is detailed inside and out with refined millwork, richly hued red oak hardwood floors, and custom red birch cabinetry at every turn. Architectural ceilings are rimmed with uplighting, built-ins for every need, including linen storage and office space, and the kitchen is designed for a true chef with its high-end appliances. The 4 bedrooms and 3.5 baths begin with a main-level suite ideal for guests or a home office with its private outside entrance. Upstairs, the luxe primary suite is appointed and outfitted with extensive closet space plus there are two additional bedrooms served by a large bathroom. The rear yard offers space for play and entertaining with a backdrop of a soothing fountain, while added recreation is just down the street at DeAnza Park. All of this, plus excellent Cherry Chase Elementary School and minutes to Highway 85 with access to all of Silicon Valley.",,,"$1,062",,,,For Sale,,Please text Ryan at 408-309-8660 to show,,"$1,062.87",,,CA,4/13/2023,One Story,,,,,,,,,,5/6/2023,Yes,Yes,Yes,Yes,,,,,94087,R1
